,R,cidx,C,m
2794,0.607676768,0.272727273,1.67E-08,3.311909091
2795,0.614141414,0.272727273,1.70E-08,3.311909091
2796,0.620606061,0.272727273,1.73E-08,3.311909091
2797,0.627070707,0.272727273,1.76E-08,3.311909091
2798,0.633535354,0.272727273,1.80E-08,3.311909091
2799,0.64,0.272727273,1.83E-08,3.311909091
2800,0,0.282828283,6.42E-09,3.291646465
2801,0.006464646,0.282828283,6.46E-09,3.291646465
2802,0.012929293,0.282828283,6.51E-09,3.291646465
2803,0.019393939,0.282828283,6.55E-09,3.291646465
2804,0.025858586,0.282828283,6.60E-09,3.291646465
2805,0.032323232,0.282828283,6.65E-09,3.291646465
2806,0.038787879,0.282828283,6.69E-09,3.291646465
2807,0.045252525,0.282828283,6.74E-09,3.291646465
2808,0.051717172,0.282828283,6.79E-09,3.291646465
2809,0.058181818,0.282828283,6.84E-09,3.291646465
2810,0.064646465,0.282828283,6.89E-09,3.291646465
2811,0.071111111,0.282828283,6.94E-09,3.291646465
2812,0.077575758,0.282828283,6.99E-09,3.291646465
2813,0.084040404,0.282828283,7.04E-09,3.291646465
2814,0.090505051,0.282828283,7.10E-09,3.291646465
2815,0.096969697,0.282828283,7.15E-09,3.291646465
2816,0.103434343,0.282828283,7.20E-09,3.291646465
2817,0.10989899,0.282828283,7.26E-09,3.291646465
2818,0.116363636,0.282828283,7.31E-09,3.291646465
2819,0.122828283,0.282828283,7.37E-09,3.291646465
2820,0.129292929,0.282828283,7.43E-09,3.291646465
2821,0.135757576,0.282828283,7.49E-09,3.291646465
2822,0.142222222,0.282828283,7.55E-09,3.291646465
2823,0.148686869,0.282828283,7.61E-09,3.291646465
2824,0.155151515,0.282828283,7.67E-09,3.291646465
2825,0.161616162,0.282828283,7.73E-09,3.291646465
2826,0.168080808,0.282828283,7.79E-09,3.291646465
2827,0.174545455,0.282828283,7.86E-09,3.291646465
2828,0.181010101,0.282828283,7.92E-09,3.291646465
2829,0.187474747,0.282828283,7.99E-09,3.291646465
2830,0.193939394,0.282828283,8.06E-09,3.291646465
2831,0.20040404,0.282828283,8.13E-09,3.291646465
2832,0.206868687,0.282828283,8.20E-09,3.291646465
2833,0.213333333,0.282828283,8.27E-09,3.291646465
2834,0.21979798,0.282828283,8.34E-09,3.291646465
2835,0.226262626,0.282828283,8.41E-09,3.291646465
2836,0.232727273,0.282828283,8.49E-09,3.291646465
2837,0.239191919,0.282828283,8.56E-09,3.291646465
2838,0.245656566,0.282828283,8.64E-09,3.291646465
2839,0.252121212,0.282828283,8.72E-09,3.291646465
2840,0.258585859,0.282828283,8.80E-09,3.291646465
2841,0.265050505,0.282828283,8.88E-09,3.291646465
2842,0.271515152,0.282828283,8.96E-09,3.291646465
2843,0.277979798,0.282828283,9.05E-09,3.291646465
2844,0.284444444,0.282828283,9.13E-09,3.291646465
2845,0.290909091,0.282828283,9.22E-09,3.291646465
2846,0.297373737,0.282828283,9.31E-09,3.291646465
2847,0.303838384,0.282828283,9.40E-09,3.291646465
2848,0.31030303,0.282828283,9.50E-09,3.291646465
2849,0.316767677,0.282828283,9.59E-09,3.291646465
2850,0.323232323,0.282828283,9.69E-09,3.291646465
2851,0.32969697,0.282828283,9.79E-09,3.291646465
2852,0.336161616,0.282828283,9.89E-09,3.291646465
2853,0.342626263,0.282828283,9.99E-09,3.291646465
2854,0.349090909,0.282828283,1.01E-08,3.291646465
2855,0.355555556,0.282828283,1.02E-08,3.291646465
2856,0.362020202,0.282828283,1.03E-08,3.291646465
2857,0.368484848,0.282828283,1.04E-08,3.291646465
2858,0.374949495,0.282828283,1.05E-08,3.291646465
2859,0.381414141,0.282828283,1.06E-08,3.291646465
2860,0.387878788,0.282828283,1.08E-08,3.291646465
2861,0.394343434,0.282828283,1.09E-08,3.291646465
2862,0.400808081,0.282828283,1.10E-08,3.291646465
2863,0.407272727,0.282828283,1.11E-08,3.291646465
2864,0.413737374,0.282828283,1.13E-08,3.291646465
2865,0.42020202,0.282828283,1.14E-08,3.291646465
2866,0.426666667,0.282828283,1.15E-08,3.291646465
2867,0.433131313,0.282828283,1.17E-08,3.291646465
2868,0.43959596,0.282828283,1.18E-08,3.291646465
2869,0.446060606,0.282828283,1.20E-08,3.291646465
2870,0.452525253,0.282828283,1.21E-08,3.291646465
2871,0.458989899,0.282828283,1.23E-08,3.291646465
2872,0.465454545,0.282828283,1.24E-08,3.291646465
2873,0.471919192,0.282828283,1.26E-08,3.291646465
2874,0.478383838,0.282828283,1.27E-08,3.291646465
2875,0.484848485,0.282828283,1.29E-08,3.291646465
2876,0.491313131,0.282828283,1.31E-08,3.291646465
2877,0.497777778,0.282828283,1.33E-08,3.291646465
2878,0.504242424,0.282828283,1.34E-08,3.291646465
2879,0.510707071,0.282828283,1.36E-08,3.291646465
2880,0.517171717,0.282828283,1.38E-08,3.291646465
2881,0.523636364,0.282828283,1.40E-08,3.291646465
2882,0.53010101,0.282828283,1.42E-08,3.291646465
2883,0.536565657,0.282828283,1.44E-08,3.291646465
2884,0.543030303,0.282828283,1.47E-08,3.291646465
2885,0.549494949,0.282828283,1.49E-08,3.291646465
2886,0.555959596,0.282828283,1.51E-08,3.291646465
2887,0.562424242,0.282828283,1.53E-08,3.291646465
2888,0.568888889,0.282828283,1.56E-08,3.291646465
2889,0.575353535,0.282828283,1.58E-08,3.291646465
2890,0.581818182,0.282828283,1.61E-08,3.291646465
2891,0.588282828,0.282828283,1.64E-08,3.291646465
2892,0.594747475,0.282828283,1.66E-08,3.291646465
2893,0.601212121,0.282828283,1.69E-08,3.291646465
2894,0.607676768,0.282828283,1.72E-08,3.291646465
2895,0.614141414,0.282828283,1.75E-08,3.291646465
2896,0.620606061,0.282828283,1.78E-08,3.291646465
2897,0.627070707,0.282828283,1.81E-08,3.291646465
2898,0.633535354,0.282828283,1.85E-08,3.291646465
2899,0.64,0.282828283,1.88E-08,3.291646465
2900,0,0.292929293,6.65E-09,3.271383838
2901,0.006464646,0.292929293,6.69E-09,3.271383838
2902,0.012929293,0.292929293,6.74E-09,3.271383838
2903,0.019393939,0.292929293,6.78E-09,3.271383838
2904,0.025858586,0.292929293,6.83E-09,3.271383838
2905,0.032323232,0.292929293,6.88E-09,3.271383838
2906,0.038787879,0.292929293,6.93E-09,3.271383838
2907,0.045252525,0.292929293,6.98E-09,3.271383838
2908,0.051717172,0.292929293,7.03E-09,3.271383838
2909,0.058181818,0.292929293,7.08E-09,3.271383838
2910,0.064646465,0.292929293,7.13E-09,3.271383838
2911,0.071111111,0.292929293,7.18E-09,3.271383838
2912,0.077575758,0.292929293,7.23E-09,3.271383838
2913,0.084040404,0.292929293,7.29E-09,3.271383838
2914,0.090505051,0.292929293,7.34E-09,3.271383838
2915,0.096969697,0.292929293,7.39E-09,3.271383838
2916,0.103434343,0.292929293,7.45E-09,3.271383838
2917,0.10989899,0.292929293,7.51E-09,3.271383838
2918,0.116363636,0.292929293,7.56E-09,3.271383838
2919,0.122828283,0.292929293,7.62E-09,3.271383838
2920,0.129292929,0.292929293,7.68E-09,3.271383838
2921,0.135757576,0.292929293,7.74E-09,3.271383838
2922,0.142222222,0.292929293,7.80E-09,3.271383838
2923,0.148686869,0.292929293,7.87E-09,3.271383838
2924,0.155151515,0.292929293,7.93E-09,3.271383838
2925,0.161616162,0.292929293,7.99E-09,3.271383838
2926,0.168080808,0.292929293,8.06E-09,3.271383838
2927,0.174545455,0.292929293,8.12E-09,3.271383838
2928,0.181010101,0.292929293,8.19E-09,3.271383838
2929,0.187474747,0.292929293,8.26E-09,3.271383838
2930,0.193939394,0.292929293,8.33E-09,3.271383838
2931,0.20040404,0.292929293,8.40E-09,3.271383838
2932,0.206868687,0.292929293,8.47E-09,3.271383838
2933,0.213333333,0.292929293,8.54E-09,3.271383838
2934,0.21979798,0.292929293,8.62E-09,3.271383838
2935,0.226262626,0.292929293,8.69E-09,3.271383838
2936,0.232727273,0.292929293,8.77E-09,3.271383838
2937,0.239191919,0.292929293,8.85E-09,3.271383838
2938,0.245656566,0.292929293,8.93E-09,3.271383838
2939,0.252121212,0.292929293,9.01E-09,3.271383838
2940,0.258585859,0.292929293,9.09E-09,3.271383838
2941,0.265050505,0.292929293,9.17E-09,3.271383838
2942,0.271515152,0.292929293,9.26E-09,3.271383838
2943,0.277979798,0.292929293,9.35E-09,3.271383838
2944,0.284444444,0.292929293,9.43E-09,3.271383838
2945,0.290909091,0.292929293,9.52E-09,3.271383838
2946,0.297373737,0.292929293,9.62E-09,3.271383838
2947,0.303838384,0.292929293,9.71E-09,3.271383838
2948,0.31030303,0.292929293,9.81E-09,3.271383838
2949,0.316767677,0.292929293,9.90E-09,3.271383838
2950,0.323232323,0.292929293,1.00E-08,3.271383838
2951,0.32969697,0.292929293,1.01E-08,3.271383838
2952,0.336161616,0.292929293,1.02E-08,3.271383838
2953,0.342626263,0.292929293,1.03E-08,3.271383838
2954,0.349090909,0.292929293,1.04E-08,3.271383838
2955,0.355555556,0.292929293,1.05E-08,3.271383838
2956,0.362020202,0.292929293,1.06E-08,3.271383838
2957,0.368484848,0.292929293,1.08E-08,3.271383838
2958,0.374949495,0.292929293,1.09E-08,3.271383838
2959,0.381414141,0.292929293,1.10E-08,3.271383838
2960,0.387878788,0.292929293,1.11E-08,3.271383838
2961,0.394343434,0.292929293,1.12E-08,3.271383838
2962,0.400808081,0.292929293,1.14E-08,3.271383838
2963,0.407272727,0.292929293,1.15E-08,3.271383838
2964,0.413737374,0.292929293,1.16E-08,3.271383838
2965,0.42020202,0.292929293,1.18E-08,3.271383838
2966,0.426666667,0.292929293,1.19E-08,3.271383838
2967,0.433131313,0.292929293,1.20E-08,3.271383838
2968,0.43959596,0.292929293,1.22E-08,3.271383838
2969,0.446060606,0.292929293,1.23E-08,3.271383838
2970,0.452525253,0.292929293,1.25E-08,3.271383838
2971,0.458989899,0.292929293,1.26E-08,3.271383838
2972,0.465454545,0.292929293,1.28E-08,3.271383838
2973,0.471919192,0.292929293,1.30E-08,3.271383838
2974,0.478383838,0.292929293,1.31E-08,3.271383838
2975,0.484848485,0.292929293,1.33E-08,3.271383838
2976,0.491313131,0.292929293,1.35E-08,3.271383838
2977,0.497777778,0.292929293,1.37E-08,3.271383838
2978,0.504242424,0.292929293,1.39E-08,3.271383838
2979,0.510707071,0.292929293,1.40E-08,3.271383838
2980,0.517171717,0.292929293,1.42E-08,3.271383838
2981,0.523636364,0.292929293,1.44E-08,3.271383838
2982,0.53010101,0.292929293,1.47E-08,3.271383838
2983,0.536565657,0.292929293,1.49E-08,3.271383838
2984,0.543030303,0.292929293,1.51E-08,3.271383838
2985,0.549494949,0.292929293,1.53E-08,3.271383838
2986,0.555959596,0.292929293,1.55E-08,3.271383838
2987,0.562424242,0.292929293,1.58E-08,3.271383838
2988,0.568888889,0.292929293,1.60E-08,3.271383838
2989,0.575353535,0.292929293,1.63E-08,3.271383838
2990,0.581818182,0.292929293,1.66E-08,3.271383838
2991,0.588282828,0.292929293,1.68E-08,3.271383838
2992,0.594747475,0.292929293,1.71E-08,3.271383838
2993,0.601212121,0.292929293,1.74E-08,3.271383838
2994,0.607676768,0.292929293,1.77E-08,3.271383838
2995,0.614141414,0.292929293,1.80E-08,3.271383838
2996,0.620606061,0.292929293,1.83E-08,3.271383838
2997,0.627070707,0.292929293,1.87E-08,3.271383838
2998,0.633535354,0.292929293,1.90E-08,3.271383838
2999,0.64,0.292929293,1.94E-08,3.271383838
3000,0,0.303030303,6.87E-09,3.251121212
3001,0.006464646,0.303030303,6.92E-09,3.251121212
3002,0.012929293,0.303030303,6.97E-09,3.251121212
3003,0.019393939,0.303030303,7.01E-09,3.251121212
3004,0.025858586,0.303030303,7.06E-09,3.251121212
3005,0.032323232,0.303030303,7.11E-09,3.251121212
3006,0.038787879,0.303030303,7.16E-09,3.251121212
3007,0.045252525,0.303030303,7.21E-09,3.251121212
3008,0.051717172,0.303030303,7.26E-09,3.251121212
3009,0.058181818,0.303030303,7.31E-09,3.251121212
3010,0.064646465,0.303030303,7.37E-09,3.251121212
3011,0.071111111,0.303030303,7.42E-09,3.251121212
3012,0.077575758,0.303030303,7.47E-09,3.251121212
3013,0.084040404,0.303030303,7.53E-09,3.251121212
3014,0.090505051,0.303030303,7.58E-09,3.251121212
3015,0.096969697,0.303030303,7.64E-09,3.251121212
3016,0.103434343,0.303030303,7.70E-09,3.251121212
3017,0.10989899,0.303030303,7.76E-09,3.251121212
3018,0.116363636,0.303030303,7.82E-09,3.251121212
3019,0.122828283,0.303030303,7.88E-09,3.251121212
3020,0.129292929,0.303030303,7.94E-09,3.251121212
3021,0.135757576,0.303030303,8.00E-09,3.251121212
3022,0.142222222,0.303030303,8.06E-09,3.251121212
3023,0.148686869,0.303030303,8.12E-09,3.251121212
3024,0.155151515,0.303030303,8.19E-09,3.251121212
3025,0.161616162,0.303030303,8.25E-09,3.251121212
3026,0.168080808,0.303030303,8.32E-09,3.251121212
3027,0.174545455,0.303030303,8.39E-09,3.251121212
3028,0.181010101,0.303030303,8.46E-09,3.251121212
3029,0.187474747,0.303030303,8.53E-09,3.251121212
3030,0.193939394,0.303030303,8.60E-09,3.251121212
3031,0.20040404,0.303030303,8.67E-09,3.251121212
3032,0.206868687,0.303030303,8.74E-09,3.251121212
3033,0.213333333,0.303030303,8.82E-09,3.251121212
3034,0.21979798,0.303030303,8.90E-09,3.251121212
3035,0.226262626,0.303030303,8.97E-09,3.251121212
3036,0.232727273,0.303030303,9.05E-09,3.251121212
3037,0.239191919,0.303030303,9.13E-09,3.251121212
3038,0.245656566,0.303030303,9.21E-09,3.251121212
3039,0.252121212,0.303030303,9.30E-09,3.251121212
3040,0.258585859,0.303030303,9.38E-09,3.251121212
3041,0.265050505,0.303030303,9.47E-09,3.251121212
3042,0.271515152,0.303030303,9.55E-09,3.251121212
3043,0.277979798,0.303030303,9.64E-09,3.251121212
3044,0.284444444,0.303030303,9.73E-09,3.251121212
3045,0.290909091,0.303030303,9.83E-09,3.251121212
3046,0.297373737,0.303030303,9.92E-09,3.251121212
3047,0.303838384,0.303030303,1.00E-08,3.251121212
3048,0.31030303,0.303030303,1.01E-08,3.251121212
3049,0.316767677,0.303030303,1.02E-08,3.251121212
3050,0.323232323,0.303030303,1.03E-08,3.251121212
3051,0.32969697,0.303030303,1.04E-08,3.251121212
3052,0.336161616,0.303030303,1.05E-08,3.251121212
3053,0.342626263,0.303030303,1.06E-08,3.251121212
3054,0.349090909,0.303030303,1.07E-08,3.251121212
3055,0.355555556,0.303030303,1.09E-08,3.251121212
3056,0.362020202,0.303030303,1.10E-08,3.251121212
3057,0.368484848,0.303030303,1.11E-08,3.251121212
3058,0.374949495,0.303030303,1.12E-08,3.251121212
3059,0.381414141,0.303030303,1.13E-08,3.251121212
3060,0.387878788,0.303030303,1.15E-08,3.251121212
3061,0.394343434,0.303030303,1.16E-08,3.251121212
3062,0.400808081,0.303030303,1.17E-08,3.251121212
3063,0.407272727,0.303030303,1.18E-08,3.251121212
3064,0.413737374,0.303030303,1.20E-08,3.251121212
3065,0.42020202,0.303030303,1.21E-08,3.251121212
3066,0.426666667,0.303030303,1.23E-08,3.251121212
3067,0.433131313,0.303030303,1.24E-08,3.251121212
3068,0.43959596,0.303030303,1.26E-08,3.251121212
3069,0.446060606,0.303030303,1.27E-08,3.251121212
3070,0.452525253,0.303030303,1.29E-08,3.251121212
3071,0.458989899,0.303030303,1.30E-08,3.251121212
3072,0.465454545,0.303030303,1.32E-08,3.251121212
3073,0.471919192,0.303030303,1.34E-08,3.251121212
3074,0.478383838,0.303030303,1.35E-08,3.251121212
3075,0.484848485,0.303030303,1.37E-08,3.251121212
3076,0.491313131,0.303030303,1.39E-08,3.251121212
3077,0.497777778,0.303030303,1.41E-08,3.251121212
3078,0.504242424,0.303030303,1.43E-08,3.251121212
3079,0.510707071,0.303030303,1.45E-08,3.251121212
3080,0.517171717,0.303030303,1.47E-08,3.251121212
3081,0.523636364,0.303030303,1.49E-08,3.251121212
3082,0.53010101,0.303030303,1.51E-08,3.251121212
3083,0.536565657,0.303030303,1.53E-08,3.251121212
3084,0.543030303,0.303030303,1.55E-08,3.251121212
3085,0.549494949,0.303030303,1.58E-08,3.251121212
3086,0.555959596,0.303030303,1.60E-08,3.251121212
3087,0.562424242,0.303030303,1.62E-08,3.251121212
3088,0.568888889,0.303030303,1.65E-08,3.251121212
3089,0.575353535,0.303030303,1.68E-08,3.251121212
3090,0.581818182,0.303030303,1.70E-08,3.251121212
3091,0.588282828,0.303030303,1.73E-08,3.251121212
3092,0.594747475,0.303030303,1.76E-08,3.251121212
3093,0.601212121,0.303030303,1.79E-08,3.251121212
3094,0.607676768,0.303030303,1.82E-08,3.251121212
3095,0.614141414,0.303030303,1.85E-08,3.251121212
3096,0.620606061,0.303030303,1.88E-08,3.251121212
3097,0.627070707,0.303030303,1.92E-08,3.251121212
3098,0.633535354,0.303030303,1.95E-08,3.251121212
3099,0.64,0.303030303,1.99E-08,3.251121212
3100,0,0.313131313,7.10E-09,3.230858586
3101,0.006464646,0.313131313,7.14E-09,3.230858586
3102,0.012929293,0.313131313,7.19E-09,3.230858586
3103,0.019393939,0.313131313,7.24E-09,3.230858586
3104,0.025858586,0.313131313,7.29E-09,3.230858586
3105,0.032323232,0.313131313,7.34E-09,3.230858586
3106,0.038787879,0.313131313,7.39E-09,3.230858586
3107,0.045252525,0.313131313,7.44E-09,3.230858586
3108,0.051717172,0.313131313,7.50E-09,3.230858586
3109,0.058181818,0.313131313,7.55E-09,3.230858586
3110,0.064646465,0.313131313,7.60E-09,3.230858586
3111,0.071111111,0.313131313,7.66E-09,3.230858586
3112,0.077575758,0.313131313,7.71E-09,3.230858586
3113,0.084040404,0.313131313,7.77E-09,3.230858586
3114,0.090505051,0.313131313,7.83E-09,3.230858586
3115,0.096969697,0.313131313,7.89E-09,3.230858586
3116,0.103434343,0.313131313,7.94E-09,3.230858586
3117,0.10989899,0.313131313,8.00E-09,3.230858586
3118,0.116363636,0.313131313,8.06E-09,3.230858586
3119,0.122828283,0.313131313,8.13E-09,3.230858586
3120,0.129292929,0.313131313,8.19E-09,3.230858586
3121,0.135757576,0.313131313,8.25E-09,3.230858586
3122,0.142222222,0.313131313,8.32E-09,3.230858586
3123,0.148686869,0.313131313,8.38E-09,3.230858586
3124,0.155151515,0.313131313,8.45E-09,3.230858586
3125,0.161616162,0.313131313,8.52E-09,3.230858586
3126,0.168080808,0.313131313,8.58E-09,3.230858586
3127,0.174545455,0.313131313,8.65E-09,3.230858586
3128,0.181010101,0.313131313,8.72E-09,3.230858586
3129,0.187474747,0.313131313,8.80E-09,3.230858586
3130,0.193939394,0.313131313,8.87E-09,3.230858586
3131,0.20040404,0.313131313,8.94E-09,3.230858586
3132,0.206868687,0.313131313,9.02E-09,3.230858586
3133,0.213333333,0.313131313,9.09E-09,3.230858586
3134,0.21979798,0.313131313,9.17E-09,3.230858586
3135,0.226262626,0.313131313,9.25E-09,3.230858586
3136,0.232727273,0.313131313,9.33E-09,3.230858586
3137,0.239191919,0.313131313,9.41E-09,3.230858586
3138,0.245656566,0.313131313,9.50E-09,3.230858586
3139,0.252121212,0.313131313,9.58E-09,3.230858586
3140,0.258585859,0.313131313,9.67E-09,3.230858586
3141,0.265050505,0.313131313,9.76E-09,3.230858586
3142,0.271515152,0.313131313,9.85E-09,3.230858586
3143,0.277979798,0.313131313,9.94E-09,3.230858586
3144,0.284444444,0.313131313,1.00E-08,3.230858586
3145,0.290909091,0.313131313,1.01E-08,3.230858586
3146,0.297373737,0.313131313,1.02E-08,3.230858586
3147,0.303838384,0.313131313,1.03E-08,3.230858586
3148,0.31030303,0.313131313,1.04E-08,3.230858586
3149,0.316767677,0.313131313,1.05E-08,3.230858586
3150,0.323232323,0.313131313,1.06E-08,3.230858586
3151,0.32969697,0.313131313,1.07E-08,3.230858586
3152,0.336161616,0.313131313,1.08E-08,3.230858586
3153,0.342626263,0.313131313,1.09E-08,3.230858586
3154,0.349090909,0.313131313,1.11E-08,3.230858586
3155,0.355555556,0.313131313,1.12E-08,3.230858586
3156,0.362020202,0.313131313,1.13E-08,3.230858586
3157,0.368484848,0.313131313,1.14E-08,3.230858586
3158,0.374949495,0.313131313,1.15E-08,3.230858586
3159,0.381414141,0.313131313,1.17E-08,3.230858586
3160,0.387878788,0.313131313,1.18E-08,3.230858586
3161,0.394343434,0.313131313,1.19E-08,3.230858586
3162,0.400808081,0.313131313,1.21E-08,3.230858586
3163,0.407272727,0.313131313,1.22E-08,3.230858586
3164,0.413737374,0.313131313,1.23E-08,3.230858586
3165,0.42020202,0.313131313,1.25E-08,3.230858586
3166,0.426666667,0.313131313,1.26E-08,3.230858586
3167,0.433131313,0.313131313,1.28E-08,3.230858586
3168,0.43959596,0.313131313,1.29E-08,3.230858586
3169,0.446060606,0.313131313,1.31E-08,3.230858586
3170,0.452525253,0.313131313,1.32E-08,3.230858586
3171,0.458989899,0.313131313,1.34E-08,3.230858586
3172,0.465454545,0.313131313,1.36E-08,3.230858586
3173,0.471919192,0.313131313,1.37E-08,3.230858586
3174,0.478383838,0.313131313,1.39E-08,3.230858586
3175,0.484848485,0.313131313,1.41E-08,3.230858586
3176,0.491313131,0.313131313,1.43E-08,3.230858586
3177,0.497777778,0.313131313,1.45E-08,3.230858586
3178,0.504242424,0.313131313,1.47E-08,3.230858586
3179,0.510707071,0.313131313,1.49E-08,3.230858586
3180,0.517171717,0.313131313,1.51E-08,3.230858586
3181,0.523636364,0.313131313,1.53E-08,3.230858586
3182,0.53010101,0.313131313,1.55E-08,3.230858586
3183,0.536565657,0.313131313,1.57E-08,3.230858586
3184,0.543030303,0.313131313,1.59E-08,3.230858586
3185,0.549494949,0.313131313,1.62E-08,3.230858586
3186,0.555959596,0.313131313,1.64E-08,3.230858586
3187,0.562424242,0.313131313,1.67E-08,3.230858586
3188,0.568888889,0.313131313,1.69E-08,3.230858586
3189,0.575353535,0.313131313,1.72E-08,3.230858586
3190,0.581818182,0.313131313,1.75E-08,3.230858586
3191,0.588282828,0.313131313,1.78E-08,3.230858586
3192,0.594747475,0.313131313,1.81E-08,3.230858586
3193,0.601212121,0.313131313,1.84E-08,3.230858586
3194,0.607676768,0.313131313,1.87E-08,3.230858586
3195,0.614141414,0.313131313,1.90E-08,3.230858586
3196,0.620606061,0.313131313,1.93E-08,3.230858586
3197,0.627070707,0.313131313,1.97E-08,3.230858586
3198,0.633535354,0.313131313,2.00E-08,3.230858586
3199,0.64,0.313131313,2.04E-08,3.230858586
3200,0,0.323232323,7.32E-09,3.21059596
3201,0.006464646,0.323232323,7.37E-09,3.21059596
3202,0.012929293,0.323232323,7.42E-09,3.21059596
3203,0.019393939,0.323232323,7.47E-09,3.21059596
3204,0.025858586,0.323232323,7.52E-09,3.21059596
3205,0.032323232,0.323232323,7.57E-09,3.21059596
3206,0.038787879,0.323232323,7.63E-09,3.21059596
3207,0.045252525,0.323232323,7.68E-09,3.21059596
3208,0.051717172,0.323232323,7.73E-09,3.21059596
3209,0.058181818,0.323232323,7.79E-09,3.21059596
3210,0.064646465,0.323232323,7.84E-09,3.21059596
3211,0.071111111,0.323232323,7.90E-09,3.21059596
3212,0.077575758,0.323232323,7.96E-09,3.21059596
3213,0.084040404,0.323232323,8.01E-09,3.21059596
3214,0.090505051,0.323232323,8.07E-09,3.21059596
3215,0.096969697,0.323232323,8.13E-09,3.21059596
3216,0.103434343,0.323232323,8.19E-09,3.21059596
3217,0.10989899,0.323232323,8.25E-09,3.21059596
3218,0.116363636,0.323232323,8.31E-09,3.21059596
3219,0.122828283,0.323232323,8.38E-09,3.21059596
3220,0.129292929,0.323232323,8.44E-09,3.21059596
3221,0.135757576,0.323232323,8.51E-09,3.21059596
3222,0.142222222,0.323232323,8.57E-09,3.21059596
3223,0.148686869,0.323232323,8.64E-09,3.21059596
3224,0.155151515,0.323232323,8.71E-09,3.21059596
3225,0.161616162,0.323232323,8.78E-09,3.21059596
3226,0.168080808,0.323232323,8.85E-09,3.21059596
3227,0.174545455,0.323232323,8.92E-09,3.21059596
3228,0.181010101,0.323232323,8.99E-09,3.21059596
3229,0.187474747,0.323232323,9.06E-09,3.21059596
3230,0.193939394,0.323232323,9.14E-09,3.21059596
3231,0.20040404,0.323232323,9.21E-09,3.21059596
3232,0.206868687,0.323232323,9.29E-09,3.21059596
3233,0.213333333,0.323232323,9.37E-09,3.21059596
3234,0.21979798,0.323232323,9.45E-09,3.21059596
3235,0.226262626,0.323232323,9.53E-09,3.21059596
3236,0.232727273,0.323232323,9.61E-09,3.21059596
3237,0.239191919,0.323232323,9.70E-09,3.21059596
3238,0.245656566,0.323232323,9.78E-09,3.21059596
3239,0.252121212,0.323232323,9.87E-09,3.21059596
3240,0.258585859,0.323232323,9.96E-09,3.21059596
3241,0.265050505,0.323232323,1.00E-08,3.21059596
3242,0.271515152,0.323232323,1.01E-08,3.21059596
3243,0.277979798,0.323232323,1.02E-08,3.21059596
3244,0.284444444,0.323232323,1.03E-08,3.21059596
3245,0.290909091,0.323232323,1.04E-08,3.21059596
3246,0.297373737,0.323232323,1.05E-08,3.21059596
3247,0.303838384,0.323232323,1.06E-08,3.21059596
3248,0.31030303,0.323232323,1.07E-08,3.21059596
3249,0.316767677,0.323232323,1.08E-08,3.21059596
3250,0.323232323,0.323232323,1.09E-08,3.21059596
3251,0.32969697,0.323232323,1.10E-08,3.21059596
3252,0.336161616,0.323232323,1.12E-08,3.21059596
3253,0.342626263,0.323232323,1.13E-08,3.21059596
3254,0.349090909,0.323232323,1.14E-08,3.21059596
3255,0.355555556,0.323232323,1.15E-08,3.21059596
3256,0.362020202,0.323232323,1.16E-08,3.21059596
3257,0.368484848,0.323232323,1.17E-08,3.21059596
3258,0.374949495,0.323232323,1.19E-08,3.21059596
3259,0.381414141,0.323232323,1.20E-08,3.21059596
3260,0.387878788,0.323232323,1.21E-08,3.21059596
3261,0.394343434,0.323232323,1.23E-08,3.21059596
3262,0.400808081,0.323232323,1.24E-08,3.21059596
3263,0.407272727,0.323232323,1.25E-08,3.21059596
3264,0.413737374,0.323232323,1.27E-08,3.21059596
3265,0.42020202,0.323232323,1.28E-08,3.21059596
3266,0.426666667,0.323232323,1.30E-08,3.21059596
3267,0.433131313,0.323232323,1.31E-08,3.21059596
3268,0.43959596,0.323232323,1.33E-08,3.21059596
3269,0.446060606,0.323232323,1.34E-08,3.21059596
3270,0.452525253,0.323232323,1.36E-08,3.21059596
3271,0.458989899,0.323232323,1.38E-08,3.21059596
3272,0.465454545,0.323232323,1.39E-08,3.21059596
3273,0.471919192,0.323232323,1.41E-08,3.21059596
3274,0.478383838,0.323232323,1.43E-08,3.21059596
3275,0.484848485,0.323232323,1.45E-08,3.21059596
3276,0.491313131,0.323232323,1.47E-08,3.21059596
3277,0.497777778,0.323232323,1.49E-08,3.21059596
3278,0.504242424,0.323232323,1.51E-08,3.21059596
3279,0.510707071,0.323232323,1.53E-08,3.21059596
3280,0.517171717,0.323232323,1.55E-08,3.21059596
3281,0.523636364,0.323232323,1.57E-08,3.21059596
3282,0.53010101,0.323232323,1.59E-08,3.21059596
3283,0.536565657,0.323232323,1.61E-08,3.21059596
3284,0.543030303,0.323232323,1.64E-08,3.21059596
3285,0.549494949,0.323232323,1.66E-08,3.21059596
3286,0.555959596,0.323232323,1.69E-08,3.21059596
3287,0.562424242,0.323232323,1.71E-08,3.21059596
3288,0.568888889,0.323232323,1.74E-08,3.21059596
3289,0.575353535,0.323232323,1.77E-08,3.21059596
3290,0.581818182,0.323232323,1.79E-08,3.21059596
3291,0.588282828,0.323232323,1.82E-08,3.21059596
3292,0.594747475,0.323232323,1.85E-08,3.21059596
3293,0.601212121,0.323232323,1.88E-08,3.21059596
