,R,cidx,C,m
5821,0.135757576,0.585858586,1.49E-08,2.683767677
5822,0.142222222,0.585858586,1.50E-08,2.683767677
5823,0.148686869,0.585858586,1.51E-08,2.683767677
5824,0.155151515,0.585858586,1.52E-08,2.683767677
5825,0.161616162,0.585858586,1.53E-08,2.683767677
5826,0.168080808,0.585858586,1.54E-08,2.683767677
5827,0.174545455,0.585858586,1.55E-08,2.683767677
5828,0.181010101,0.585858586,1.56E-08,2.683767677
5829,0.187474747,0.585858586,1.58E-08,2.683767677
5830,0.193939394,0.585858586,1.59E-08,2.683767677
5831,0.20040404,0.585858586,1.60E-08,2.683767677
5832,0.206868687,0.585858586,1.61E-08,2.683767677
5833,0.213333333,0.585858586,1.62E-08,2.683767677
5834,0.21979798,0.585858586,1.63E-08,2.683767677
5835,0.226262626,0.585858586,1.64E-08,2.683767677
5836,0.232727273,0.585858586,1.65E-08,2.683767677
5837,0.239191919,0.585858586,1.67E-08,2.683767677
5838,0.245656566,0.585858586,1.68E-08,2.683767677
5839,0.252121212,0.585858586,1.69E-08,2.683767677
5840,0.258585859,0.585858586,1.70E-08,2.683767677
5841,0.265050505,0.585858586,1.72E-08,2.683767677
5842,0.271515152,0.585858586,1.73E-08,2.683767677
5843,0.277979798,0.585858586,1.74E-08,2.683767677
5844,0.284444444,0.585858586,1.76E-08,2.683767677
5845,0.290909091,0.585858586,1.77E-08,2.683767677
5846,0.297373737,0.585858586,1.78E-08,2.683767677
5847,0.303838384,0.585858586,1.80E-08,2.683767677
5848,0.31030303,0.585858586,1.81E-08,2.683767677
5849,0.316767677,0.585858586,1.83E-08,2.683767677
5850,0.323232323,0.585858586,1.84E-08,2.683767677
5851,0.32969697,0.585858586,1.86E-08,2.683767677
5852,0.336161616,0.585858586,1.87E-08,2.683767677
5853,0.342626263,0.585858586,1.89E-08,2.683767677
5854,0.349090909,0.585858586,1.91E-08,2.683767677
5855,0.355555556,0.585858586,1.92E-08,2.683767677
5856,0.362020202,0.585858586,1.94E-08,2.683767677
5857,0.368484848,0.585858586,1.96E-08,2.683767677
5858,0.374949495,0.585858586,1.97E-08,2.683767677
5859,0.381414141,0.585858586,1.99E-08,2.683767677
5860,0.387878788,0.585858586,2.01E-08,2.683767677
5861,0.394343434,0.585858586,2.03E-08,2.683767677
5862,0.400808081,0.585858586,2.05E-08,2.683767677
5863,0.407272727,0.585858586,2.07E-08,2.683767677
5864,0.413737374,0.585858586,2.08E-08,2.683767677
5865,0.42020202,0.585858586,2.10E-08,2.683767677
5866,0.426666667,0.585858586,2.13E-08,2.683767677
5867,0.433131313,0.585858586,2.15E-08,2.683767677
5868,0.43959596,0.585858586,2.17E-08,2.683767677
5869,0.446060606,0.585858586,2.19E-08,2.683767677
5870,0.452525253,0.585858586,2.21E-08,2.683767677
5871,0.458989899,0.585858586,2.23E-08,2.683767677
5872,0.465454545,0.585858586,2.26E-08,2.683767677
5873,0.471919192,0.585858586,2.28E-08,2.683767677
5874,0.478383838,0.585858586,2.30E-08,2.683767677
5875,0.484848485,0.585858586,2.33E-08,2.683767677
5876,0.491313131,0.585858586,2.35E-08,2.683767677
5877,0.497777778,0.585858586,2.38E-08,2.683767677
5878,0.504242424,0.585858586,2.41E-08,2.683767677
5879,0.510707071,0.585858586,2.43E-08,2.683767677
5880,0.517171717,0.585858586,2.46E-08,2.683767677
5881,0.523636364,0.585858586,2.49E-08,2.683767677
5882,0.53010101,0.585858586,2.52E-08,2.683767677
5883,0.536565657,0.585858586,2.55E-08,2.683767677
5884,0.543030303,0.585858586,2.58E-08,2.683767677
5885,0.549494949,0.585858586,2.61E-08,2.683767677
5886,0.555959596,0.585858586,2.65E-08,2.683767677
5887,0.562424242,0.585858586,2.68E-08,2.683767677
5888,0.568888889,0.585858586,2.71E-08,2.683767677
5889,0.575353535,0.585858586,2.75E-08,2.683767677
5890,0.581818182,0.585858586,2.79E-08,2.683767677
5891,0.588282828,0.585858586,2.82E-08,2.683767677
5892,0.594747475,0.585858586,2.86E-08,2.683767677
5893,0.601212121,0.585858586,2.90E-08,2.683767677
5894,0.607676768,0.585858586,2.94E-08,2.683767677
5895,0.614141414,0.585858586,2.99E-08,2.683767677
5896,0.620606061,0.585858586,3.03E-08,2.683767677
5897,0.627070707,0.585858586,3.07E-08,2.683767677
5898,0.633535354,0.585858586,3.12E-08,2.683767677
5899,0.64,0.585858586,3.17E-08,2.683767677
5900,0,0.595959596,1.34E-08,2.663505051
5901,0.006464646,0.595959596,1.35E-08,2.663505051
5902,0.012929293,0.595959596,1.36E-08,2.663505051
5903,0.019393939,0.595959596,1.36E-08,2.663505051
5904,0.025858586,0.595959596,1.37E-08,2.663505051
5905,0.032323232,0.595959596,1.38E-08,2.663505051
5906,0.038787879,0.595959596,1.39E-08,2.663505051
5907,0.045252525,0.595959596,1.39E-08,2.663505051
5908,0.051717172,0.595959596,1.40E-08,2.663505051
5909,0.058181818,0.595959596,1.41E-08,2.663505051
5910,0.064646465,0.595959596,1.42E-08,2.663505051
5911,0.071111111,0.595959596,1.43E-08,2.663505051
5912,0.077575758,0.595959596,1.44E-08,2.663505051
5913,0.084040404,0.595959596,1.44E-08,2.663505051
5914,0.090505051,0.595959596,1.45E-08,2.663505051
5915,0.096969697,0.595959596,1.46E-08,2.663505051
5916,0.103434343,0.595959596,1.47E-08,2.663505051
5917,0.10989899,0.595959596,1.48E-08,2.663505051
5918,0.116363636,0.595959596,1.49E-08,2.663505051
5919,0.122828283,0.595959596,1.50E-08,2.663505051
5920,0.129292929,0.595959596,1.51E-08,2.663505051
5921,0.135757576,0.595959596,1.52E-08,2.663505051
5922,0.142222222,0.595959596,1.53E-08,2.663505051
5923,0.148686869,0.595959596,1.54E-08,2.663505051
5924,0.155151515,0.595959596,1.55E-08,2.663505051
5925,0.161616162,0.595959596,1.56E-08,2.663505051
5926,0.168080808,0.595959596,1.57E-08,2.663505051
5927,0.174545455,0.595959596,1.58E-08,2.663505051
5928,0.181010101,0.595959596,1.59E-08,2.663505051
5929,0.187474747,0.595959596,1.60E-08,2.663505051
5930,0.193939394,0.595959596,1.61E-08,2.663505051
5931,0.20040404,0.595959596,1.62E-08,2.663505051
5932,0.206868687,0.595959596,1.63E-08,2.663505051
5933,0.213333333,0.595959596,1.64E-08,2.663505051
5934,0.21979798,0.595959596,1.66E-08,2.663505051
5935,0.226262626,0.595959596,1.67E-08,2.663505051
5936,0.232727273,0.595959596,1.68E-08,2.663505051
5937,0.239191919,0.595959596,1.69E-08,2.663505051
5938,0.245656566,0.595959596,1.70E-08,2.663505051
5939,0.252121212,0.595959596,1.72E-08,2.663505051
5940,0.258585859,0.595959596,1.73E-08,2.663505051
5941,0.265050505,0.595959596,1.74E-08,2.663505051
5942,0.271515152,0.595959596,1.76E-08,2.663505051
5943,0.277979798,0.595959596,1.77E-08,2.663505051
5944,0.284444444,0.595959596,1.78E-08,2.663505051
5945,0.290909091,0.595959596,1.80E-08,2.663505051
5946,0.297373737,0.595959596,1.81E-08,2.663505051
5947,0.303838384,0.595959596,1.83E-08,2.663505051
5948,0.31030303,0.595959596,1.84E-08,2.663505051
5949,0.316767677,0.595959596,1.85E-08,2.663505051
5950,0.323232323,0.595959596,1.87E-08,2.663505051
5951,0.32969697,0.595959596,1.89E-08,2.663505051
5952,0.336161616,0.595959596,1.90E-08,2.663505051
5953,0.342626263,0.595959596,1.92E-08,2.663505051
5954,0.349090909,0.595959596,1.93E-08,2.663505051
5955,0.355555556,0.595959596,1.95E-08,2.663505051
5956,0.362020202,0.595959596,1.97E-08,2.663505051
5957,0.368484848,0.595959596,1.98E-08,2.663505051
5958,0.374949495,0.595959596,2.00E-08,2.663505051
5959,0.381414141,0.595959596,2.02E-08,2.663505051
5960,0.387878788,0.595959596,2.04E-08,2.663505051
5961,0.394343434,0.595959596,2.06E-08,2.663505051
5962,0.400808081,0.595959596,2.07E-08,2.663505051
5963,0.407272727,0.595959596,2.09E-08,2.663505051
5964,0.413737374,0.595959596,2.11E-08,2.663505051
5965,0.42020202,0.595959596,2.13E-08,2.663505051
5966,0.426666667,0.595959596,2.15E-08,2.663505051
5967,0.433131313,0.595959596,2.17E-08,2.663505051
5968,0.43959596,0.595959596,2.20E-08,2.663505051
5969,0.446060606,0.595959596,2.22E-08,2.663505051
5970,0.452525253,0.595959596,2.24E-08,2.663505051
5971,0.458989899,0.595959596,2.26E-08,2.663505051
5972,0.465454545,0.595959596,2.29E-08,2.663505051
5973,0.471919192,0.595959596,2.31E-08,2.663505051
5974,0.478383838,0.595959596,2.33E-08,2.663505051
5975,0.484848485,0.595959596,2.36E-08,2.663505051
5976,0.491313131,0.595959596,2.38E-08,2.663505051
5977,0.497777778,0.595959596,2.41E-08,2.663505051
5978,0.504242424,0.595959596,2.44E-08,2.663505051
5979,0.510707071,0.595959596,2.47E-08,2.663505051
5980,0.517171717,0.595959596,2.49E-08,2.663505051
5981,0.523636364,0.595959596,2.52E-08,2.663505051
5982,0.53010101,0.595959596,2.55E-08,2.663505051
5983,0.536565657,0.595959596,2.58E-08,2.663505051
5984,0.543030303,0.595959596,2.61E-08,2.663505051
5985,0.549494949,0.595959596,2.64E-08,2.663505051
5986,0.555959596,0.595959596,2.68E-08,2.663505051
5987,0.562424242,0.595959596,2.71E-08,2.663505051
5988,0.568888889,0.595959596,2.75E-08,2.663505051
5989,0.575353535,0.595959596,2.78E-08,2.663505051
5990,0.581818182,0.595959596,2.82E-08,2.663505051
5991,0.588282828,0.595959596,2.86E-08,2.663505051
5992,0.594747475,0.595959596,2.89E-08,2.663505051
5993,0.601212121,0.595959596,2.93E-08,2.663505051
5994,0.607676768,0.595959596,2.98E-08,2.663505051
5995,0.614141414,0.595959596,3.02E-08,2.663505051
5996,0.620606061,0.595959596,3.06E-08,2.663505051
5997,0.627070707,0.595959596,3.11E-08,2.663505051
5998,0.633535354,0.595959596,3.15E-08,2.663505051
5999,0.64,0.595959596,3.20E-08,2.663505051
6000,0,0.606060606,1.36E-08,2.643242424
6001,0.006464646,0.606060606,1.37E-08,2.643242424
6002,0.012929293,0.606060606,1.38E-08,2.643242424
6003,0.019393939,0.606060606,1.39E-08,2.643242424
6004,0.025858586,0.606060606,1.39E-08,2.643242424
6005,0.032323232,0.606060606,1.40E-08,2.643242424
6006,0.038787879,0.606060606,1.41E-08,2.643242424
6007,0.045252525,0.606060606,1.42E-08,2.643242424
6008,0.051717172,0.606060606,1.43E-08,2.643242424
6009,0.058181818,0.606060606,1.43E-08,2.643242424
6010,0.064646465,0.606060606,1.44E-08,2.643242424
6011,0.071111111,0.606060606,1.45E-08,2.643242424
6012,0.077575758,0.606060606,1.46E-08,2.643242424
6013,0.084040404,0.606060606,1.47E-08,2.643242424
6014,0.090505051,0.606060606,1.48E-08,2.643242424
6015,0.096969697,0.606060606,1.49E-08,2.643242424
6016,0.103434343,0.606060606,1.49E-08,2.643242424
6017,0.10989899,0.606060606,1.50E-08,2.643242424
6018,0.116363636,0.606060606,1.51E-08,2.643242424
6019,0.122828283,0.606060606,1.52E-08,2.643242424
6020,0.129292929,0.606060606,1.53E-08,2.643242424
6021,0.135757576,0.606060606,1.54E-08,2.643242424
6022,0.142222222,0.606060606,1.55E-08,2.643242424
6023,0.148686869,0.606060606,1.56E-08,2.643242424
6024,0.155151515,0.606060606,1.57E-08,2.643242424
6025,0.161616162,0.606060606,1.58E-08,2.643242424
6026,0.168080808,0.606060606,1.59E-08,2.643242424
6027,0.174545455,0.606060606,1.60E-08,2.643242424
6028,0.181010101,0.606060606,1.61E-08,2.643242424
6029,0.187474747,0.606060606,1.62E-08,2.643242424
6030,0.193939394,0.606060606,1.64E-08,2.643242424
6031,0.20040404,0.606060606,1.65E-08,2.643242424
6032,0.206868687,0.606060606,1.66E-08,2.643242424
6033,0.213333333,0.606060606,1.67E-08,2.643242424
6034,0.21979798,0.606060606,1.68E-08,2.643242424
6035,0.226262626,0.606060606,1.69E-08,2.643242424
6036,0.232727273,0.606060606,1.71E-08,2.643242424
6037,0.239191919,0.606060606,1.72E-08,2.643242424
6038,0.245656566,0.606060606,1.73E-08,2.643242424
6039,0.252121212,0.606060606,1.74E-08,2.643242424
6040,0.258585859,0.606060606,1.76E-08,2.643242424
6041,0.265050505,0.606060606,1.77E-08,2.643242424
6042,0.271515152,0.606060606,1.78E-08,2.643242424
6043,0.277979798,0.606060606,1.80E-08,2.643242424
6044,0.284444444,0.606060606,1.81E-08,2.643242424
6045,0.290909091,0.606060606,1.82E-08,2.643242424
6046,0.297373737,0.606060606,1.84E-08,2.643242424
6047,0.303838384,0.606060606,1.85E-08,2.643242424
6048,0.31030303,0.606060606,1.87E-08,2.643242424
6049,0.316767677,0.606060606,1.88E-08,2.643242424
6050,0.323232323,0.606060606,1.90E-08,2.643242424
6051,0.32969697,0.606060606,1.91E-08,2.643242424
6052,0.336161616,0.606060606,1.93E-08,2.643242424
6053,0.342626263,0.606060606,1.94E-08,2.643242424
6054,0.349090909,0.606060606,1.96E-08,2.643242424
6055,0.355555556,0.606060606,1.98E-08,2.643242424
6056,0.362020202,0.606060606,1.99E-08,2.643242424
6057,0.368484848,0.606060606,2.01E-08,2.643242424
6058,0.374949495,0.606060606,2.03E-08,2.643242424
6059,0.381414141,0.606060606,2.05E-08,2.643242424
6060,0.387878788,0.606060606,2.06E-08,2.643242424
6061,0.394343434,0.606060606,2.08E-08,2.643242424
6062,0.400808081,0.606060606,2.10E-08,2.643242424
6063,0.407272727,0.606060606,2.12E-08,2.643242424
6064,0.413737374,0.606060606,2.14E-08,2.643242424
6065,0.42020202,0.606060606,2.16E-08,2.643242424
6066,0.426666667,0.606060606,2.18E-08,2.643242424
6067,0.433131313,0.606060606,2.20E-08,2.643242424
6068,0.43959596,0.606060606,2.22E-08,2.643242424
6069,0.446060606,0.606060606,2.25E-08,2.643242424
6070,0.452525253,0.606060606,2.27E-08,2.643242424
6071,0.458989899,0.606060606,2.29E-08,2.643242424
6072,0.465454545,0.606060606,2.32E-08,2.643242424
6073,0.471919192,0.606060606,2.34E-08,2.643242424
6074,0.478383838,0.606060606,2.36E-08,2.643242424
6075,0.484848485,0.606060606,2.39E-08,2.643242424
6076,0.491313131,0.606060606,2.41E-08,2.643242424
6077,0.497777778,0.606060606,2.44E-08,2.643242424
6078,0.504242424,0.606060606,2.47E-08,2.643242424
6079,0.510707071,0.606060606,2.49E-08,2.643242424
6080,0.517171717,0.606060606,2.52E-08,2.643242424
6081,0.523636364,0.606060606,2.55E-08,2.643242424
6082,0.53010101,0.606060606,2.58E-08,2.643242424
6083,0.536565657,0.606060606,2.61E-08,2.643242424
6084,0.543030303,0.606060606,2.64E-08,2.643242424
6085,0.549494949,0.606060606,2.68E-08,2.643242424
6086,0.555959596,0.606060606,2.71E-08,2.643242424
6087,0.562424242,0.606060606,2.74E-08,2.643242424
6088,0.568888889,0.606060606,2.78E-08,2.643242424
6089,0.575353535,0.606060606,2.81E-08,2.643242424
6090,0.581818182,0.606060606,2.85E-08,2.643242424
6091,0.588282828,0.606060606,2.89E-08,2.643242424
6092,0.594747475,0.606060606,2.93E-08,2.643242424
6093,0.601212121,0.606060606,2.97E-08,2.643242424
6094,0.607676768,0.606060606,3.01E-08,2.643242424
6095,0.614141414,0.606060606,3.05E-08,2.643242424
6096,0.620606061,0.606060606,3.09E-08,2.643242424
6097,0.627070707,0.606060606,3.14E-08,2.643242424
6098,0.633535354,0.606060606,3.19E-08,2.643242424
6099,0.64,0.606060606,3.23E-08,2.643242424
6100,0,0.616161616,1.39E-08,2.622979798
6101,0.006464646,0.616161616,1.39E-08,2.622979798
6102,0.012929293,0.616161616,1.40E-08,2.622979798
6103,0.019393939,0.616161616,1.41E-08,2.622979798
6104,0.025858586,0.616161616,1.42E-08,2.622979798
6105,0.032323232,0.616161616,1.42E-08,2.622979798
6106,0.038787879,0.616161616,1.43E-08,2.622979798
6107,0.045252525,0.616161616,1.44E-08,2.622979798
6108,0.051717172,0.616161616,1.45E-08,2.622979798
6109,0.058181818,0.616161616,1.46E-08,2.622979798
6110,0.064646465,0.616161616,1.47E-08,2.622979798
6111,0.071111111,0.616161616,1.47E-08,2.622979798
6112,0.077575758,0.616161616,1.48E-08,2.622979798
6113,0.084040404,0.616161616,1.49E-08,2.622979798
6114,0.090505051,0.616161616,1.50E-08,2.622979798
6115,0.096969697,0.616161616,1.51E-08,2.622979798
6116,0.103434343,0.616161616,1.52E-08,2.622979798
6117,0.10989899,0.616161616,1.53E-08,2.622979798
6118,0.116363636,0.616161616,1.54E-08,2.622979798
6119,0.122828283,0.616161616,1.55E-08,2.622979798
6120,0.129292929,0.616161616,1.56E-08,2.622979798
6121,0.135757576,0.616161616,1.57E-08,2.622979798
6122,0.142222222,0.616161616,1.58E-08,2.622979798
6123,0.148686869,0.616161616,1.59E-08,2.622979798
6124,0.155151515,0.616161616,1.60E-08,2.622979798
6125,0.161616162,0.616161616,1.61E-08,2.622979798
6126,0.168080808,0.616161616,1.62E-08,2.622979798
6127,0.174545455,0.616161616,1.63E-08,2.622979798
6128,0.181010101,0.616161616,1.64E-08,2.622979798
6129,0.187474747,0.616161616,1.65E-08,2.622979798
6130,0.193939394,0.616161616,1.66E-08,2.622979798
6131,0.20040404,0.616161616,1.67E-08,2.622979798
6132,0.206868687,0.616161616,1.68E-08,2.622979798
6133,0.213333333,0.616161616,1.69E-08,2.622979798
6134,0.21979798,0.616161616,1.71E-08,2.622979798
6135,0.226262626,0.616161616,1.72E-08,2.622979798
6136,0.232727273,0.616161616,1.73E-08,2.622979798
6137,0.239191919,0.616161616,1.74E-08,2.622979798
6138,0.245656566,0.616161616,1.76E-08,2.622979798
6139,0.252121212,0.616161616,1.77E-08,2.622979798
6140,0.258585859,0.616161616,1.78E-08,2.622979798
6141,0.265050505,0.616161616,1.79E-08,2.622979798
6142,0.271515152,0.616161616,1.81E-08,2.622979798
6143,0.277979798,0.616161616,1.82E-08,2.622979798
6144,0.284444444,0.616161616,1.83E-08,2.622979798
6145,0.290909091,0.616161616,1.85E-08,2.622979798
6146,0.297373737,0.616161616,1.86E-08,2.622979798
6147,0.303838384,0.616161616,1.88E-08,2.622979798
6148,0.31030303,0.616161616,1.89E-08,2.622979798
6149,0.316767677,0.616161616,1.91E-08,2.622979798
6150,0.323232323,0.616161616,1.92E-08,2.622979798
6151,0.32969697,0.616161616,1.94E-08,2.622979798
6152,0.336161616,0.616161616,1.95E-08,2.622979798
6153,0.342626263,0.616161616,1.97E-08,2.622979798
6154,0.349090909,0.616161616,1.99E-08,2.622979798
6155,0.355555556,0.616161616,2.00E-08,2.622979798
6156,0.362020202,0.616161616,2.02E-08,2.622979798
6157,0.368484848,0.616161616,2.04E-08,2.622979798
6158,0.374949495,0.616161616,2.06E-08,2.622979798
6159,0.381414141,0.616161616,2.07E-08,2.622979798
6160,0.387878788,0.616161616,2.09E-08,2.622979798
6161,0.394343434,0.616161616,2.11E-08,2.622979798
6162,0.400808081,0.616161616,2.13E-08,2.622979798
6163,0.407272727,0.616161616,2.15E-08,2.622979798
6164,0.413737374,0.616161616,2.17E-08,2.622979798
6165,0.42020202,0.616161616,2.19E-08,2.622979798
6166,0.426666667,0.616161616,2.21E-08,2.622979798
6167,0.433131313,0.616161616,2.23E-08,2.622979798
6168,0.43959596,0.616161616,2.25E-08,2.622979798
6169,0.446060606,0.616161616,2.27E-08,2.622979798
6170,0.452525253,0.616161616,2.30E-08,2.622979798
6171,0.458989899,0.616161616,2.32E-08,2.622979798
6172,0.465454545,0.616161616,2.34E-08,2.622979798
6173,0.471919192,0.616161616,2.37E-08,2.622979798
6174,0.478383838,0.616161616,2.39E-08,2.622979798
6175,0.484848485,0.616161616,2.42E-08,2.622979798
6176,0.491313131,0.616161616,2.44E-08,2.622979798
6177,0.497777778,0.616161616,2.47E-08,2.622979798
6178,0.504242424,0.616161616,2.50E-08,2.622979798
6179,0.510707071,0.616161616,2.52E-08,2.622979798
6180,0.517171717,0.616161616,2.55E-08,2.622979798
6181,0.523636364,0.616161616,2.58E-08,2.622979798
6182,0.53010101,0.616161616,2.61E-08,2.622979798
6183,0.536565657,0.616161616,2.64E-08,2.622979798
6184,0.543030303,0.616161616,2.67E-08,2.622979798
6185,0.549494949,0.616161616,2.71E-08,2.622979798
6186,0.555959596,0.616161616,2.74E-08,2.622979798
6187,0.562424242,0.616161616,2.77E-08,2.622979798
6188,0.568888889,0.616161616,2.81E-08,2.622979798
6189,0.575353535,0.616161616,2.84E-08,2.622979798
6190,0.581818182,0.616161616,2.88E-08,2.622979798
6191,0.588282828,0.616161616,2.92E-08,2.622979798
6192,0.594747475,0.616161616,2.96E-08,2.622979798
6193,0.601212121,0.616161616,3.00E-08,2.622979798
6194,0.607676768,0.616161616,3.04E-08,2.622979798
6195,0.614141414,0.616161616,3.08E-08,2.622979798
6196,0.620606061,0.616161616,3.13E-08,2.622979798
6197,0.627070707,0.616161616,3.17E-08,2.622979798
6198,0.633535354,0.616161616,3.22E-08,2.622979798
6199,0.64,0.616161616,3.27E-08,2.622979798
6200,0,0.626262626,1.41E-08,2.602717172
6201,0.006464646,0.626262626,1.42E-08,2.602717172
6202,0.012929293,0.626262626,1.42E-08,2.602717172
6203,0.019393939,0.626262626,1.43E-08,2.602717172
6204,0.025858586,0.626262626,1.44E-08,2.602717172
6205,0.032323232,0.626262626,1.45E-08,2.602717172
6206,0.038787879,0.626262626,1.46E-08,2.602717172
6207,0.045252525,0.626262626,1.46E-08,2.602717172
6208,0.051717172,0.626262626,1.47E-08,2.602717172
6209,0.058181818,0.626262626,1.48E-08,2.602717172
6210,0.064646465,0.626262626,1.49E-08,2.602717172
6211,0.071111111,0.626262626,1.50E-08,2.602717172
6212,0.077575758,0.626262626,1.51E-08,2.602717172
6213,0.084040404,0.626262626,1.51E-08,2.602717172
6214,0.090505051,0.626262626,1.52E-08,2.602717172
6215,0.096969697,0.626262626,1.53E-08,2.602717172
6216,0.103434343,0.626262626,1.54E-08,2.602717172
6217,0.10989899,0.626262626,1.55E-08,2.602717172
6218,0.116363636,0.626262626,1.56E-08,2.602717172
6219,0.122828283,0.626262626,1.57E-08,2.602717172
6220,0.129292929,0.626262626,1.58E-08,2.602717172
6221,0.135757576,0.626262626,1.59E-08,2.602717172
6222,0.142222222,0.626262626,1.60E-08,2.602717172
6223,0.148686869,0.626262626,1.61E-08,2.602717172
6224,0.155151515,0.626262626,1.62E-08,2.602717172
6225,0.161616162,0.626262626,1.63E-08,2.602717172
6226,0.168080808,0.626262626,1.64E-08,2.602717172
6227,0.174545455,0.626262626,1.65E-08,2.602717172
6228,0.181010101,0.626262626,1.66E-08,2.602717172
6229,0.187474747,0.626262626,1.67E-08,2.602717172
6230,0.193939394,0.626262626,1.68E-08,2.602717172
6231,0.20040404,0.626262626,1.70E-08,2.602717172
6232,0.206868687,0.626262626,1.71E-08,2.602717172
6233,0.213333333,0.626262626,1.72E-08,2.602717172
6234,0.21979798,0.626262626,1.73E-08,2.602717172
6235,0.226262626,0.626262626,1.74E-08,2.602717172
6236,0.232727273,0.626262626,1.76E-08,2.602717172
6237,0.239191919,0.626262626,1.77E-08,2.602717172
6238,0.245656566,0.626262626,1.78E-08,2.602717172
6239,0.252121212,0.626262626,1.79E-08,2.602717172
6240,0.258585859,0.626262626,1.81E-08,2.602717172
6241,0.265050505,0.626262626,1.82E-08,2.602717172
6242,0.271515152,0.626262626,1.83E-08,2.602717172
6243,0.277979798,0.626262626,1.85E-08,2.602717172
6244,0.284444444,0.626262626,1.86E-08,2.602717172
6245,0.290909091,0.626262626,1.87E-08,2.602717172
6246,0.297373737,0.626262626,1.89E-08,2.602717172
6247,0.303838384,0.626262626,1.90E-08,2.602717172
6248,0.31030303,0.626262626,1.92E-08,2.602717172
6249,0.316767677,0.626262626,1.93E-08,2.602717172
6250,0.323232323,0.626262626,1.95E-08,2.602717172
6251,0.32969697,0.626262626,1.96E-08,2.602717172
6252,0.336161616,0.626262626,1.98E-08,2.602717172
6253,0.342626263,0.626262626,2.00E-08,2.602717172
6254,0.349090909,0.626262626,2.01E-08,2.602717172
6255,0.355555556,0.626262626,2.03E-08,2.602717172
6256,0.362020202,0.626262626,2.05E-08,2.602717172
6257,0.368484848,0.626262626,2.06E-08,2.602717172
6258,0.374949495,0.626262626,2.08E-08,2.602717172
6259,0.381414141,0.626262626,2.10E-08,2.602717172
6260,0.387878788,0.626262626,2.12E-08,2.602717172
6261,0.394343434,0.626262626,2.14E-08,2.602717172
6262,0.400808081,0.626262626,2.16E-08,2.602717172
6263,0.407272727,0.626262626,2.18E-08,2.602717172
6264,0.413737374,0.626262626,2.20E-08,2.602717172
6265,0.42020202,0.626262626,2.22E-08,2.602717172
6266,0.426666667,0.626262626,2.24E-08,2.602717172
6267,0.433131313,0.626262626,2.26E-08,2.602717172
6268,0.43959596,0.626262626,2.28E-08,2.602717172
6269,0.446060606,0.626262626,2.30E-08,2.602717172
6270,0.452525253,0.626262626,2.33E-08,2.602717172
6271,0.458989899,0.626262626,2.35E-08,2.602717172
6272,0.465454545,0.626262626,2.37E-08,2.602717172
6273,0.471919192,0.626262626,2.40E-08,2.602717172
6274,0.478383838,0.626262626,2.42E-08,2.602717172
6275,0.484848485,0.626262626,2.45E-08,2.602717172
6276,0.491313131,0.626262626,2.47E-08,2.602717172
6277,0.497777778,0.626262626,2.50E-08,2.602717172
6278,0.504242424,0.626262626,2.53E-08,2.602717172
6279,0.510707071,0.626262626,2.55E-08,2.602717172
6280,0.517171717,0.626262626,2.58E-08,2.602717172
6281,0.523636364,0.626262626,2.61E-08,2.602717172
6282,0.53010101,0.626262626,2.64E-08,2.602717172
6283,0.536565657,0.626262626,2.67E-08,2.602717172
6284,0.543030303,0.626262626,2.70E-08,2.602717172
6285,0.549494949,0.626262626,2.74E-08,2.602717172
6286,0.555959596,0.626262626,2.77E-08,2.602717172
6287,0.562424242,0.626262626,2.80E-08,2.602717172
6288,0.568888889,0.626262626,2.84E-08,2.602717172
6289,0.575353535,0.626262626,2.87E-08,2.602717172
6290,0.581818182,0.626262626,2.91E-08,2.602717172
6291,0.588282828,0.626262626,2.95E-08,2.602717172
6292,0.594747475,0.626262626,2.99E-08,2.602717172
6293,0.601212121,0.626262626,3.03E-08,2.602717172
6294,0.607676768,0.626262626,3.07E-08,2.602717172
6295,0.614141414,0.626262626,3.11E-08,2.602717172
6296,0.620606061,0.626262626,3.16E-08,2.602717172
6297,0.627070707,0.626262626,3.20E-08,2.602717172
6298,0.633535354,0.626262626,3.25E-08,2.602717172
6299,0.64,0.626262626,3.30E-08,2.602717172
6300,0,0.636363636,1.43E-08,2.582454545
6301,0.006464646,0.636363636,1.44E-08,2.582454545
6302,0.012929293,0.636363636,1.45E-08,2.582454545
6303,0.019393939,0.636363636,1.45E-08,2.582454545
6304,0.025858586,0.636363636,1.46E-08,2.582454545
6305,0.032323232,0.636363636,1.47E-08,2.582454545
6306,0.038787879,0.636363636,1.48E-08,2.582454545
6307,0.045252525,0.636363636,1.49E-08,2.582454545
6308,0.051717172,0.636363636,1.49E-08,2.582454545
6309,0.058181818,0.636363636,1.50E-08,2.582454545
6310,0.064646465,0.636363636,1.51E-08,2.582454545
6311,0.071111111,0.636363636,1.52E-08,2.582454545
6312,0.077575758,0.636363636,1.53E-08,2.582454545
6313,0.084040404,0.636363636,1.54E-08,2.582454545
6314,0.090505051,0.636363636,1.55E-08,2.582454545
6315,0.096969697,0.636363636,1.56E-08,2.582454545
6316,0.103434343,0.636363636,1.57E-08,2.582454545
6317,0.10989899,0.636363636,1.57E-08,2.582454545
6318,0.116363636,0.636363636,1.58E-08,2.582454545
6319,0.122828283,0.636363636,1.59E-08,2.582454545
6320,0.129292929,0.636363636,1.60E-08,2.582454545
