,logC
4717,-19.354755264873624
4718,-19.35007871069997
4719,-19.345423924923658
4720,-19.34079070582845
4721,-19.336178854488978
4722,-19.331588174719503
4723,-19.32701847302383
4724,-19.322469558546366
4725,-19.317941243024297
4726,-19.313433340740836
4727,-19.308945668479517
4728,-19.304478045479502
4729,-19.30003029339192
4730,-19.295602236237112
4731,-19.291193700362886
4732,-19.286804514403617
4733,-19.282434509240314
4734,-19.27808351796149
4735,-19.27375137582493
4736,-19.26943792022025
4737,-19.265142990632267
4738,-19.260866428605187
4739,-19.256608077707494
4740,-19.252367783497622
4741,-19.248145393490365
4742,-19.24394075712395
4743,-19.23975372572784
4744,-19.235584152491178
4745,-19.23143189243191
4746,-19.22729680236653
4747,-19.223178740880453
4748,-19.219077568299003
4749,-19.214993146658976
4750,-19.210925339680802
4751,-19.206874012741252
4752,-19.202839032846725
4753,-19.198820268607015
4754,-19.194817590209674
4755,-19.190830869394834
4756,-19.186859979430555
4757,-19.18290479508864
4758,-19.17896519262095
4759,-19.175041049736173
4760,-19.171132245577027
4761,-19.167238660697954
4762,-19.1633601770432
4763,-19.159496677925333
4764,-19.155648048004196
4765,-19.15181417326623
4766,-19.147994941004225
4767,-19.144190239797407
4768,-19.140399959491972
4769,-19.136623991181928
4770,-19.13286222719032
4771,-19.12911456105081
4772,-19.125380887489595
4773,-19.121661102407668
4774,-19.117955102863398
4775,-19.114262787055434
4776,-19.110584054305928
4777,-19.106918805044067
4778,-19.103266940789897
4779,-19.09962836413845
4780,-19.096002978744153
4781,-19.092390689305518
4782,-19.088791401550118
4783,-19.08520502221981
4784,-19.081631459056258
4785,-19.07807062078667
4786,-19.074522417109822
4787,-19.070986758682327
4788,-19.067463557105107
4789,-19.063952724910166
4790,-19.060454175547534
4791,-19.05696782337248
4792,-19.053493583632928
4793,-19.050031372457084
4794,-19.046581106841305
4795,-19.04314270463815
4796,-19.039716084544644
4797,-19.036301166090738
4798,-19.032897869627984
4799,-19.029506116318373
4800,-19.416830362065326
4801,-19.411855054695895
4802,-19.40690437851272
4803,-19.401978090834195
4804,-19.397075952547706
4805,-19.392197728040003
4806,-19.387343185129232
4807,-19.382512094998646
4808,-19.37770423213186
4809,-19.372919374249715
4810,-19.368157302248584
4811,-19.363417800140194
4812,-19.358700654992827
4813,-19.354005656873927
4814,-19.349332598794035
4815,-19.344681276652032
4816,-19.340051489181647
4817,-19.335443037899207
4818,-19.330855727052562
4819,-19.32628936357121
4820,-19.32174375701753
4821,-19.317218719539124
4822,-19.312714065822238
4823,-19.308229613046226
4824,-19.30376518083902
4825,-19.299320591233606
4826,-19.294895668625454
4827,-19.290490239730886
4828,-19.28610413354635
4829,-19.281737181308603
4830,-19.27738921645574
4831,-19.27306007458909
4832,-19.268749593435878
4833,-19.264457612812777
4834,-19.260183974590152
4835,-19.255928522657126
4836,-19.251691102887346
4837,-19.2474715631055
4838,-19.243269753054513
4839,-19.239085524363457
4840,-19.234918730516096
4841,-19.230769226820115
4842,-19.226636870376975
4843,-19.22252152005236
4844,-19.21842303644729
4845,-19.214341281869757
4846,-19.210276120306986
4847,-19.20622741739823
4848,-19.20219504040814
4849,-19.198178858200624
4850,-19.194178741213285
4851,-19.19019456143234
4852,-19.18622619236801
4853,-19.182273509030466
4854,-19.17833638790617
4855,-19.174414706934733
4856,-19.170508345486216
4857,-19.166617184338847
4858,-19.162741105657204
4859,-19.1588799929708
4860,-19.155033731153075
4861,-19.151202206400804
4862,-19.147385306213902
4863,-19.143582919375586
4864,-19.13979493593294
4865,-19.13602124717785
4866,-19.132261745628252
4867,-19.128516325009798
4868,-19.124784880237804
4869,-19.12106730739958
4870,-19.11736350373705
4871,-19.113673367629712
4872,-19.109996798577924
4873,-19.10633369718646
4874,-19.1026839651484
4875,-19.09904750522929
4876,-19.095424221251605
4877,-19.091814018079493
4878,-19.088216801603764
4879,-19.084632478727194
4880,-19.081060957350058
4881,-19.07750214635593
4882,-19.07395595559773
4883,-19.070422295884033
4884,-19.066901078965607
4885,-19.063392217522182
4886,-19.059895625149462
4887,-19.056411216346355
4888,-19.052938906502433
4889,-19.049478611885604
4890,-19.04603024962999
4891,-19.042593737724026
4892,-19.039168994998754
4893,-19.035755941116324
4894,-19.03235449655868
4895,-19.02896458261644
4896,-19.025586121377987
4897,-19.02221903571871
4898,-19.018863249290426
4899,-19.015518686511022
4900,-19.39629395242898
4901,-19.391419531923553
4902,-19.38656875618544
4903,-19.381741396930178
4904,-19.376937229163467
4905,-19.37215603111826
4906,-19.367397584193323
4907,-19.362661672893267
4908,-19.357948084769998
4909,-19.35325661036551
4910,-19.348587043156062
4911,-19.3439391794976
4912,-19.339312818572484
4913,-19.334707762337416
4914,-19.33012381547257
4915,-19.325560785331895
4916,-19.32101848189451
4917,-19.316496717717243
4918,-19.311995307888218
4919,-19.30751406998146
4920,-19.303052824012553
4921,-19.298611392395262
4922,-19.294189599899113
4923,-19.2897872736079
4924,-19.285404242879125
4925,-19.281040339304305
4926,-19.27669539667014
4927,-19.272369250920523
4928,-19.26806174011939
4929,-19.26377270441433
4930,-19.259501986000988
4931,-19.25524942908824
4932,-19.251014879864098
4933,-19.246798186462293
4934,-19.24259919892964
4935,-19.238417769194
4936,-19.234253751032988
4937,-19.230107000043247
4938,-19.225977373610444
4939,-19.22186473087981
4940,-19.217768932727314
4941,-19.213689841731444
4942,-19.209627322145522
4943,-19.205581239870607
4944,-19.20155146242892
4945,-19.197537858937842
4946,-19.19354030008439
4947,-19.18955865810021
4948,-19.1855928067371
4949,-19.181642621242972
4950,-19.1777079783383
4951,-19.17378875619305
4952,-19.169884834404037
4953,-19.16599609397273
4954,-19.162122417283495
4955,-19.158263688082233
4956,-19.154419791455467
4957,-19.15059061380979
4958,-19.14677604285173
4959,-19.142975967568
4960,-19.13919027820609
4961,-19.13541886625527
4962,-19.131661624427913
4963,-19.127918446641186
4964,-19.12418922799908
4965,-19.12047386477477
4966,-19.116772254393304
4967,-19.11308429541461
4968,-19.109409887516815
4969,-19.105748931479877
4970,-19.102101329169496
4971,-19.098466983521345
4972,-19.094845798525558
4973,-19.091237679211517
4974,-19.087642531632916
4975,-19.084060262853065
4976,-19.080490780930493
4977,-19.07693399490477
4978,-19.073389814782626
4979,-19.069858151524254
4980,-19.066338917029913
4981,-19.06283202412674
4982,-19.059337386555782
4983,-19.05585491895927
4984,-19.052384536868104
4985,-19.048926156689582
4986,-19.045479695695285
4987,-19.04204507200923
4988,-19.038622204596184
4989,-19.035211013250198
4990,-19.031811418583324
4991,-19.02842334201454
4992,-19.025046705758843
4993,-19.021681432816532
4994,-19.018327446962683
4995,-19.014984672736773
4996,-19.011653035432513
4997,-19.008332461087807
4998,-19.00502287647492
4999,-19.00172420909079
5000,-19.376170814037778
5001,-19.371393270235114
5002,-19.366638442871455
5003,-19.36190611694281
5004,-19.357196080483227
5005,-19.35250812450784
5006,-19.34784204295721
5007,-19.343197632643005
5008,-19.338574693194865
5009,-19.33397302700858
5010,-19.32939243919537
5011,-19.324832737532386
5012,-19.320293732414278
5013,-19.31577523680592
5014,-19.31127706619613
5015,-19.30679903855249
5016,-19.302340974277126
5017,-19.297902696163483
5018,-19.293484029354087
5019,-19.28908480129917
5020,-19.28470484171627
5021,-19.280343982550665
5022,-19.276002057936683
5023,-19.27167890415986
5024,-19.267374359619875
5025,-19.26308826479434
5026,-19.25882046220329
5027,-19.254570796374487
5028,-19.250339113809428
5029,-19.24612526295008
5030,-19.241929094146307
5031,-19.23775045962398
5032,-19.23358921345375
5033,-19.229445211520478
5034,-19.225318311493268
5035,-19.221208372796152
5036,-19.21711525657935
5037,-19.213038825691125
5038,-19.2089789446502
5039,-19.204935479618758
5040,-19.20090829837594
5041,-19.196897270291927
5042,-19.192902266302514
5043,-19.188923158884165
5044,-19.184959822029626
5045,-19.181012131223945
5046,-19.177079963421026
5047,-19.173163197020607
5048,-19.16926171184569
5049,-19.16537538912043
5050,-19.161504111448426
5051,-19.157647762791445
5052,-19.153806228448556
5053,-19.149979395035658
5054,-19.146167150465395
5055,-19.142369383927466
5056,-19.138585985869284
5057,-19.134816847977028
5058,-19.13106186315704
5059,-19.12732092551754
5060,-19.123593930350744
5061,-19.11988077411525
5062,-19.116181354418792
5063,-19.1124955700013
5064,-19.10882332071826
5065,-19.10516450752439
5066,-19.101519032457617
5067,-19.097886798623335
5068,-19.09426771017895
5069,-19.09066167231871
5070,-19.0870685912588
5071,-19.083488374222696
5072,-19.079920929426823
5073,-19.0763661660664
5074,-19.072823994301597
5075,-19.0692943252439
5076,-19.065777070942715
5077,-19.06227214437225
5078,-19.058779459418574
5079,-19.055298930866915
5080,-19.0518304743892
5081,-19.04837400653179
5082,-19.04492944470344
5083,-19.041496707163436
5084,-19.038075713009977
5085,-19.034666382168734
5086,-19.03126863538158
5087,-19.027882394195572
5088,-19.024507580952047
5089,-19.021144118775954
5090,-19.017791931565345
5091,-19.01445094398104
5092,-19.011121081436464
5093,-19.007802270087673
5094,-19.0044944368235
5095,-19.001197509255917
5096,-18.997911415710515
5097,-18.99463608521716
5098,-18.991371447500793
5099,-18.98811743297239
5100,-19.356444641281985
5101,-19.351760198462262
5102,-19.3470975973705
5103,-19.3424566352727
5104,-19.33783711224449
5105,-19.333238831119427
5106,-19.32866159743852
5107,-19.324105219400874
5108,-19.319569507815476
5109,-19.31505427605404
5110,-19.310559340004943
5111,-19.30608451802818
5112,-19.301629630911304
5113,-19.297194501826386
5114,-19.29277895628787
5115,-19.2883828221114
5116,-19.28400592937354
5117,-19.27964811037233
5118,-19.275309199588776
5119,-19.270989033649084
5120,-19.266687451287776
5121,-19.262404293311555
5122,-19.258139402563966
5123,-19.253892623890785
5124,-19.249663804106152
5125,-19.245452791959426
5126,-19.241259438102713
5127,-19.237083595059083
5128,-19.232925117191456
5129,-19.228783860672124
5130,-19.224659683452895
5131,-19.220552445235867
5132,-19.216462007444783
5133,-19.21238823319697
5134,-19.208330987275875
5135,-19.204290136104113
5136,-19.200265547717088
5137,-19.19625709173714
5138,-19.19226463934819
5139,-19.1882880632709
5140,-19.184327237738344
5141,-19.18038203847212
5142,-19.176452342658965
5143,-19.17253802892781
5144,-19.168638977327284
5145,-19.164755069303663
5146,-19.160886187679242
5147,-19.157032216631116
5148,-19.15319304167038
5149,-19.149368549621727
5150,-19.1455586286034
5151,-19.1417631680076
5152,-19.137982058481178
5153,-19.13421519190675
5154,-19.130462461384145
5155,-19.12672376121219
5156,-19.12299898687087
5157,-19.119288035003766
5158,-19.11559080340087
5159,-19.11190719098168
5160,-19.108237097778623
5161,-19.104580424920776
5162,-19.100937074617885
5163,-19.097306950144667
5164,-19.093689955825415
5165,-19.090085997018857
5166,-19.08649498010329
5167,-19.08291681246201
5168,-19.079351402468955
5169,-19.07579865947465
5170,-19.07225849379235
5171,-19.068730816684486
5172,-19.06521554034929
5173,-19.061712577907706
5174,-19.058221843390488
5175,-19.05474325172555
5176,-19.051276718725536
5177,-19.047822161075565
5178,-19.04437949632124
5179,-19.040948642856844
5180,-19.03752951991371
5181,-19.034122047548827
5182,-19.030726146633626
5183,-19.027341738842942
5184,-19.023968746644197
5185,-19.020607093286714
5186,-19.01725670279126
5187,-19.013917499939733
5188,-19.01058941026503
5189,-19.007272360041085
5190,-19.00396627627306
5191,-19.00067108668773
5192,-18.997386719723973
5193,-18.994113104523468
5194,-18.990850170921508
5195,-18.987597849437986
5196,-18.98435607126851
5197,-18.98112476827568
5198,-18.977903872980484
5199,-18.974693318553847
5200,-19.33710007491883
5201,-19.332505173878427
5202,-19.327931289421283
5203,-19.323378230167236
5204,-19.31884580733838
5205,-19.314333834712112
5206,-19.309842128575205
5207,-19.305370507678937
5208,-19.3009187931952
5209,-19.29648680867359
5210,-19.292074379999434
5211,-19.287681335352758
5212,-19.283307505168125
5213,-19.278952722095376
5214,-19.274616820961203
5215,-19.270299638731554
5216,-19.266001014474856
5217,-19.26172078932602
5218,-19.2574588064512
5219,-19.253214911013323
5220,-19.248988950138326
5221,-19.244780772882123
5222,-19.24059023019825
5223,-19.236417174906183
5224,-19.232261461660332
5225,-19.228122946919658
5226,-19.224001488917917
5227,-19.219896947634542
5228,-19.21580918476608
5229,-19.211738063698228
5230,-19.207683449478452
5231,-19.203645208789144
5232,-19.199623209921295
5233,-19.195617322748753
5234,-19.191627418702936
5235,-19.187653370748084
5236,-19.183695053356985
5237,-19.179752342487188
5238,-19.17582511555767
5239,-19.171913251425988
5240,-19.168016630365823
5241,-19.164135134045033
5242,-19.160268645504058
5243,-19.15641704913479
5244,-19.15258023065983
5245,-19.148758077112134
5246,-19.144950476815076
5247,-19.14115731936284
5248,-19.137378495601236
5249,-19.133613897608846
5250,-19.129863418678518
5251,-19.126126953299234
5252,-19.122404397138293
5253,-19.11869564702382
5254,-19.115000600927633
5255,-19.111319157948373
5256,-19.10765121829499
5257,-19.103996683270516
5258,-19.100355455256107
5259,-19.09672743769542
5260,-19.09311253507924
5261,-19.08951065293039
5262,-19.085921697788923
5263,-19.082345577197565
5264,-19.078782199687428
5265,-19.075231474763967
5266,-19.0716933128932
5267,-19.06816762548814
5268,-19.06465432489552
5269,-19.061153324382683
5270,-19.057664538124758
5271,-19.05418788119202
5272,-19.050723269537503
5273,-19.04727061998479
5274,-19.04382985021604
5275,-19.040400878760213
5276,-19.03698362498149
5277,-19.03357800906791
5278,-19.030183952020153
5279,-19.02680137564058
5280,-19.023430202522405
5281,-19.020070356039067
5282,-19.01672176033378
5283,-19.013384340309265
5284,-19.010058021617628
5285,-19.006742730650437
5286,-19.003438394528942
5287,-19.000144941094465
5288,-18.996862298898943
5289,-18.993590397195625
5290,-18.99032916592993
5291,-18.987078535730433
5292,-18.983838437900044
5293,-18.98060880440725
5294,-18.97738956787758
5295,-18.974180661585162
5296,-18.970982019444417
5297,-18.967793576001895
5298,-18.964615266428254
5299,-18.96144702651032
5300,-19.31812263022493
5301,-19.313613912032267
5302,-19.309125431169058
5303,-19.304657006776743
5304,-19.30020846041045
5305,-19.29577961599623
5306,-19.291370299789243
5307,-19.28698034033286
5308,-19.28260956841865
5309,-19.278257817047262
5310,-19.273924921390122
5311,-19.269610718751974
5312,-19.265315048534234
5313,-19.261037752199105
5314,-19.25677867323448
5315,-19.252537657119564
5316,-19.248314551291255
5317,-19.24410920511119
5318,-19.239921469833526
5319,-19.235751198573354
5320,-19.231598246275784
5321,-19.227462469685694
5322,-19.223343727318046
5323,-19.21924187942887
5324,-19.215156787986803
5325,-19.211088316645213
5326,-19.207036330714907
5327,-19.203000697137355
5328,-19.198981284458505
5329,-19.194977962803044
5330,-19.19099060384927
5331,-19.187019080804365
5332,-19.183063268380234
5333,-19.17912304276977
5334,-19.17519828162362
5335,-19.171288864027375
5336,-19.167394670479222
5337,-19.163515582868037
5338,-19.159651484451864
5339,-19.155802259836868
5340,-19.15196779495663
5341,-19.148147977051874
5342,-19.14434269465057
5343,-19.14055183754843
5344,-19.136775296789722
5345,-19.13301296464852
5346,-19.12926473461023
5347,-19.12553050135353
5348,-19.12181016073259
5349,-19.118103609759643
5350,-19.114410746587893
5351,-19.11073147049471
5352,-19.10706568186515
5353,-19.103413282175783
5354,-19.099774173978787
5355,-19.096148260886356
5356,-19.09253544755538
5357,-19.08893563967241
5358,-19.085348743938873
5359,-19.08177466805656
5360,-19.0782133207134
5361,-19.074664611569432
5362,-19.07112845124307
5363,-19.067604751297594
5364,-19.06409342422788
5365,-19.06059438344736
5366,-19.057107543275198
5367,-19.053632818923724
5368,-19.05017012648605
5369,-19.04671938292391
5370,-19.043280506055723
5371,-19.03985341454483
5372,-19.03643802788797
5373,-19.03303426640393
5374,-19.029642051222382
5375,-19.026261304272918
5376,-19.02289194827428
5377,-19.019533906723755
5378,-19.016187103886743
5379,-19.012851464786518
5380,-19.009526915194154
5381,-19.0062133816186
5382,-19.002910791296944
5383,-18.999619072184817
5384,-18.996338152946972
5385,-18.993067962947997
5386,-18.989808432243205
5387,-18.98655949156964
5388,-18.98332107233726
5389,-18.98009310662025
5390,-18.976875527148454
5391,-18.973668267298986
5392,-18.970471261087937
5393,-18.967284443162242
5394,-18.96410774879165
5395,-18.96094111386085
5396,-18.957784474861697
5397,-18.95463776888557
5398,-18.951500933615847
5399,-18.948373907320516
5400,-19.299498631840226
5401,-19.29507292308694
5402,-19.290666714959226
5403,-19.286279836362773
5404,-19.281912118445163
5405,-19.277563394556864
5406,-19.273233500213077
5407,-19.268922273056408
5408,-19.264629552820338
5409,-19.260355181293473
5410,-19.25609900228456
5411,-19.25186086158823
5412,-19.247640606951485
5413,-19.24343808804087
5414,-19.23925315641035
5415,-19.235085665469832
5416,-19.230935470454373
5417,-19.22680242839399
5418,-19.222686398084118
5419,-19.218587240056653
5420,-19.214504816551607
5421,-19.210438991489323
5422,-19.20638963044325
5423,-19.2023566006133
5424,-19.198339770799677
5425,-19.194339011377302
5426,-19.19035419427069
5427,-19.186385192929365
5428,-19.18243188230373
5429,-19.178494138821446
5430,-19.17457184036422
5431,-19.170664866245126
5432,-19.16677309718629
5433,-19.16289641529705
5434,-19.159034704052527
5435,-19.155187848272615
5436,-19.15135573410136
5437,-19.147538248986752
5438,-19.143735281660863
5439,-19.139946722120413
5440,-19.13617246160768
5441,-19.132412392591743
5442,-19.12866640875011
5443,-19.124934404950697
5444,-19.121216277234094
5445,-19.117511922796208
5446,-19.113821239971198
5447,-19.110144128214746
5448,-19.106480488087595
5449,-19.10283022123945
5450,-19.099193230393105
5451,-19.095569419328903
5452,-19.091958692869465
5453,-19.088360956864676
5454,-19.084776118176965
5455,-19.08120408466684
5456,-19.077644765178672
5457,-19.074098069526734
5458,-19.070563908481503
5459,-19.067042193756176
5460,-19.063532837993442
5461,-19.060035754752487
5462,-19.056550858496202
5463,-19.053078064578642
5464,-19.049617289232692
5465,-19.046168449557932
5466,-19.04273146350873
5467,-19.039306249882525
5468,-19.035892728308323
5469,-19.03249081923537
5470,-19.029100443922044
5471,-19.025721524424902
5472,-19.02235398358794
5473,-19.01899774503202
5474,-19.01565273314447
5475,-19.01231887306887
5476,-19.00899609069499
5477,-19.00568431264892
5478,-19.002383466283334
5479,-18.999093479667938
5480,-18.99581428158006
5481,-18.9925458014954
5482,-18.98928796957893
5483,-18.986040716675927
5484,-18.982803974303202
5485,-18.979577674640385
5486,-18.976361750521445
5487,-18.973156135426258
5488,-18.969960763472386
5489,-18.96677556940693
5490,-18.963600488598548
5491,-18.960435457029572
5492,-18.95728041128828
5493,-18.954135288561258
5494,-18.951000026625906
5495,-18.94787456384305
5496,-18.944758839149667
5497,-18.941652792051734
5498,-18.938556362617167
5499,-18.935469491468893
5500,-19.281215154569132
5501,-19.276869453954443
5502,-19.27254255676898
5503,-19.268234300992265
5504,-19.263944526688938
5505,-19.25967307597311
5506,-19.255419792973502
5507,-19.25118452379931
5508,-19.246967116506806
5509,-19.242767421066624
5510,-19.238585289331724
5511,-19.23442057500605
5512,-19.23027313361382
5513,-19.226142822469452
5514,-19.22202950064809
5515,-19.217933028956793
5516,-19.213853269906227
5517,-19.209790087683007
5518,-19.205743348122564
5519,-19.20171291868255
5520,-19.1976986684168
5521,-19.193700467949803
5522,-19.189718189451682
5523,-19.185751706613672
5524,-19.181800894624082
5525,-19.17786563014472
5526,-19.173945791287807
5527,-19.170041257593308
5528,-19.16615191000673
5529,-19.16227763085733
5530,-19.15841830383677
5531,-19.154573813978143
5532,-19.15074404763545
5533,-19.146928892463414
5534,-19.143128237397733
5535,-19.139341972635656
5536,-19.13556998961696
5537,-19.131812181005284
5538,-19.128068440669768
5539,-19.12433866366711
5540,-19.120622746223884
5541,-19.116920585719225
5542,-19.113232080667824
5543,-19.109557130703248
5544,-19.105895636561524
5545,-19.10224750006508
5546,-19.09861262410693
5547,-19.09499091263518
5548,-19.09138227063778
5549,-19.087786604127594
5550,-19.084203820127676
5551,-19.08063382665688
5552,-19.07707653271566
5553,-19.073531848272193
5554,-19.069999684248653
5555,-19.06647995250782
5556,-19.06297256583987
5557,-19.059477437949408
5558,-19.055994483442735
5559,-19.052523617815318
5560,-19.0490647574395
5561,-19.0456178195524
5562,-19.042182722244046
5563,-19.038759384445672
5564,-19.035347725918257
5565,-19.031947667241234
5566,-19.028559129801394
5567,-19.02518203578199
5568,-19.021816308152008
5569,-19.018461870655607
5570,-19.01511864780179
5571,-19.011786564854173
5572,-19.008465547820986
5573,-19.005155523445204
5574,-19.001856419194844
5575,-18.99856816325344
5576,-18.99529068451067
5577,-18.992023912553098
5578,-18.98876777765513
5579,-18.985522210770068
5580,-18.982287143521326
5581,-18.979062508193792
5582,-18.975848237725312
5583,-18.97264426569834
5584,-18.969450526331684
5585,-18.96626695447242
5586,-18.963093485587898
5587,-18.959930055757905
5588,-18.956776601666945
5589,-18.953633060596623
5590,-18.950499370418168
5591,-18.947375469585054
5592,-18.944261297125767
5593,-18.94115679263665
5594,-18.938061896274878
5595,-18.934976548751525
5596,-18.93190069132477
5597,-18.928834265793174
5598,-18.925777214489074
5599,-18.922729480272068
5600,-19.263259969497124
5601,-19.25899143560329
5602,-19.254741044674624
5603,-19.25050864313404
5604,-19.246294079346242
5605,-19.24209720358512
5606,-19.237917868001844
5607,-19.233755926593606
5608,-19.22961123517301
5609,-19.225483651338113
5610,-19.22137303444305
5611,-19.217279245569298
5612,-19.213202147497483
5613,-19.2091416046798
5614,-19.205097483212967
5615,-19.20106965081172
5616,-19.19705797678287
5617,-19.193062331999837
5618,-19.189082588877717
5619,-19.185118621348845
5620,-19.181170304838826
5621,-19.177237516243046
5622,-19.173320133903633
5623,-19.16941803758689
5624,-19.165531108461142
5625,-19.161659229075024
5626,-19.157802283336192
5627,-19.153960156490427
5628,-19.15013273510115
5629,-19.146319907029337
5630,-19.14252156141379
5631,-19.13873758865181
5632,-19.134967880380206
5633,-19.131212329456687
5634,-19.12747082994158
5635,-19.123743277079903
5636,-19.120029567283776
5637,-19.11632959811513
5638,-19.112643268268762
5639,-19.108970477555697
5640,-19.105311126886836
5641,-19.10166511825693
5642,-19.09803235472881
5643,-19.09441274041796
5644,-19.090806180477284
5645,-19.087212581082227
5646,-19.083631849416115
5647,-19.080063893655783
5648,-19.076508622957427
5649,-19.07296594744274
5650,-19.069435778185277
5651,-19.06591802719706
5652,-19.062412607415418
5653,-19.058919432690054
5654,-19.055438417770347
5655,-19.051969478292865
5656,-19.04851253076911
5657,-19.045067492573427
5658,-19.041634281931202
5659,-19.038212817907173
5660,-19.03480302039401
5661,-19.031404810101037
5662,-19.0280181085432
5663,-19.024642838030154
5664,-19.021278921655597
5665,-19.017926283286748
5666,-19.014584847554
5667,-19.01125453984077
5668,-19.007935286273476
5669,-19.004627013711733
5670,-19.001329649738665
5671,-18.9980431226514
5672,-18.994767361451707
5673,-18.9915022958368
5674,-18.98824785619029
5675,-18.985003973573264
5676,-18.981770579715537
5677,-18.978547607007016
5678,-18.975334988489237
5679,-18.972132657847
5680,-18.968940549400163
5681,-18.965758598095558
5682,-18.96258673949904
5683,-18.95942490978766
5684,-18.956273045741938
5685,-18.95313108473831
5686,-18.94999896474164
5687,-18.94687662429788
5688,-18.943764002526834
5689,-18.94066103911503
5690,-18.93756767430872
5691,-18.934483848906957
5692,-18.93140950425482
5693,-18.928344582236694
5694,-18.925289025269706
5695,-18.922242776297207
5696,-18.9192057787824
5697,-18.91617797670203
5698,-18.913159314540195
5699,-18.910149737282232
5700,-19.245621494860046
5701,-19.241427434994254
5702,-19.23725089182611
5703,-19.23309171964527
5704,-19.228949774551968
5705,-19.224824914427142
5706,-19.220716998903185
5707,-19.21662588933527
5708,-19.212551448773276
5709,-19.20849354193428
5710,-19.20445203517562
5711,-19.20042679646845
5712,-19.1964176953719
5713,-19.19242460300768
5714,-19.188447392035243
5715,-19.184485936627407
5716,-19.180540112446472
5717,-19.176609796620806
5718,-19.172694867721873
5719,-19.16879520574175
5720,-19.164910692071018
5721,-19.16104120947715
5722,-19.15718664208326
5723,-19.153346875347285
5724,-19.14952179604157
5725,-19.145711292232814
5726,-19.141915253262454
5727,-19.13813356972734
5728,-19.13436613346084
5729,-19.13061283751427
5730,-19.126873576138678
5731,-19.123148244766966
5732,-19.119436739996342
5733,-19.115738959571104
5734,-19.11205480236573
5735,-19.108384168368286
5736,-19.104726958664134
5737,-19.101083075419947
5738,-19.097452421867985
5739,-19.093834902290702
5740,-19.090230422005586
5741,-19.08663888735029
5742,-19.083060205668048
5743,-19.079494285293297
5744,-19.075941035537628
5745,-19.072400366675918
5746,-19.068872189932744
5747,-19.065356417469033
5748,-19.061852962368935
5749,-19.058361738626925
5750,-19.054882661135153
5751,-19.051415645670968
5752,-19.047960608884708
5753,-19.044517468287665
5754,-19.041086142240268
5755,-19.037666549940475
5756,-19.034258611412348
5757,-19.030862247494838
5758,-19.02747737983074
5759,-19.02410393085586
5760,-19.020741823788335
5761,-19.01739098261817
5762,-19.014051332096905
5763,-19.010722797727475
5764,-19.00740530575426
5765,-19.004098783153264
5766,-19.000803157622464
5767,-18.997518357572336
5768,-18.994244312116525
5769,-18.990980951062657
5770,-18.987728204903313
5771,-18.984486004807145
5772,-18.98125428261015
5773,-18.97803297080704
5774,-18.974822002542812
5775,-18.971621311604416
5776,-18.968430832412547
5777,-18.965250500013603
5778,-18.96208025007173
5779,-18.958920018861036
5780,-18.955769743257882
5781,-18.952629360733336
5782,-18.949498809345716
5783,-18.946378027733257
5784,-18.943266955106903
5785,-18.94016553124319
5786,-18.937073696477263
5787,-18.93399139169599
5788,-18.93091855833116
5789,-18.92785513835284
5790,-18.92480107426276
5791,-18.921756309087872
5792,-18.918720786373946
5793,-18.915694450179313
5794,-18.91267724506866
5795,-18.90966911610695
5796,-18.90667000885341
5797,-18.90367986935563
5798,-18.90069864414373
5799,-18.897726280224628
5800,-19.228288751171874
5801,-19.224166611164847
5802,-19.220061393463805
5803,-19.215972959696906
5804,-19.21190117318258
5805,-19.2078458989021
5806,-19.203807003472733
5807,-19.199784355121405
5808,-19.195777823658904
5809,-19.191787280454605
5810,-19.187812598411686
5811,-19.18385365194284
5812,-19.179910316946465
5813,-19.175982470783314
5814,-19.17206999225363
5815,-19.16817276157467
5816,-19.16429066035875
5817,-19.16042357159161
5818,-19.1565713796113
5819,-19.152733970087397
5820,-19.14891123000064
5821,-19.145103047622975
5822,-19.141309312497956
5823,-19.137529915421506
5824,-19.13376474842308
5825,-19.130013704747128
5826,-19.126276678834973
5827,-19.122553566306937
5828,-19.11884426394489
5829,-19.115148669675055
5830,-19.111466682551168
5831,-19.107798202737918
5832,-19.104143131494727
5833,-19.100501371159773
5834,-19.09687282513436
5835,-19.09325739786753
5836,-19.08965499484096
5837,-19.086065522554154
5838,-19.082488888509868
5839,-19.078925001199803
5840,-19.075373770090575
5841,-19.071835105609892
5842,-19.068308919133024
5843,-19.064795122969464
5844,-19.06129363034985
5845,-19.057804355413115
5846,-19.054327213193844
5847,-19.050862119609867
5848,-19.047408991450048
5849,-19.043967746362316
5850,-19.04053830284186
5851,-19.037120580219554
5852,-19.03371449865057
5853,-19.030319979103194
5854,-19.02693694334781
5855,-19.023565313946087
5856,-19.020205014240346
5857,-19.0168559683431
5858,-19.013518101126778
5859,-19.010191338213595
5860,-19.006875605965625
5861,-19.00357083147501
5862,-19.00027694255435
5863,-18.996993867727234
5864,-18.993721536218935
5865,-18.990459877947263
5866,-18.987208823513548
5867,-18.983968304193784
5868,-18.98073825192991
5869,-18.97751859932125
5870,-18.97430927961605
5871,-18.971110226703182
5872,-18.967921375103984
5873,-18.96474265996421
5874,-18.9615740170461
5875,-18.958415382720624
5876,-18.955266693959796
5877,-18.952127888329116
5878,-18.948998903980165
5879,-18.945879679643287
5880,-18.942770154620376
5881,-18.9396702687778
5882,-18.936579962539433
