,logC
2133,-19.92038502438269
2134,-19.912166272909072
2135,-19.904014519048562
2136,-19.895928679325284
2137,-19.887907696335414
2138,-19.879950537917328
2139,-19.87205619635449
2140,-19.86422368760958
2141,-19.856452050588384
2142,-19.84874034643203
2143,-19.84108765783636
2144,-19.833493088397113
2145,-19.825955761979788
2146,-19.8184748221131
2147,-19.811049431404925
2148,-19.8036787709798
2149,-19.79636203993698
2150,-19.789098454828174
2151,-19.781887249154156
2152,-19.774727672879322
2153,-19.76761899196358
2154,-19.760560487910702
2155,-19.75355145733253
2156,-19.746591211528365
2157,-19.73967907607884
2158,-19.732814390453793
2159,-19.725996507633482
2160,-19.719224793742598
2161,-19.712498627696643
2162,-19.705817400860077
2163,-19.69918051671582
2164,-19.692587390545665
2165,-19.68603744912114
2166,-19.67953013040443
2167,-19.673064883258977
2168,-19.66664116716937
2169,-19.660258451970176
2170,-19.653916217583355
2171,-19.64761395376398
2172,-19.641351159853894
2173,-19.635127344543044
2174,-19.628942025638196
2175,-19.62279472983875
2176,-19.61668499251941
2177,-19.610612357519475
2178,-19.604576376938436
2179,-19.59857661093776
2180,-19.592612627548547
2181,-19.586684002484922
2182,-19.580790318962883
2183,-19.5749311675245
2184,-19.56910614586721
2185,-19.563314858678055
2186,-19.557556917472702
2187,-19.55183194043906
2188,-19.54613955228537
2189,-19.540479384092556
2190,-19.534851073170778
2191,-19.52925426291995
2192,-19.523688602694186
2193,-19.518153747669967
2194,-19.51264935871794
2195,-19.507175102278246
2196,-19.50173065023921
2197,-19.49631567981935
2198,-19.49092987345253
2199,-19.48557291867622
2200,-20.192201233245722
2201,-20.18142917219617
2202,-20.170771912892725
2203,-20.16022703414881
2204,-20.149792190574065
2205,-20.139465109443222
2206,-20.129243587724993
2207,-20.11912548926131
2208,-20.109108742087813
2209,-20.099191335887216
2210,-20.089371319567746
2211,-20.079646798959292
2212,-20.070015934620525
2213,-20.060476939750608
2214,-20.05102807819954
2215,-20.041667662571687
2216,-20.032394052417175
2217,-20.023205652506437
2218,-20.014100911183284
2219,-20.00507831879228
2220,-19.996136406176433
2221,-19.987273743241467
2222,-19.978488937583137
2223,-19.969780633174352
2224,-19.961147509108933
2225,-19.952588278399148
2226,-19.94410168682429
2227,-19.935686511827683
2228,-19.927341561459716
2229,-19.919065673364617
2230,-19.91085771380881
2231,-19.90271657674883
2232,-19.894641182936866
2233,-19.88663047906213
2234,-19.878683436926355
2235,-19.87079905265179
2236,-19.86297634592017
2237,-19.855214359241238
2238,-19.84751215724941
2239,-19.83986882602736
2240,-19.83228347245521
2241,-19.824755223584273
2242,-19.817283226034135
2243,-19.809866645412153
2244,-19.802504665754277
2245,-19.795196488986335
2246,-19.787941334404827
2247,-19.780738438176467
2248,-19.77358705285558
2249,-19.76648644691863
2250,-19.75943590431521
2251,-19.75243472403469
2252,-19.74548221968794
2253,-19.73857771910355
2254,-19.731720563937802
2255,-19.724910109298015
2256,-19.718145723378555
2257,-19.71142678710913
2258,-19.70475269381478
2259,-19.698122848887163
2260,-19.691536669466657
2261,-19.684993584134865
2262,-19.678493032617123
2263,-19.672034465494576
2264,-19.66561734392556
2265,-19.65924113937581
2266,-19.65290533335722
2267,-19.646609417174872
2268,-19.64035289168192
2269,-19.63413526704214
2270,-19.627956062499784
2271,-19.621814806156525
2272,-19.615711034755197
2273,-19.60964429347009
2274,-19.60361413570359
2275,-19.59762012288889
2276,-19.591661824298583
2277,-19.585738816858946
2278,-19.57985068496965
2279,-19.573997020328797
2280,-19.568177421762996
2281,-19.562391495062407
2282,-19.556638852820488
2283,-19.550919114278337
2284,-19.545231905173484
2285,-19.539576857592913
2286,-19.533953609830267
2287,-19.528361806247002
2288,-19.522801097137435
2289,-19.517271138597497
2290,-19.51177159239711
2291,-19.506302125856056
2292,-19.50086241172321
2293,-19.495452128059053
2294,-19.49007095812134
2295,-19.484718590253824
2296,-19.47939471777794
2297,-19.47409903888738
2298,-19.468831256545425
2299,-19.463591078384948
2300,-20.148132921600922
2301,-20.137822873709727
2302,-20.127618039074815
2303,-20.117516291984057
2304,-20.107515570502933
2305,-20.097613873948394
2306,-20.0878092604866
2307,-20.078099844847305
2308,-20.068483796148072
2309,-20.0589593358222
2310,-20.049524735644304
2311,-20.040178315848255
2312,-20.030918443332194
2313,-20.02174352994593
2314,-20.01265203085619
2315,-20.00364244298549
2316,-19.994713303520733
2317,-19.985863188487784
2318,-19.977090711388584
2319,-19.968394521897523
2320,-19.959773304614
2321,-19.95122577786831
2322,-19.942750692578116
2323,-19.934346831153004
2324,-19.926013006444638
2325,-19.91774806074035
2326,-19.909550864797957
2327,-19.901420316919797
2328,-19.893355342064154
2329,-19.88535489099218
2330,-19.877417939448705
2331,-19.869543487375278
2332,-19.861730558153976
2333,-19.853978197880505
2334,-19.84628547466526
2335,-19.838651477961086
2336,-19.831075317916476
2337,-19.823556124753114
2338,-19.816093048166618
2339,-19.808685256749506
2340,-19.80133193743536
2341,-19.794032294963294
2342,-19.786785551361792
2343,-19.779590945451165
2344,-19.772447732363737
2345,-19.76535518308107
2346,-19.75831258398747
2347,-19.751319236439116
2348,-19.74437445634815
2349,-19.737477573781106
2350,-19.73062793257109
2351,-19.723824889943163
2352,-19.71706781615237
2353,-19.710356094133914
2354,-19.703689119165013
2355,-19.697066298537923
2356,-19.69048705124374
2357,-19.683950807666537
2358,-19.677457009287412
2359,-19.67100510839811
2360,-19.66459456782379
2361,-19.658224860654677
2362,-19.65189546998613
2363,-19.645605888666957
2364,-19.639355619055554
2365,-19.633144172783634
2366,-19.62697107052723
2367,-19.620835841784753
2368,-19.614738024661794
2369,-19.608677165662442
2370,-19.60265281948692
2371,-19.596664548835253
2372,-19.590711924216773
2373,-19.584794523765297
2374,-19.57891193305969
2375,-19.57306374494973
2376,-19.567249559386998
2377,-19.561468983260653
2378,-19.555721630237965
2379,-19.55000712060935
2380,-19.54432508113787
2381,-19.53867514491291
2382,-19.533056951208053
2383,-19.527470145342832
2384,-19.521914378548413
2385,-19.516389307836906
2386,-19.51089459587434
2387,-19.505429910857043
2388,-19.499994926391434
2389,-19.494589321377035
2390,-19.489212779892636
2391,-19.4838649910855
2392,-19.478545649063523
2393,-19.473254452790247
2394,-19.467991105982616
2395,-19.46275531701144
2396,-19.45754679880442
2397,-19.452365268751716
2398,-19.447210448613923
2399,-19.442082064432423
2400,-20.10592493307694
2401,-20.0960388964771
2402,-20.086249637629003
2403,-20.076555280106568
2404,-20.066954001533265
2405,-20.057444031525986
2406,-20.048023649735818
2407,-20.038691183980205
2408,-20.029445008461487
2409,-20.02028354206702
2410,-20.0112052467465
2411,-20.002208625962233
2412,-19.99329222320854
2413,-19.984454620596562
2414,-19.97569443750107
2415,-19.96701032926601
2416,-19.958400985965817
2417,-19.949865131219536
2418,-19.941401521055184
2419,-19.933008942821733
2420,-19.92468621414638
2421,-19.916432181934862
2422,-19.908245721412687
2423,-19.900125735205272
2424,-19.89207115245516
2425,-19.884080927974477
2426,-19.87615404143102
2427,-19.868289496566288
2428,-19.8604863204441
2429,-19.852743562728236
2430,-19.84506029498787
2431,-19.83743561002947
2432,-19.82986862125397
2433,-19.82235846203809
2434,-19.81490428513871
2435,-19.807505262119296
2436,-19.800160582797357
2437,-19.792869454712076
2438,-19.785631102611195
2439,-19.77844476795634
2440,-19.771309708446008
2441,-19.764225197555408
2442,-19.757190524092547
2443,-19.750204991769778
2444,-19.743267918790224
2445,-19.73637863744845
2446,-19.729536493744792
2447,-19.722740847012798
2448,-19.71599106955923
2449,-19.709286546316143
2450,-19.70262667450456
2451,-19.696010863309244
2452,-19.68943853356419
2453,-19.68290911744835
2454,-19.67642205819128
2455,-19.669976809788203
2456,-19.663572836724263
2457,-19.6572096137075
2458,-19.650886625410305
2459,-19.64460336621898
2460,-19.63835933999111
2461,-19.63215405982048
2462,-19.625987047809232
2463,-19.619857834847007
2464,-19.613765960396805
2465,-19.607710972287347
2466,-19.601692426511665
2467,-19.595709887031735
2468,-19.589762925588907
2469,-19.583851121519935
2470,-19.577974061578438
2471,-19.572131339761533
2472,-19.566322557141564
2473,-19.560547321702625
2474,-19.554805248181815
2475,-19.549095957915032
2476,-19.54341907868711
2477,-19.537774244586213
2478,-19.53216109586231
2479,-19.52657927878959
2480,-19.521028445532714
2481,-19.51550825401673
2482,-19.510018367800594
2483,-19.504558455954115
2484,-19.49912819293826
2485,-19.493727258488683
2486,-19.488355337502366
2487,-19.48301211992733
2488,-19.477697300655244
2489,-19.472410579416874
2490,-19.46715166068029
2491,-19.461920253551753
2492,-19.456716071679125
2493,-19.45153883315786
2494,-19.446388260439328
2495,-19.44126408024158
2496,-19.436166023462295
2497,-19.431093825094006
2498,-19.426047224141442
2499,-19.421025963540913
2500,-20.065426543615803
2501,-20.05593101990322
2502,-20.04652481370939
2503,-20.037206260389755
2504,-20.02797374140735
2505,-20.018825682645573
2506,-20.009760552797424
2507,-20.000776861827116
2508,-19.991873159500187
2509,-19.98304803397842
2510,-19.974300110476285
2511,-19.965628049975617
2512,-19.957030547995515
2513,-19.94850633341473
2514,-19.94005416734379
2515,-19.931672842044367
2516,-19.923361179893618
2517,-19.915118032391156
2518,-19.906942279206632
2519,-19.898832827265956
2520,-19.890788609874242
2521,-19.88280858587378
2522,-19.874891738835295
2523,-19.867037076281033
2524,-19.859243628938057
2525,-19.85151045002046
2526,-19.84383661453909
2527,-19.83622121863759
2528,-19.8286633789535
2529,-19.821162232003346
2530,-19.81371693359059
2531,-19.806326658235502
2532,-19.798990598625895
2533,-19.791707965087895
2534,-19.784477985075842
2535,-19.777299902680475
2536,-19.770172978154676
2537,-19.763096487455957
2538,-19.756069721805055
2539,-19.74909198725991
2540,-19.742162604304415
2541,-19.735280907451294
2542,-19.728446244858578
2543,-19.72165797795909
2544,-19.714915481102405
2545,-19.70821814120883
2546,-19.70156535743487
2547,-19.694956540849738
2548,-19.68839111412254
2549,-19.681868511219594
2550,-19.6753881771116
2551,-19.66894956749022
2552,-19.66255214849373
2553,-19.656195396441394
2554,-19.649878797576214
2555,-19.64360184781577
2556,-19.637364052510826
2557,-19.631164926211415
2558,-19.625003992440128
2559,-19.618880783472356
2560,-19.612794840123204
2561,-19.60674571154086
2562,-19.600732955006173
2563,-19.594756135738216
2564,-19.588814826705644
2565,-19.582908608443596
2566,-19.57703706887598
2567,-19.571199803142978
2568,-19.565396413433493
2569,-19.55962650882249
2570,-19.553889705112965
2571,-19.54818562468245
2572,-19.542513896333837
2573,-19.53687415515044
2574,-19.531266042355092
2575,-19.52568920517322
2576,-19.520143296699644
2577,-19.514627975769116
2578,-19.509142906830377
2579,-19.50368775982365
2580,-19.49826221006147
2581,-19.492865938112708
2582,-19.487498629689735
2583,-19.48215997553858
2584,-19.476849671331994
2585,-19.471567417565378
2586,-19.46631291945539
2587,-19.461085886841257
2588,-19.455886034088614
2589,-19.450713079995843
2590,-19.44556674770283
2591,-19.440446764602047
2592,-19.435352862251893
2593,-19.430284776292265
2594,-19.4252422463622
2595,-19.42022501601964
2596,-19.415232832663172
2597,-19.410265447455707
2598,-19.40532261525006
2599,-19.400404094516357
2600,-20.026504635800286
2601,-20.017369945484635
2602,-20.008317942978383
2603,-19.999347144710043
2604,-19.990456106680398
2605,-19.98164342306751
2606,-19.972907724892668
2607,-19.96424767874409
2608,-19.955661985555434
2609,-19.947149379436294
2610,-19.938708626552042
2611,-19.930338524050576
2612,-19.922037899033583
2613,-19.913805607570175
2614,-19.905640533750788
2615,-19.89754158877936
2616,-19.889507710102052
2617,-19.881537860570596
2618,-19.873631027638798
2619,-19.86578622259052
2620,-19.858002479797708
2621,-19.8502788560071
2622,-19.84261442965424
2623,-19.83500830020359
2624,-19.82745958751357
2625,-19.81996743122535
2626,-19.81253099017439
2627,-19.805149441823705
2628,-19.79782198171787
2629,-19.790547822956913
2630,-19.783326195689174
2631,-19.776156346622376
2632,-19.769037538552077
2633,-19.76196904990679
2634,-19.754950174309087
2635,-19.747980220151977
2636,-19.741058510189948
2637,-19.734184381144075
2638,-19.72735718332061
2639,-19.72057628024248
2640,-19.713841048293222
2641,-19.707150876372832
2642,-19.70050516556501
2643,-19.693903328815434
2644,-19.68734479062057
2645,-19.680828986726596
2646,-19.674355363838117
2647,-19.667923379336205
2648,-19.661532501005482
2649,-19.655182206769837
2650,-19.64887198443651
2651,-19.642601331448198
2652,-19.636369754642843
2653,-19.630176770020928
2654,-19.62402190251987
2655,-19.61790468579536
2656,-19.611824662009315
2657,-19.60578138162426
2658,-19.599774403203888
2659,-19.59380329321955
2660,-19.58786762586251
2661,-19.581966982861744
2662,-19.576100953307048
2663,-19.570269133477357
2664,-19.564471126673993
2665,-19.558706543058737
2666,-19.552974999496563
2667,-19.54727611940281
2668,-19.54160953259472
2669,-19.535974875147147
2670,-19.530371789252303
2671,-19.524799923083425
2672,-19.519258930662186
2673,-19.513748471729826
2674,-19.508268211621722
2675,-19.50281782114547
2676,-19.497396976462202
2677,-19.492005358971127
2678,-19.486642655197187
2679,-19.48130855668167
2680,-19.476002759875776
2681,-19.470724966036915
2682,-19.465474881127825
2683,-19.46025221571824
2684,-19.455056684889154
2685,-19.449888008139563
2686,-19.444745909295577
2687,-19.439630116421878
2688,-19.434540361735433
2689,-19.429476381521376
2690,-19.42443791605102
2691,-19.41942470950192
2692,-19.41443650987995
2693,-19.409473068943264
2694,-19.404534142128195
2695,-19.39961948847693
2696,-19.394728870566976
2697,-19.389862054442332
2698,-19.38501880954635
2699,-19.380198908656162
2700,-19.989041059058167
2701,-19.98024078232142
2702,-19.971517275351257
2703,-19.962869210311034
2704,-19.954295293519035
2705,-19.945794264287034
2706,-19.937364893807793
2707,-19.929005984089095
2708,-19.920716366931934
2709,-19.91249490295072
2710,-19.904340480633415
2711,-19.896252015439728
2712,-19.888228448935422
2713,-19.880268747961136
2714,-19.87237190383399
2715,-19.864536931580478
2716,-19.856762869199184
2717,-19.849048776951935
2718,-19.841393736682075
2719,-19.833796851158652
2720,-19.826257243445315
2721,-19.81877405629282
2722,-19.811346451554133
2723,-19.803973609621032
2724,-19.796654728881407
2725,-19.789389025196186
2726,-19.78217573139522
2727,-19.775014096791132
2728,-19.76790338671053
2729,-19.760842882041693
2730,-19.753831878798188
2731,-19.746869687697625
2732,-19.739955633754985
2733,-19.733089055889938
2734,-19.72626930654751
2735,-19.719495751331635
2736,-19.712767768651013
2737,-19.706084749376792
2738,-19.699446096511657
2739,-19.692851224869774
2740,-19.68629956076726
2741,-19.679790541722713
2742,-19.67332361616742
2743,-19.66689824316488
2744,-19.660513892139296
2745,-19.654170042612638
2746,-19.647866183950043
2747,-19.641601815113162
2748,-19.635376444421176
2749,-19.62918958931924
2750,-19.623040776154006
2751,-19.61692953995603
2752,-19.61085542422878
2753,-19.604817980744027
2754,-19.59881676934334
2755,-19.59285135774555
2756,-19.586921321359867
2757,-19.581026243104578
2758,-19.575165713230973
2759,-19.56933932915248
2760,-19.56354669527868
2761,-19.55778742285417
2762,-19.55206112980196
2763,-19.546367440571416
2764,-19.540705985990442
2765,-19.535076403121835
2766,-19.529478335123695
2767,-19.523911431113675
2768,-19.51837534603702
2769,-19.512869740538218
2770,-19.50739428083619
2771,-19.501948638602855
2772,-19.496532490844984
2773,-19.491145519789256
2774,-19.48578741277038
2775,-19.4804578621222
2776,-19.475156565071668
2777,-19.469883223635666
2778,-19.464637544520468
2779,-19.459419239023873
2780,-19.45422802293986
2781,-19.44906361646569
2782,-19.443925744111443
2783,-19.43881413461181
2784,-19.433728520840155
2785,-19.428668639724766
2786,-19.42363423216718
2787,-19.41862504296258
2788,-19.413640820722165
2789,-19.40868131779745
2790,-19.403746290206424
2791,-19.39883549756154
2792,-19.39394870299944
2793,-19.38908567311241
2794,-19.384246177881487
2795,-19.379429990611158
2796,-19.374636887865663
2797,-19.36986664940679
2798,-19.365119058133136
2799,-19.360393900020842
2800,-19.952930466780764
2801,-19.944440982990038
2802,-19.936022964258488
2803,-19.927675217427634
2804,-19.919396578972698
2805,-19.911185914029332
2806,-19.903042115459975
2807,-19.894964102957925
2808,-19.886950822187302
2809,-19.87900124395721
2810,-19.87111436342845
2811,-19.863289199351293
2812,-19.85552479333282
2813,-19.8478202091325
2814,-19.8401745319847
2815,-19.8325868679469
2816,-19.82505634327243
2817,-19.81758210380668
2818,-19.81016331440568
2819,-19.802799158376114
2820,-19.795488836935775
2821,-19.788231568693615
2822,-19.78102658914853
2823,-19.773873150206075
2824,-19.76677051971231
2825,-19.75971798100413
2826,-19.75271483247531
2827,-19.74576038715765
2828,-19.738853972316587
2829,-19.731994929060665
2830,-19.725182611964325
2831,-19.71841638870343
2832,-19.711695639703084
2833,-19.70501975779713
2834,-19.698388147899042
2835,-19.69180022668355
2836,-19.685255422278768
2837,-19.678753173968285
2838,-19.672292931902902
2839,-19.665874156821598
2840,-19.65949631978142
2841,-19.653158901895914
2842,-19.646861394081796
2843,-19.64060329681356
2844,-19.634384119885695
2845,-19.62820338218229
2846,-19.622060611453648
2847,-19.615955344099806
2848,-19.60988712496055
2849,-19.603855507111806
2850,-19.597860051668103
2851,-19.591900327590952
2852,-19.585975911502896
2853,-19.580086387507002
2854,-19.574231347011697
2855,-19.568410388560643
2856,-19.56262311766757
2857,-19.556869146655863
2858,-19.551148094502704
2859,-19.545459586687688
2860,-19.539803255045697
2861,-19.534178737623918
2862,-19.528585678542846
2863,-19.52302372786119
2864,-19.51749254144446
2865,-19.51199178083723
2866,-19.506521113138838
2867,-19.501080210882495
2868,-19.49566875191769
2869,-19.4902864192957
2870,-19.48493290115821
2871,-19.479607890628895
2872,-19.474311085707853
2873,-19.46904218916883
2874,-19.463800908459156
2875,-19.458586955602243
2876,-19.453400047102672
2877,-19.448239903853676
2878,-19.44310625104703
2879,-19.43799881808523
2880,-19.432917338495916
2881,-19.42786154984842
2882,-19.422831193672476
2883,-19.417826015378896
2884,-19.412845764182283
2885,-19.40789019302561
2886,-19.402959058506692
2887,-19.39805212080644
2888,-19.393169143618884
2889,-19.388309894082873
2890,-19.383474142715468
2891,-19.37866166334688
2892,-19.37387223305702
2893,-19.36910563211353
2894,-19.364361643911295
2895,-19.35964005491337
2896,-19.35494065459332
2897,-19.35026323537889
2898,-19.34560759259698
2899,-19.340973524419915
2900,-19.918078530558137
2901,-19.90987863632023
2902,-19.901745433853012
2903,-19.893677847061372
2904,-19.88567482568666
2905,-19.87773534448614
2906,-19.8698584024448
2907,-19.862043022017936
2908,-19.85428824840309
2909,-19.846593148840043
2910,-19.838956811937514
2911,-19.83137834702535
2912,-19.82385688353113
2913,-19.81639157037998
2914,-19.80898157541669
2915,-19.80162608484902
2916,-19.79432430271137
2917,-19.787075450347885
2918,-19.77987876591416
2919,-19.772733503896724
2920,-19.765638934649605
2921,-19.75859434394719
2922,-19.75159903255276
2923,-19.744652315801954
2924,-19.737753523200666
2925,-19.730901998036668
2926,-19.72409709700448
2927,-19.7173381898429
2928,-19.710624658984695
2929,-19.70395589921801
2930,-19.697331317358937
2931,-19.690750331934904
2932,-19.6842123728784
2933,-19.677716881230626
2934,-19.671263308854755
2935,-19.66485111815833
2936,-19.658479781824564
2937,-19.65214878255208
2938,-19.645857612802896
2939,-19.639605774558266
2940,-19.6333927790821
2941,-19.627218146691686
2942,-19.62108140653546
2943,-19.614982096377556
2944,-19.60891976238887
2945,-19.602893958944417
2946,-19.59690424842679
2947,-19.590950201035433
2948,-19.58503139460158
2949,-19.579147414408617
2950,-19.57329785301774
2951,-19.567482310098626
2952,-19.561700392265045
2953,-19.555951712915185
2954,-19.550235892076522
2955,-19.54455255625512
2956,-19.53890133828918
2957,-19.533281877206708
2958,-19.527693818087158
2959,-19.522136811926917
2960,-19.516610515508507
2961,-19.511114591273383
2962,-19.50564870719822
2963,-19.50021253667452
2964,-19.494805758391546
2965,-19.489428056222327
2966,-19.484079119112753
2967,-19.47875864097363
2968,-19.473466320575564
2969,-19.468201861446616
2970,-19.46296497177266
2971,-19.457755364300308
2972,-19.45257275624237
2973,-19.447416869185734
2974,-19.442287429001638
2975,-19.437184165758197
2976,-19.43210681363517
2977,-19.42705511084087
2978,-19.422028799531187
2979,-19.417027625730597
2980,-19.412051339255168
2981,-19.407099693637452
2982,-19.402172446053253
2983,-19.39726935725015
2984,-19.392390191477805
2985,-19.387534716419943
2986,-19.38270270312797
2987,-19.3778939259562
2988,-19.373108162498635
2989,-19.36834519352722
2990,-19.3636048029316
2991,-19.358886777660295
2992,-19.354190907663213
2993,-19.349516985835553
2994,-19.344864807962995
2995,-19.34023417266817
2996,-19.335624881358324
2997,-19.331036738174262
2998,-19.326469549940356
2999,-19.321923126115777
3000,-19.88440045527842
3001,-19.876471045490717
3002,-19.86860401692064
3003,-19.86079839570987
3004,-19.853053230628518
3005,-19.845367592379446
3006,-19.83774057292913
3007,-19.830171284863855
3008,-19.82265886077007
3009,-19.815202452637873
3010,-19.807801231286543
3011,-19.800454385811204
3012,-19.793161123049643
3013,-19.785920667068442
3014,-19.77873225866759
3015,-19.77159515490274
3016,-19.764508628624448
3017,-19.757471968033556
3018,-19.750484476252172
3019,-19.743545470909506
3020,-19.736654283741956
3021,-19.729810260206932
3022,-19.723012759109757
3023,-19.716261152243188
3024,-19.709554824039017
3025,-19.70289317123128
3026,-19.69627560253061
3027,-19.689701538309283
3028,-19.683170410296576
3029,-19.676681661283975
3030,-19.670234744839917
3031,-19.663829125033637
3032,-19.65746427616784
3033,-19.651139682519787
3034,-19.64485483809056
3035,-19.63860924636211
3036,-19.63240242006189
3037,-19.626233880934716
3038,-19.620103159521637
3039,-19.614009794945538
3040,-19.60795333470323
3041,-19.601933334463805
3042,-19.59594935787303
3043,-19.590000976363548
3044,-19.584087768970683
3045,-19.578209322153686
3046,-19.572365229622182
3047,-19.566555092167658
3048,-19.560778517499845
3049,-19.555035120087755
3050,-19.5493245210053
3051,-19.543646347781266
3052,-19.53800023425354
3053,-19.532385820427404
3054,-19.526802752337826
3055,-19.52125068191552
3056,-19.515729266856766
3057,-19.510238170496745
3058,-19.50477706168637
3059,-19.499345614672457
3060,-19.493943508981108
3061,-19.488570429304275
3062,-19.483226065389292
3063,-19.477910111931408
3064,-19.472622268469106
3065,-19.467362239282224
3066,-19.46212973329269
3067,-19.4569244639679
3068,-19.45174614922653
3069,-19.44659451134684
3070,-19.44146927687728
3071,-19.436370176549403
3072,-19.431296945192962
3073,-19.426249321653184
3074,-19.421227048710094
3075,-19.416229872999853
3076,-19.411257544938078
3077,-19.406309818645028
3078,-19.401386451872657
3079,-19.396487205933436
3080,-19.391611845630923
3081,-19.386760139192006
3082,-19.381931858200794
3083,-19.37712677753408
3084,-19.372344675298365
3085,-19.36758533276837
3086,-19.362848534327007
3087,-19.358134067406763
3088,-19.353441722432457
3089,-19.348771292765353
3090,-19.344122574648537
3091,-19.339495367153592
3092,-19.33488947212848
3093,-19.330304694146626
3094,-19.32574084045717
3095,-19.321197720936322
3096,-19.316675148039863
3097,-19.312172936756678
3098,-19.30769090456334
3099,-19.30322887137971
3100,-19.851819736241634
3101,-19.844143536069154
3102,-19.836525811361334
3103,-19.82896567794503
3104,-19.821462271550306
3105,-19.814014747217517
3106,-19.80662227872629
3107,-19.799284058045462
3108,-19.791999294803055
3109,-19.784767215775414
3110,-19.777587064394694
3111,-19.770458100273892
3112,-19.763379598748696
3113,-19.75635085043544
3114,-19.74937116080446
3115,-19.742439849768292
3116,-19.735556251283974
3117,-19.72871971296899
3118,-19.72192959573025
3119,-19.715185273405552
3120,-19.70848613241709
3121,-19.70183157143647
3122,-19.69522100106079
3123,-19.6886538434994
3124,-19.682129532270803
3125,-19.67564751190948
3126,-19.66920723768206
3127,-19.66280817531263
3128,-19.656449800716764
3129,-19.650131599743947
3130,-19.643853067928095
3131,-19.637613710245844
3132,-19.631413040882354
3133,-19.625250583004306
3134,-19.619125868539875
3135,-19.613038437965375
3136,-19.606987840098377
3137,-19.600973631897045
3138,-19.59499537826546
3139,-19.589052651864744
3140,-19.583145032929746
3141,-19.577272109091137
3142,-19.571433475202657
3143,-19.565628733173423
3144,-19.559857491805047
3145,-19.55411936663343
3146,-19.54841397977507
3147,-19.542740959777753
3148,-19.537099941475415
3149,-19.531490565847093
3150,-19.52591247987984
3151,-19.520365336435376
3152,-19.51484879412049
3153,-19.50936251716093
3154,-19.5039061752788
3155,-19.49847944357322
3156,-19.493082002404254
3157,-19.487713537279934
3158,-19.482373738746293
3159,-19.477062302280338
3160,-19.471778928185834
3161,-19.46652332149184
3162,-19.46129519185389
3163,-19.45609425345772
3164,-19.450920224925554
3165,-19.445772829224722
3166,-19.44065179357866
3167,-19.43555684938018
3168,-19.430487732106933
3169,-19.425444181238976
3170,-19.42042594017846
3171,-19.41543275617127
3172,-19.410464380230657
3173,-19.40552056706272
3174,-19.400601074993745
3175,-19.395705665899317
3176,-19.390834105135152
3177,-19.385986161469617
3178,-19.381161607017862
3179,-19.376360217177556
3180,-19.371581770566124
3181,-19.366826048959524
3182,-19.362092837232428
3183,-19.357381923299837
3184,-19.35269309806005
3185,-19.348026155338996
3186,-19.343380891835796
3187,-19.338757107069664
3188,-19.33415460332796
3189,-19.32957318561547
3190,-19.32501266160484
3191,-19.32047284158812
3192,-19.315953538429422
3193,-19.31145456751862
3194,-19.306975746726117
3195,-19.302516896358583
3196,-19.298077839115713
3197,-19.29365840004792
3198,-19.289258406514957
3199,-19.28487768814545
3200,-19.82026711244521
3201,-19.81282845076805
3202,-19.805444714458606
3203,-19.79811509834587
3204,-19.790838814835023
3205,-19.783615093399575
3206,-19.776443180091693
3207,-19.76932233706999
3208,-19.762251842143982
3209,-19.75523098833456
3210,-19.748259083449774
3211,-19.741335449675297
3212,-19.734459423178972
3213,-19.727630353728877
3214,-19.720847604324323
3215,-19.71411055083929
3216,-19.707418581677803
3217,-19.700771097440736
3218,-19.694167510603663
3219,-19.687607245205214
3220,-19.68108973654565
3221,-19.674614430895165
3222,-19.668180785211554
3223,-19.661788266866953
3224,-19.655436353383216
3225,-19.649124532175662
3226,-19.64285230030486
3227,-19.636619164236134
3228,-19.63042463960654
3229,-19.624268250999005
3230,-19.618149531723354
3231,-19.61206802360405
3232,-19.606023276774284
3233,-19.600014849476306
3234,-19.59404230786768
3235,-19.58810522583332
3236,-19.58220318480305
3237,-19.576335773574527
3238,-19.57050258814133
3239,-19.56470323152603
3240,-19.558937313618067
3241,-19.5532044510163
3242,-19.547504266876
3243,-19.54183639076023
3244,-19.536200458495372
3245,-19.53059611203071
3246,-19.525022999301967
3247,-19.51948077409855
3248,-19.51396909593453
3249,-19.508487629923092
3250,-19.50303604665447
3251,-19.49761402207712
3252,-19.492221237382175
3253,-19.486857378890935
3254,-19.481522137945387
3255,-19.47621521080164
3256,-19.47093629852614
3257,-19.46568510689464
3258,-19.460461346293798
3259,-19.455264731625327
3260,-19.45009498221263
3261,-19.444951821709836
3262,-19.439834978013156
3263,-19.4347441831745
3264,-19.429679173317293
3265,-19.424639688554375
3266,-19.41962547290802
3267,-19.41463627423188
3268,-19.40967184413493
3269,-19.404731937907254
3270,-19.399816314447655
3271,-19.39492473619306
3272,-19.39005696904962
3273,-19.38521278232549
3274,-19.38039194866522
3275,-19.37559424398574
3276,-19.37081944741385
3277,-19.366067341225204
3278,-19.36133771078474
3279,-19.35663034448851
3280,-19.35194503370688
3281,-19.347281572729035
3282,-19.342639758708785
3283,-19.33801939161164
3284,-19.333420274163057
3285,-19.32884221179792
3286,-19.324285012611146
3287,-19.319748487309404
3288,-19.315232449163947
3289,-19.310736713964495
3290,-19.30626109997414
3291,-19.30180542788526
3292,-19.297369520776424
3293,-19.292953204070248
3294,-19.288556305492136
3295,-19.284178655029994
3296,-19.279820084894755
3297,-19.27548042948181
3298,-19.271159525333243
