,m
2282,3.747555555555548
2283,3.747555555555548
2284,3.747555555555548
2285,3.7475555555555475
2286,3.7475555555555475
2287,3.7475555555555475
2288,3.747555555555547
2289,3.747555555555547
2290,3.747555555555547
2291,3.7475555555555466
2292,3.7475555555555466
2293,3.7475555555555466
2294,3.7475555555555466
2295,3.747555555555546
2296,3.747555555555546
2297,3.747555555555546
2298,3.7475555555555458
2299,3.7475555555555458
2300,3.7424898989899034
2301,3.742489898989903
2302,3.742489898989903
2303,3.742489898989903
2304,3.7424898989899025
2305,3.7424898989899025
2306,3.7424898989899025
2307,3.742489898989902
2308,3.742489898989902
2309,3.742489898989902
2310,3.742489898989902
2311,3.7424898989899016
2312,3.7424898989899016
2313,3.7424898989899016
2314,3.742489898989901
2315,3.742489898989901
2316,3.742489898989901
2317,3.7424898989899007
2318,3.7424898989899007
2319,3.7424898989899007
2320,3.7424898989899003
2321,3.7424898989899003
2322,3.7424898989899003
2323,3.7424898989899
2324,3.7424898989899
2325,3.7424898989899
2326,3.7424898989898994
2327,3.7424898989898994
2328,3.7424898989898994
2329,3.742489898989899
2330,3.742489898989899
2331,3.742489898989899
2332,3.7424898989898985
2333,3.7424898989898985
2334,3.7424898989898985
2335,3.7424898989898985
2336,3.742489898989898
2337,3.742489898989898
2338,3.742489898989898
2339,3.7424898989898976
2340,3.7424898989898976
2341,3.7424898989898976
2342,3.742489898989897
2343,3.742489898989897
2344,3.742489898989897
2345,3.7424898989898967
2346,3.7424898989898967
2347,3.7424898989898967
2348,3.7424898989898963
2349,3.7424898989898963
2350,3.7424898989898963
2351,3.742489898989896
2352,3.742489898989896
2353,3.742489898989896
2354,3.7424898989898954
2355,3.7424898989898954
2356,3.7424898989898954
2357,3.7424898989898954
2358,3.742489898989895
2359,3.742489898989895
2360,3.742489898989895
2361,3.7424898989898945
2362,3.7424898989898945
2363,3.7424898989898945
2364,3.742489898989894
2365,3.742489898989894
2366,3.742489898989894
2367,3.7424898989898936
2368,3.7424898989898936
2369,3.7424898989898936
2370,3.742489898989893
2371,3.742489898989893
2372,3.742489898989893
2373,3.7424898989898927
2374,3.7424898989898927
2375,3.7424898989898927
2376,3.7424898989898923
2377,3.7424898989898923
2378,3.7424898989898923
2379,3.7424898989898923
2380,3.742489898989892
2381,3.742489898989892
2382,3.742489898989892
2383,3.7424898989898914
2384,3.7424898989898914
2385,3.7424898989898914
2386,3.742489898989891
2387,3.742489898989891
2388,3.742489898989891
2389,3.7424898989898905
2390,3.7424898989898905
2391,3.7424898989898905
2392,3.74248989898989
2393,3.74248989898989
2394,3.74248989898989
2395,3.7424898989898896
2396,3.7424898989898896
2397,3.7424898989898896
2398,3.742489898989889
2399,3.742489898989889
2400,3.7374242424242468
2401,3.7374242424242463
2402,3.7374242424242463
2403,3.7374242424242463
2404,3.737424242424246
2405,3.737424242424246
2406,3.737424242424246
2407,3.737424242424246
2408,3.7374242424242454
2409,3.7374242424242454
2410,3.7374242424242454
2411,3.737424242424245
2412,3.737424242424245
2413,3.737424242424245
2414,3.7374242424242445
2415,3.7374242424242445
2416,3.7374242424242445
2417,3.737424242424244
2418,3.737424242424244
2419,3.737424242424244
2420,3.7374242424242436
2421,3.7374242424242436
2422,3.7374242424242436
2423,3.737424242424243
2424,3.737424242424243
2425,3.737424242424243
2426,3.7374242424242428
2427,3.7374242424242428
2428,3.7374242424242428
2429,3.7374242424242423
2430,3.7374242424242423
2431,3.7374242424242423
2432,3.7374242424242423
2433,3.737424242424242
2434,3.737424242424242
2435,3.737424242424242
2436,3.7374242424242414
2437,3.7374242424242414
2438,3.7374242424242414
2439,3.737424242424241
2440,3.737424242424241
2441,3.737424242424241
2442,3.7374242424242405
2443,3.7374242424242405
2444,3.7374242424242405
2445,3.73742424242424
2446,3.73742424242424
2447,3.73742424242424
2448,3.7374242424242397
2449,3.7374242424242397
2450,3.7374242424242397
2451,3.737424242424239
2452,3.737424242424239
2453,3.737424242424239
2454,3.7374242424242388
2455,3.7374242424242388
2456,3.7374242424242388
2457,3.7374242424242388
2458,3.7374242424242383
2459,3.7374242424242383
2460,3.7374242424242383
2461,3.737424242424238
2462,3.737424242424238
2463,3.737424242424238
2464,3.7374242424242374
2465,3.7374242424242374
2466,3.7374242424242374
2467,3.737424242424237
2468,3.737424242424237
2469,3.737424242424237
2470,3.7374242424242365
2471,3.7374242424242365
2472,3.7374242424242365
2473,3.737424242424236
2474,3.737424242424236
2475,3.737424242424236
2476,3.737424242424236
2477,3.7374242424242357
2478,3.7374242424242357
2479,3.7374242424242357
2480,3.737424242424235
2481,3.737424242424235
2482,3.737424242424235
2483,3.7374242424242348
2484,3.7374242424242348
2485,3.7374242424242348
2486,3.7374242424242343
2487,3.7374242424242343
2488,3.7374242424242343
2489,3.737424242424234
2490,3.737424242424234
2491,3.737424242424234
2492,3.7374242424242334
2493,3.7374242424242334
2494,3.7374242424242334
2495,3.737424242424233
2496,3.737424242424233
2497,3.737424242424233
2498,3.7374242424242325
2499,3.7374242424242325
2500,3.73235858585859
2501,3.73235858585859
2502,3.7323585858585897
2503,3.7323585858585897
2504,3.7323585858585897
2505,3.7323585858585893
2506,3.7323585858585893
2507,3.7323585858585893
2508,3.732358585858589
2509,3.732358585858589
2510,3.732358585858589
2511,3.7323585858585884
2512,3.7323585858585884
2513,3.7323585858585884
2514,3.732358585858588
2515,3.732358585858588
2516,3.732358585858588
2517,3.732358585858588
2518,3.7323585858585875
2519,3.7323585858585875
2520,3.7323585858585875
2521,3.732358585858587
2522,3.732358585858587
2523,3.732358585858587
2524,3.7323585858585866
2525,3.7323585858585866
2526,3.7323585858585866
2527,3.732358585858586
2528,3.732358585858586
2529,3.732358585858586
2530,3.7323585858585857
2531,3.7323585858585857
2532,3.7323585858585857
2533,3.7323585858585853
2534,3.7323585858585853
2535,3.7323585858585853
2536,3.732358585858585
2537,3.732358585858585
2538,3.732358585858585
2539,3.7323585858585844
2540,3.7323585858585844
2541,3.7323585858585844
2542,3.7323585858585844
2543,3.732358585858584
2544,3.732358585858584
2545,3.732358585858584
2546,3.7323585858585835
2547,3.7323585858585835
2548,3.7323585858585835
2549,3.732358585858583
2550,3.732358585858583
2551,3.732358585858583
2552,3.7323585858585826
2553,3.7323585858585826
2554,3.7323585858585826
2555,3.732358585858582
2556,3.732358585858582
2557,3.732358585858582
2558,3.7323585858585817
2559,3.7323585858585817
2560,3.7323585858585817
2561,3.7323585858585813
2562,3.7323585858585813
2563,3.7323585858585813
2564,3.732358585858581
2565,3.732358585858581
2566,3.732358585858581
2567,3.732358585858581
2568,3.7323585858585804
2569,3.7323585858585804
2570,3.7323585858585804
2571,3.73235858585858
2572,3.73235858585858
2573,3.73235858585858
2574,3.7323585858585795
2575,3.7323585858585795
2576,3.7323585858585795
2577,3.732358585858579
2578,3.732358585858579
2579,3.732358585858579
2580,3.7323585858585786
2581,3.7323585858585786
2582,3.7323585858585786
2583,3.732358585858578
2584,3.732358585858578
2585,3.732358585858578
2586,3.732358585858578
2587,3.7323585858585777
2588,3.7323585858585777
2589,3.7323585858585773
2590,3.7323585858585773
2591,3.7323585858585773
2592,3.7323585858585773
2593,3.732358585858577
2594,3.732358585858577
2595,3.732358585858577
2596,3.7323585858585764
2597,3.7323585858585764
2598,3.7323585858585764
2599,3.732358585858576
2600,3.7272929292929335
2601,3.7272929292929335
2602,3.727292929292933
2603,3.727292929292933
2604,3.727292929292933
2605,3.7272929292929327
2606,3.7272929292929327
2607,3.7272929292929327
2608,3.727292929292932
2609,3.727292929292932
2610,3.727292929292932
2611,3.7272929292929318
2612,3.7272929292929318
2613,3.7272929292929318
2614,3.7272929292929318
2615,3.7272929292929313
2616,3.7272929292929313
2617,3.7272929292929313
2618,3.727292929292931
2619,3.727292929292931
2620,3.727292929292931
2621,3.7272929292929304
2622,3.7272929292929304
2623,3.7272929292929304
2624,3.72729292929293
2625,3.72729292929293
2626,3.72729292929293
2627,3.7272929292929295
2628,3.7272929292929295
2629,3.7272929292929295
2630,3.727292929292929
2631,3.727292929292929
2632,3.727292929292929
2633,3.7272929292929287
2634,3.7272929292929287
2635,3.7272929292929287
2636,3.727292929292928
2637,3.727292929292928
2638,3.727292929292928
2639,3.727292929292928
2640,3.7272929292929278
2641,3.7272929292929278
2642,3.7272929292929278
2643,3.7272929292929273
2644,3.7272929292929273
2645,3.7272929292929273
2646,3.727292929292927
2647,3.727292929292927
2648,3.727292929292927
2649,3.7272929292929264
2650,3.7272929292929264
2651,3.7272929292929264
2652,3.727292929292926
2653,3.727292929292926
2654,3.727292929292926
2655,3.7272929292929255
2656,3.7272929292929255
2657,3.7272929292929255
2658,3.7272929292929255
2659,3.727292929292925
2660,3.727292929292925
2661,3.7272929292929247
2662,3.7272929292929247
2663,3.7272929292929247
2664,3.7272929292929247
2665,3.727292929292924
2666,3.727292929292924
2667,3.727292929292924
2668,3.7272929292929238
2669,3.7272929292929238
2670,3.7272929292929238
2671,3.7272929292929233
2672,3.7272929292929233
2673,3.7272929292929233
2674,3.727292929292923
2675,3.727292929292923
2676,3.727292929292923
2677,3.7272929292929224
2678,3.7272929292929224
2679,3.7272929292929224
2680,3.727292929292922
2681,3.727292929292922
2682,3.727292929292922
2683,3.727292929292922
2684,3.7272929292929216
2685,3.7272929292929216
2686,3.7272929292929216
2687,3.727292929292921
2688,3.727292929292921
2689,3.727292929292921
2690,3.7272929292929207
2691,3.7272929292929207
2692,3.7272929292929207
2693,3.72729292929292
2694,3.72729292929292
2695,3.72729292929292
2696,3.7272929292929198
2697,3.7272929292929198
2698,3.7272929292929198
2699,3.7272929292929193
2700,3.722227272727277
2701,3.722227272727277
2702,3.722227272727277
2703,3.7222272727272765
2704,3.7222272727272765
2705,3.7222272727272765
2706,3.722227272727276
2707,3.722227272727276
2708,3.722227272727276
2709,3.7222272727272756
2710,3.7222272727272756
2711,3.7222272727272756
2712,3.722227272727275
2713,3.722227272727275
2714,3.722227272727275
2715,3.7222272727272747
2716,3.7222272727272747
2717,3.7222272727272747
2718,3.7222272727272743
2719,3.7222272727272743
2720,3.7222272727272743
2721,3.722227272727274
2722,3.722227272727274
2723,3.722227272727274
2724,3.722227272727274
2725,3.7222272727272734
2726,3.7222272727272734
2727,3.7222272727272734
2728,3.722227272727273
2729,3.722227272727273
2730,3.722227272727273
2731,3.7222272727272725
2732,3.7222272727272725
2733,3.7222272727272725
2734,3.722227272727272
2735,3.722227272727272
2736,3.722227272727272
2737,3.7222272727272716
2738,3.7222272727272716
2739,3.7222272727272716
2740,3.722227272727271
2741,3.722227272727271
2742,3.722227272727271
2743,3.7222272727272707
2744,3.7222272727272707
2745,3.7222272727272707
2746,3.7222272727272703
2747,3.7222272727272703
2748,3.7222272727272703
2749,3.7222272727272703
2750,3.72222727272727
2751,3.72222727272727
2752,3.72222727272727
2753,3.7222272727272694
2754,3.7222272727272694
2755,3.7222272727272694
2756,3.722227272727269
2757,3.722227272727269
2758,3.722227272727269
2759,3.7222272727272685
2760,3.7222272727272685
2761,3.7222272727272685
2762,3.722227272727268
2763,3.722227272727268
2764,3.722227272727268
2765,3.7222272727272676
2766,3.7222272727272676
2767,3.7222272727272676
2768,3.7222272727272676
2769,3.722227272727267
2770,3.722227272727267
2771,3.7222272727272667
2772,3.7222272727272667
2773,3.7222272727272667
2774,3.7222272727272667
2775,3.7222272727272663
2776,3.7222272727272663
2777,3.7222272727272663
2778,3.722227272727266
2779,3.722227272727266
2780,3.722227272727266
2781,3.7222272727272654
2782,3.7222272727272654
2783,3.7222272727272654
2784,3.722227272727265
2785,3.722227272727265
2786,3.722227272727265
2787,3.7222272727272645
2788,3.7222272727272645
2789,3.7222272727272645
2790,3.722227272727264
2791,3.722227272727264
2792,3.722227272727264
2793,3.722227272727264
2794,3.7222272727272636
2795,3.7222272727272636
2796,3.7222272727272636
2797,3.722227272727263
2798,3.722227272727263
2799,3.722227272727263
2800,3.7171616161616203
2801,3.7171616161616203
2802,3.7171616161616203
2803,3.71716161616162
2804,3.71716161616162
2805,3.71716161616162
2806,3.7171616161616194
2807,3.7171616161616194
2808,3.7171616161616194
2809,3.717161616161619
2810,3.717161616161619
2811,3.717161616161619
2812,3.7171616161616186
2813,3.7171616161616186
2814,3.7171616161616186
2815,3.717161616161618
2816,3.717161616161618
2817,3.717161616161618
2818,3.7171616161616177
2819,3.7171616161616177
2820,3.7171616161616177
2821,3.7171616161616177
2822,3.717161616161617
2823,3.717161616161617
2824,3.717161616161617
2825,3.7171616161616168
2826,3.7171616161616168
2827,3.7171616161616168
2828,3.7171616161616163
2829,3.7171616161616163
2830,3.7171616161616163
2831,3.717161616161616
2832,3.717161616161616
2833,3.717161616161616
2834,3.7171616161616154
2835,3.7171616161616154
2836,3.7171616161616154
2837,3.717161616161615
2838,3.717161616161615
2839,3.717161616161615
2840,3.717161616161615
2841,3.7171616161616146
2842,3.7171616161616146
2843,3.717161616161614
2844,3.717161616161614
2845,3.717161616161614
2846,3.717161616161614
2847,3.7171616161616137
2848,3.7171616161616137
2849,3.7171616161616137
2850,3.7171616161616132
2851,3.7171616161616132
2852,3.7171616161616132
2853,3.717161616161613
2854,3.717161616161613
2855,3.717161616161613
2856,3.7171616161616123
2857,3.7171616161616123
2858,3.7171616161616123
2859,3.717161616161612
2860,3.717161616161612
2861,3.717161616161612
2862,3.7171616161616114
2863,3.7171616161616114
2864,3.7171616161616114
2865,3.7171616161616114
2866,3.717161616161611
2867,3.717161616161611
2868,3.717161616161611
2869,3.7171616161616106
2870,3.7171616161616106
2871,3.7171616161616106
2872,3.71716161616161
2873,3.71716161616161
2874,3.71716161616161
2875,3.7171616161616097
2876,3.7171616161616097
2877,3.7171616161616097
2878,3.7171616161616092
2879,3.7171616161616092
2880,3.7171616161616092
2881,3.717161616161609
2882,3.717161616161609
2883,3.717161616161609
2884,3.7171616161616083
2885,3.7171616161616083
2886,3.7171616161616083
2887,3.717161616161608
2888,3.717161616161608
2889,3.717161616161608
2890,3.717161616161608
2891,3.7171616161616075
2892,3.7171616161616075
2893,3.7171616161616075
2894,3.717161616161607
2895,3.717161616161607
2896,3.717161616161607
2897,3.7171616161616066
2898,3.7171616161616066
2899,3.7171616161616066
2900,3.7120959595959637
2901,3.7120959595959637
2902,3.7120959595959637
2903,3.7120959595959633
2904,3.7120959595959633
2905,3.7120959595959633
2906,3.7120959595959633
2907,3.712095959595963
2908,3.712095959595963
2909,3.712095959595963
2910,3.7120959595959624
2911,3.7120959595959624
2912,3.7120959595959624
2913,3.712095959595962
2914,3.712095959595962
2915,3.712095959595962
2916,3.7120959595959615
2917,3.7120959595959615
2918,3.7120959595959615
2919,3.712095959595961
2920,3.712095959595961
2921,3.712095959595961
2922,3.7120959595959606
2923,3.7120959595959606
2924,3.7120959595959606
2925,3.71209595959596
2926,3.71209595959596
2927,3.71209595959596
2928,3.7120959595959597
2929,3.7120959595959597
2930,3.7120959595959597
2931,3.7120959595959597
2932,3.7120959595959593
2933,3.7120959595959593
2934,3.7120959595959593
2935,3.712095959595959
2936,3.712095959595959
2937,3.712095959595959
2938,3.7120959595959584
2939,3.7120959595959584
2940,3.7120959595959584
2941,3.712095959595958
2942,3.712095959595958
2943,3.712095959595958
2944,3.7120959595959575
2945,3.7120959595959575
2946,3.7120959595959575
2947,3.712095959595957
2948,3.712095959595957
2949,3.712095959595957
2950,3.712095959595957
2951,3.7120959595959566
2952,3.7120959595959566
2953,3.712095959595956
2954,3.712095959595956
2955,3.712095959595956
2956,3.712095959595956
2957,3.7120959595959557
2958,3.7120959595959557
2959,3.7120959595959557
2960,3.7120959595959553
2961,3.7120959595959553
2962,3.7120959595959553
2963,3.712095959595955
2964,3.712095959595955
2965,3.712095959595955
2966,3.7120959595959544
2967,3.7120959595959544
2968,3.7120959595959544
2969,3.712095959595954
2970,3.712095959595954
2971,3.712095959595954
2972,3.7120959595959535
2973,3.7120959595959535
2974,3.7120959595959535
2975,3.7120959595959535
2976,3.712095959595953
2977,3.712095959595953
2978,3.712095959595953
2979,3.7120959595959526
2980,3.7120959595959526
2981,3.7120959595959526
2982,3.712095959595952
2983,3.712095959595952
2984,3.712095959595952
2985,3.7120959595959517
2986,3.7120959595959517
2987,3.7120959595959517
2988,3.7120959595959513
2989,3.7120959595959513
2990,3.7120959595959513
2991,3.712095959595951
2992,3.712095959595951
2993,3.712095959595951
2994,3.7120959595959504
2995,3.7120959595959504
2996,3.7120959595959504
2997,3.71209595959595
2998,3.71209595959595
2999,3.71209595959595
3000,3.707030303030307
3001,3.707030303030307
3002,3.707030303030307
3003,3.707030303030307
3004,3.7070303030303067
3005,3.7070303030303067
3006,3.7070303030303067
3007,3.7070303030303062
3008,3.7070303030303062
3009,3.7070303030303062
3010,3.707030303030306
3011,3.707030303030306
3012,3.707030303030306
3013,3.7070303030303053
3014,3.7070303030303053
3015,3.7070303030303053
3016,3.707030303030305
3017,3.707030303030305
3018,3.707030303030305
3019,3.7070303030303045
3020,3.7070303030303045
3021,3.7070303030303045
3022,3.7070303030303045
3023,3.707030303030304
3024,3.707030303030304
3025,3.7070303030303036
3026,3.7070303030303036
3027,3.7070303030303036
3028,3.7070303030303036
3029,3.707030303030303
3030,3.707030303030303
3031,3.707030303030303
3032,3.7070303030303027
3033,3.7070303030303027
3034,3.7070303030303027
3035,3.7070303030303022
3036,3.7070303030303022
3037,3.7070303030303022
3038,3.707030303030302
3039,3.707030303030302
3040,3.707030303030302
3041,3.7070303030303013
3042,3.7070303030303013
3043,3.7070303030303013
3044,3.707030303030301
3045,3.707030303030301
3046,3.707030303030301
3047,3.707030303030301
3048,3.7070303030303005
3049,3.7070303030303005
3050,3.7070303030303005
3051,3.7070303030303
3052,3.7070303030303
3053,3.7070303030303
3054,3.7070303030302996
3055,3.7070303030302996
3056,3.7070303030302996
3057,3.707030303030299
3058,3.707030303030299
3059,3.707030303030299
3060,3.7070303030302987
3061,3.7070303030302987
3062,3.7070303030302987
3063,3.7070303030302982
3064,3.7070303030302982
3065,3.7070303030302982
3066,3.707030303030298
3067,3.707030303030298
3068,3.707030303030298
3069,3.7070303030302973
3070,3.7070303030302973
3071,3.7070303030302973
3072,3.7070303030302973
3073,3.707030303030297
3074,3.707030303030297
3075,3.707030303030297
3076,3.7070303030302965
3077,3.7070303030302965
3078,3.7070303030302965
3079,3.707030303030296
3080,3.707030303030296
3081,3.707030303030296
3082,3.7070303030302956
3083,3.7070303030302956
3084,3.7070303030302956
3085,3.707030303030295
3086,3.707030303030295
3087,3.707030303030295
3088,3.7070303030302947
3089,3.7070303030302947
3090,3.7070303030302947
3091,3.7070303030302942
3092,3.7070303030302942
3093,3.7070303030302942
3094,3.707030303030294
3095,3.707030303030294
3096,3.707030303030294
3097,3.707030303030294
3098,3.7070303030302934
3099,3.7070303030302934
3100,3.701964646464651
3101,3.7019646464646505
3102,3.7019646464646505
3103,3.7019646464646505
3104,3.70196464646465
3105,3.70196464646465
3106,3.70196464646465
3107,3.7019646464646496
3108,3.7019646464646496
3109,3.7019646464646496
3110,3.701964646464649
3111,3.701964646464649
3112,3.701964646464649
3113,3.7019646464646487
3114,3.7019646464646487
3115,3.7019646464646487
3116,3.7019646464646483
3117,3.7019646464646483
3118,3.7019646464646483
3119,3.7019646464646483
3120,3.701964646464648
3121,3.701964646464648
3122,3.701964646464648
3123,3.7019646464646474
3124,3.7019646464646474
3125,3.7019646464646474
3126,3.701964646464647
3127,3.701964646464647
3128,3.701964646464647
3129,3.7019646464646465
3130,3.7019646464646465
3131,3.7019646464646465
3132,3.701964646464646
3133,3.701964646464646
3134,3.701964646464646
3135,3.7019646464646456
3136,3.7019646464646456
3137,3.7019646464646456
3138,3.701964646464645
3139,3.701964646464645
3140,3.701964646464645
3141,3.7019646464646447
3142,3.7019646464646447
3143,3.7019646464646447
3144,3.7019646464646447
3145,3.7019646464646443
3146,3.7019646464646443
3147,3.7019646464646443
3148,3.701964646464644
3149,3.701964646464644
3150,3.701964646464644
3151,3.7019646464646434
3152,3.7019646464646434
3153,3.7019646464646434
3154,3.701964646464643
3155,3.701964646464643
3156,3.701964646464643
3157,3.7019646464646425
3158,3.7019646464646425
3159,3.7019646464646425
3160,3.701964646464642
3161,3.701964646464642
3162,3.701964646464642
3163,3.7019646464646416
3164,3.7019646464646416
3165,3.7019646464646416
3166,3.701964646464641
3167,3.701964646464641
3168,3.701964646464641
3169,3.701964646464641
3170,3.7019646464646407
3171,3.7019646464646407
3172,3.7019646464646407
3173,3.7019646464646403
3174,3.7019646464646403
3175,3.7019646464646403
3176,3.70196464646464
3177,3.70196464646464
3178,3.70196464646464
3179,3.7019646464646394
3180,3.7019646464646394
3181,3.7019646464646394
3182,3.701964646464639
3183,3.701964646464639
3184,3.701964646464639
3185,3.7019646464646385
3186,3.7019646464646385
3187,3.7019646464646385
3188,3.7019646464646385
3189,3.701964646464638
3190,3.701964646464638
3191,3.7019646464646376
3192,3.7019646464646376
3193,3.7019646464646376
3194,3.7019646464646376
3195,3.701964646464637
3196,3.701964646464637
3197,3.701964646464637
3198,3.7019646464646367
3199,3.7019646464646367
3200,3.6968989898989943
3201,3.696898989898994
3202,3.696898989898994
3203,3.696898989898994
3204,3.6968989898989935
3205,3.6968989898989935
3206,3.6968989898989935
3207,3.696898989898993
3208,3.696898989898993
3209,3.696898989898993
3210,3.6968989898989926
3211,3.6968989898989926
3212,3.6968989898989926
3213,3.696898989898992
3214,3.696898989898992
3215,3.696898989898992
3216,3.696898989898992
3217,3.6968989898989917
3218,3.6968989898989917
3219,3.6968989898989917
3220,3.6968989898989912
3221,3.6968989898989912
3222,3.6968989898989912
3223,3.696898989898991
3224,3.696898989898991
3225,3.696898989898991
3226,3.6968989898989904
3227,3.6968989898989904
3228,3.6968989898989904
3229,3.69689898989899
3230,3.69689898989899
3231,3.69689898989899
3232,3.6968989898989895
3233,3.6968989898989895
3234,3.6968989898989895
3235,3.696898989898989
3236,3.696898989898989
3237,3.696898989898989
3238,3.6968989898989886
3239,3.6968989898989886
3240,3.6968989898989886
3241,3.6968989898989886
3242,3.696898989898988
3243,3.696898989898988
3244,3.696898989898988
3245,3.6968989898989877
3246,3.6968989898989877
3247,3.6968989898989877
3248,3.6968989898989872
3249,3.6968989898989872
3250,3.6968989898989872
3251,3.696898989898987
3252,3.696898989898987
3253,3.696898989898987
3254,3.6968989898989864
3255,3.6968989898989864
3256,3.6968989898989864
3257,3.696898989898986
3258,3.696898989898986
3259,3.696898989898986
3260,3.696898989898986
3261,3.6968989898989855
3262,3.6968989898989855
3263,3.696898989898985
3264,3.696898989898985
3265,3.696898989898985
3266,3.696898989898985
3267,3.6968989898989846
3268,3.6968989898989846
3269,3.6968989898989846
3270,3.696898989898984
3271,3.696898989898984
3272,3.696898989898984
3273,3.6968989898989837
3274,3.6968989898989837
3275,3.6968989898989837
3276,3.6968989898989832
3277,3.6968989898989832
3278,3.6968989898989832
3279,3.696898989898983
3280,3.696898989898983
3281,3.696898989898983
3282,3.6968989898989824
3283,3.6968989898989824
3284,3.6968989898989824
3285,3.6968989898989824
3286,3.696898989898982
3287,3.696898989898982
3288,3.696898989898982
3289,3.6968989898989815
3290,3.6968989898989815
3291,3.6968989898989815
3292,3.696898989898981
3293,3.696898989898981
3294,3.696898989898981
3295,3.6968989898989806
3296,3.6968989898989806
3297,3.6968989898989806
3298,3.69689898989898
3299,3.69689898989898
3300,3.6918333333333377
3301,3.6918333333333377
3302,3.6918333333333373
3303,3.6918333333333373
3304,3.6918333333333373
3305,3.691833333333337
3306,3.691833333333337
3307,3.691833333333337
3308,3.6918333333333364
3309,3.6918333333333364
3310,3.6918333333333364
3311,3.691833333333336
3312,3.691833333333336
3313,3.691833333333336
3314,3.6918333333333355
3315,3.6918333333333355
3316,3.6918333333333355
3317,3.691833333333335
3318,3.691833333333335
3319,3.691833333333335
3320,3.691833333333335
3321,3.6918333333333346
3322,3.6918333333333346
3323,3.6918333333333346
3324,3.691833333333334
3325,3.691833333333334
3326,3.691833333333334
3327,3.6918333333333337
3328,3.6918333333333337
3329,3.6918333333333337
3330,3.6918333333333333
3331,3.6918333333333333
3332,3.6918333333333333
3333,3.691833333333333
3334,3.691833333333333
3335,3.691833333333333
3336,3.6918333333333324
3337,3.6918333333333324
3338,3.6918333333333324
3339,3.691833333333332
3340,3.691833333333332
3341,3.691833333333332
3342,3.6918333333333315
3343,3.6918333333333315
3344,3.6918333333333315
3345,3.6918333333333315
3346,3.691833333333331
3347,3.691833333333331
3348,3.691833333333331
3349,3.6918333333333306
3350,3.6918333333333306
3351,3.6918333333333306
3352,3.69183333333333
3353,3.69183333333333
3354,3.69183333333333
3355,3.6918333333333297
3356,3.6918333333333297
3357,3.6918333333333297
3358,3.6918333333333293
3359,3.6918333333333293
3360,3.6918333333333293
3361,3.691833333333329
3362,3.691833333333329
3363,3.691833333333329
3364,3.6918333333333284
3365,3.6918333333333284
3366,3.6918333333333284
3367,3.691833333333328
3368,3.691833333333328
3369,3.691833333333328
3370,3.691833333333328
3371,3.6918333333333275
3372,3.6918333333333275
3373,3.6918333333333275
3374,3.691833333333327
3375,3.691833333333327
3376,3.691833333333327
3377,3.6918333333333266
3378,3.6918333333333266
3379,3.6918333333333266
3380,3.691833333333326
3381,3.691833333333326
3382,3.691833333333326
3383,3.6918333333333258
3384,3.6918333333333258
3385,3.6918333333333258
3386,3.6918333333333253
3387,3.6918333333333253
3388,3.6918333333333253
3389,3.691833333333325
3390,3.691833333333325
3391,3.691833333333325
3392,3.6918333333333244
3393,3.6918333333333244
3394,3.6918333333333244
3395,3.6918333333333244
3396,3.691833333333324
3397,3.691833333333324
3398,3.691833333333324
3399,3.6918333333333235
3400,3.686767676767681
3401,3.686767676767681
3402,3.6867676767676807
3403,3.6867676767676807
3404,3.6867676767676807
3405,3.6867676767676802
3406,3.6867676767676802
3407,3.6867676767676802
3408,3.68676767676768
3409,3.68676767676768
3410,3.68676767676768
3411,3.6867676767676794
3412,3.6867676767676794
3413,3.6867676767676794
3414,3.686767676767679
3415,3.686767676767679
3416,3.686767676767679
3417,3.686767676767679
3418,3.6867676767676785
3419,3.6867676767676785
3420,3.6867676767676785
3421,3.686767676767678
3422,3.686767676767678
3423,3.686767676767678
3424,3.6867676767676776
3425,3.6867676767676776
3426,3.6867676767676776
3427,3.686767676767677
3428,3.686767676767677
3429,3.686767676767677
3430,3.6867676767676767
3431,3.6867676767676767
3432,3.6867676767676767
3433,3.6867676767676762
3434,3.6867676767676762
3435,3.6867676767676762
3436,3.686767676767676
3437,3.686767676767676
3438,3.686767676767676
3439,3.6867676767676754
3440,3.6867676767676754
3441,3.6867676767676754
3442,3.6867676767676754
3443,3.686767676767675
3444,3.686767676767675
3445,3.686767676767675
3446,3.6867676767676745
3447,3.6867676767676745
3448,3.6867676767676745
3449,3.686767676767674
3450,3.686767676767674
3451,3.686767676767674
3452,3.6867676767676736
3453,3.6867676767676736
3454,3.6867676767676736
3455,3.686767676767673
3456,3.686767676767673
3457,3.686767676767673
3458,3.6867676767676727
3459,3.6867676767676727
3460,3.6867676767676727
3461,3.6867676767676723
3462,3.6867676767676723
3463,3.6867676767676723
3464,3.686767676767672
3465,3.686767676767672
3466,3.686767676767672
3467,3.686767676767672
3468,3.6867676767676714
3469,3.6867676767676714
3470,3.6867676767676714
3471,3.686767676767671
3472,3.686767676767671
3473,3.686767676767671
3474,3.6867676767676705
3475,3.6867676767676705
3476,3.6867676767676705
3477,3.68676767676767
3478,3.68676767676767
3479,3.68676767676767
3480,3.6867676767676696
3481,3.6867676767676696
3482,3.6867676767676696
3483,3.686767676767669
3484,3.686767676767669
3485,3.686767676767669
3486,3.686767676767669
3487,3.6867676767676687
3488,3.6867676767676687
3489,3.6867676767676683
3490,3.6867676767676683
3491,3.6867676767676683
3492,3.6867676767676683
