dS,R,Seq,cidx,a,da,dai,dap
8.670534107,0.520090018,0.219523905,0.570314063,0.013434687,6.80E-07,3.63E-16,6.80E-07
9.897179436,0.46840168,1.740564113,0.023804761,0.001924385,1.35E-07,7.38E-16,1.35E-07
50.84696939,-0.041346269,1.366629326,0.026805361,0.006485297,5.52E-06,7.32E-17,5.52E-06
45.53710742,-0.093208642,1.137431486,0.203040608,0.013770754,8.25E-06,1.23E-16,8.25E-06
50.69573915,0.313336667,1.823908782,0.814362873,0.008129626,9.11E-06,1.41E-15,9.11E-06
20.63452691,-0.013326665,1.42764953,0.188237648,0.009357872,1.53E-06,2.47E-16,1.53E-06
63.43268654,0.272786557,0.028277656,0.228645729,0.005513103,9.31E-06,8.64E-16,9.31E-06
62.94538908,0.118069614,0.911954391,0.790158032,0.0179996,2.45E-05,2.80E-16,2.45E-05
35.35427085,0.038709742,1.715263053,0.598919784,0.018915783,8.37E-06,1.92E-16,8.37E-06
30.86777355,0.503904781,1.125525105,0.973994799,0.013022605,6.82E-06,6.59E-16,6.82E-06
40.9329866,0.28879776,1.767725545,0.032006401,0.009705941,7.07E-06,3.90E-17,7.07E-06
68.00320064,0.161404281,1.299655931,0.152030406,0.016515303,2.69E-05,6.40E-17,2.69E-05
80.08481696,0.04480096,0.815959192,0.932386477,0.004432887,9.96E-06,5.45E-15,9.96E-06
41.31946389,0.096663333,0.013022605,0.838767754,0.014722945,9.19E-06,4.44E-16,9.19E-06
1.159431886,-0.001840368,0.224360872,0.113822765,0.017755551,1.37E-08,4.15E-17,1.37E-08
58.08921784,0.570734147,0.508625725,0.545909182,0.003528706,7.15E-06,5.03E-15,7.15E-06
6.788557712,-0.084332867,1.441788358,0.4974995,0.003976795,7.80E-08,3.61E-15,7.80E-08
61.50030006,0.011038208,1.281796359,0.448089618,0.010854171,1.37E-05,4.37E-16,1.37E-05
71.17903581,0.416365273,0.272358472,0.74874975,0.015483097,3.42E-05,3.59E-16,3.42E-05
2.537307461,-0.049873975,0.680896179,0.364672935,0.018427686,5.53E-08,1.23E-16,5.53E-08
55.35027005,-0.202154431,0.910094019,0.803960792,0.000712142,6.39E-07,1.82E-13,6.39E-07
24.65053011,0.151658332,0.070322064,0.135027005,0.009325865,2.40E-06,1.78E-16,2.40E-06
26.17963593,0.431332266,1.731634327,0.776155231,0.00070014,3.09E-07,1.82E-13,3.09E-07
39.13502701,0.560292058,0.838283657,0.335267053,0.01635127,1.40E-05,1.44E-16,1.40E-05
18.13082617,0.452216443,0.625085017,0.840368074,0.019459892,3.48E-06,2.55E-16,3.48E-06
13.99719944,-0.016633327,1.38634927,0.574914983,0.004996999,4.15E-07,2.64E-15,4.15E-07
50.09081816,0.421412282,0.21915183,0.774954991,0.014102821,1.64E-05,4.47E-16,1.64E-05
44.05841168,0.053502701,1.50094819,0.607521504,0.017819564,1.20E-05,2.20E-16,1.20E-05
38.39567914,-0.187883577,0.459883977,0.716143229,0.003640728,1.50E-06,6.20E-15,1.50E-06
11.20784157,0.398439688,0.005581116,0.913782757,0.009445889,6.91E-07,1.18E-15,6.91E-07
82.13482697,0.624858972,1.494622925,0.50490098,0.00530106,2.15E-05,2.06E-15,2.15E-05
40.52970594,0.355627125,0.736335267,0.191838368,0.002724545,2.27E-06,2.97E-15,2.27E-06
27.40628126,0.100840168,1.165709142,0.574314863,0.006165233,1.92E-06,1.73E-15,1.92E-06
16.48409682,0.407315463,0.793262653,0.044408882,0.014874975,2.17E-06,2.30E-17,2.17E-06
50.98139628,-0.168217644,0.05729946,0.484096819,0.013642729,8.92E-06,2.99E-16,8.92E-06
60.89537908,0.07229846,1.394906981,0.938187638,0.013938788,1.76E-05,5.54E-16,1.76E-05
42.29405881,0.244766953,1.01725145,0.394478896,0.010422084,7.75E-06,4.17E-16,7.75E-06
40.49609922,-0.22564913,0.538763753,0.280856171,0.016303261,6.28E-06,1.21E-16,6.28E-06
34.5645129,0.460222044,1.307097419,0.105221044,0.007669534,4.90E-06,2.05E-16,4.90E-06
13.91318264,0.411666333,0.519415883,0.058411682,0.005465093,6.29E-07,2.25E-16,6.29E-07
50.35967193,0.026875375,0.227337467,0.223844769,0.011266253,9.90E-06,2.03E-16,9.90E-06
56.71134227,0.593010602,0.455047009,0.025005001,0.003012603,6.10E-06,3.16E-16,6.10E-06
44.88177636,-0.016459292,0.951394279,0.902780556,0.012586517,8.46E-06,6.54E-16,8.46E-06
19.65993199,-0.208767754,0.178595719,0.638327666,0.010946189,1.17E-06,6.12E-16,1.17E-06
42.19323865,0.611110222,0.628433687,0.24224845,0.00670134,7.59E-06,6.19E-16,7.59E-06
33.95959192,0.411492298,0.850934187,0.705941188,0.01864773,1.03E-05,2.33E-16,1.03E-05
69.80116023,-0.020636127,0.925721144,0.983196639,0.00654931,1.04E-05,2.63E-15,1.04E-05
47.18383677,-0.21190038,0.775775155,0.984996999,0.016503301,8.61E-06,4.15E-16,8.61E-06
8.939387878,-0.134454891,0.35309862,0.607121424,0.004036807,1.21E-07,4.28E-15,1.21E-07
9.00660132,-0.016285257,0.471790358,0.648129626,0.016127225,5.43E-07,2.86E-16,5.43E-07
27.01980396,0.174630926,0.890746149,0.216643329,0.007605521,2.39E-06,4.30E-16,2.39E-06
37.45469094,0.501990398,0.720336067,0.012602521,0.01085017,8.22E-06,1.23E-17,8.22E-06
13.86277255,-0.156905381,1.750982196,0.24544909,0.006225245,3.93E-07,7.27E-16,3.93E-07
5.309861972,-0.1354991,1.546713343,0.375675135,0.000136027,2.33E-12,2.33E-12,1.99E-09
67.33106621,0.597709542,1.420208042,0.186637327,0.016635327,4.11E-05,7.74E-17,4.11E-05
75.4134827,0.400876175,1.474530906,0.122024405,0.004320864,1.15E-05,7.50E-16,1.15E-05
10.75415083,0.014518904,1.504668934,0.183636727,0.016615323,8.06E-07,7.64E-17,8.06E-07
27.15423085,-0.091990398,0.261568314,0.338067614,0.005333067,1.32E-06,1.36E-15,1.32E-06
69.75075015,0.486153231,1.052226445,0.570714143,0.002880576,7.47E-06,7.90E-15,7.47E-06
72.55691138,-0.001492298,1.627081416,0.581716343,0.003840768,7.05E-06,4.53E-15,7.05E-06
16.95459092,0.370768154,1.278819764,0.915383077,0.001008202,1.82E-07,1.03E-13,1.82E-07
68.42328466,-0.173438688,0.676059212,0.708341668,0.006913383,8.13E-06,1.70E-15,8.13E-06
11.47669534,-0.061534307,0.215803161,0.49809962,0.018771754,9.03E-07,1.62E-16,9.03E-07
9.661932386,0.286013203,0.029393879,0.398879776,4.40E-05,2.36E-11,2.36E-11,3.28E-09
50.88057612,0.024090818,1.680288058,0.815363073,0.007529506,6.94E-06,1.65E-15,6.94E-06
44.99939988,-0.183358672,0.902280456,0.711742348,0.01705141,8.50E-06,2.81E-16,8.50E-06
47.50310062,0.213614723,0.830470094,0.681336267,0.000636127,7.03E-07,1.93E-13,7.03E-07
34.61492298,0.111456291,1.540016003,0.770754151,0.010710142,4.98E-06,7.72E-16,4.98E-06
18.38287658,-0.032470494,1.173894779,0.627325465,0.013086617,1.63E-06,4.21E-16,1.63E-06
45.63792759,0.232932587,1.407557512,0.115223045,0.00870174,7.48E-06,1.75E-16,7.48E-06
42.17643529,-0.159341868,0.138039608,0.035207041,0.009377876,4.50E-06,4.60E-17,4.50E-06
62.65973195,0.192208442,0.415979196,0.50970194,0.015463093,2.22E-05,2.45E-16,2.22E-05
13.35867173,0.146263253,0.279427886,0.879975995,0.015447089,1.23E-06,4.23E-16,1.23E-06
10.72054411,0.043234647,1.819443889,0.459691938,0.011038208,5.58E-07,4.33E-16,5.58E-07
2.974194839,-0.224778956,1.476391278,0.482696539,0.00440088,1.48E-08,2.86E-15,1.48E-08
78.4044809,0.492070414,1.243472695,0.352470494,0.018575715,5.25E-05,1.17E-16,5.25E-05
70.4564913,0.413406681,0.800704141,0.24884977,0.014310862,3.11E-05,1.40E-16,3.11E-05
79.11022204,0.153920784,1.582432486,0.74474895,0.013170634,2.87E-05,4.93E-16,2.87E-05
12.13202641,0.10780156,0.647781556,0.710342068,0.003436687,2.48E-07,6.91E-15,2.48E-07
19.00460092,0.286883377,0.488905781,0.609121824,0.001668334,3.33E-07,2.51E-14,3.33E-07
51.61992398,0.040276055,1.159383877,0.443888778,0.006081216,5.90E-06,1.38E-15,5.90E-06
47.31826365,0.379817964,0.847213443,0.73954791,9.60E-05,9.21E-12,9.21E-12,1.39E-07
10.92218444,-0.086421284,0.779867974,0.134026805,0.014822965,6.34E-07,7.00E-17,6.34E-07
52.99779956,0.060116023,1.343932787,0.834966993,0.013730746,1.33E-05,5.09E-16,1.33E-05
52.74574915,0.410622124,1.190638128,0.718743749,0.013046609,1.66E-05,4.85E-16,1.66E-05
6.217243449,-0.02289858,0.855771154,0.75515103,0.008969794,1.57E-07,1.08E-15,1.57E-07
30.24604921,0.194122825,0.072182436,0.979195839,0.000796159,3.70E-07,1.77E-13,3.70E-07
25.25545109,0.241808362,0.472534507,0.487497499,0.006277255,1.86E-06,1.42E-15,1.86E-06
59.03020604,0.442992599,0.96664933,0.515103021,0.006673335,1.14E-05,1.33E-15,1.14E-05
4.520104021,0.018869774,1.184684937,0.23884777,0.017571514,1.71E-07,8.88E-17,1.71E-07
72.45609122,-0.215729146,1.701868374,0.422484497,0.011666333,1.37E-05,3.56E-16,1.37E-05
48.19203841,0.290016003,1.444020804,0.769353871,0.012242448,1.19E-05,5.89E-16,1.19E-05
49.46909382,0.145915183,1.721216243,0.765753151,0.014446889,1.30E-05,4.21E-16,1.30E-05
70.69173835,0.13930186,0.204640928,0.862572515,0.007313463,1.34E-05,1.85E-15,1.34E-05
21.0210042,-0.104868974,1.555643129,0.893578716,0.001564313,2.58E-07,4.19E-14,2.58E-07
13.44268854,0.257471494,1.64680136,0.272054411,0.019671934,1.69E-06,8.07E-17,1.69E-06
27.96079216,-0.070932186,1.225241048,0.355471094,0.0035007,9.77E-07,3.33E-15,9.77E-07
48.98179636,0.276267253,1.782980596,0.936587317,0.008261652,8.41E-06,1.58E-15,8.41E-06
60.9289858,0.400354071,0.722196439,0.628325665,0.013610722,2.24E-05,3.89E-16,2.24E-05
14.93818764,0.50460092,1.531830366,0.790958192,0.004964993,7.28E-07,3.68E-15,7.28E-07
30.34686937,0.393566713,1.505413083,0.836767353,0.014474895,6.47E-06,4.59E-16,6.47E-06
44.14242849,0.561858372,1.656475295,0.695739148,0.013894779,1.51E-05,4.14E-16,1.51E-05
9.645129026,0.073168634,1.6055011,0.120424085,0.018839768,7.68E-07,3.90E-17,7.68E-07
16.71934387,-0.146289258,1.462996599,0.919183837,0.001228246,1.26E-07,7.00E-14,1.26E-07
57.58511702,-0.132366473,1.054830966,0.428885777,0.005857171,5.41E-06,1.44E-15,5.41E-06
80.42088418,-0.216947389,1.28105221,0.264652931,0.019195839,2.64E-05,8.25E-17,2.64E-05
82.28605721,-0.103476695,1.759911982,0.173434687,0.018535707,3.20E-05,5.80E-17,3.20E-05
19.49189838,-0.041694339,1.49425085,0.650730146,0.01455091,1.97E-06,3.53E-16,1.97E-06
5.780356071,0.032966593,1.211474295,0.266853371,0.001928386,3.51E-08,8.24E-15,3.51E-08
48.64572915,0.224056811,0.113482697,0.378275655,0.000604121,7.06E-07,1.19E-13,7.06E-07
53.36747349,-0.142112422,0.660432086,0.391878376,0.013522705,1.00E-05,2.46E-16,1.00E-05
17.5595119,-0.070236047,1.182080416,0.542108422,0.007965593,8.84E-07,9.81E-16,8.84E-07
52.69533907,0.494506901,1.848093619,0.982396479,0.008381676,1.21E-05,1.61E-15,1.21E-05
11.9639928,0.497813563,0.2704981,0.084016803,0.010322064,9.42E-07,9.05E-17,9.42E-07
18.29885977,0.314206841,1.636383277,0.586717343,0.005021004,8.83E-07,2.67E-15,8.83E-07
31.79195839,0.526355271,1.499087818,0.013202641,0.000580116,4.14E-07,4.50E-15,4.14E-07
19.9119824,0.35614923,1.54224845,0.668733747,0.000972194,2.34E-07,8.12E-14,2.34E-07
30.88457692,0.367809562,0.759403881,0.369873975,0.005541108,2.68E-06,1.38E-15,2.68E-06
69.85157031,0.367983597,0.112738548,0.806361272,0.009753951,2.05E-05,9.73E-16,2.05E-05
31.8759752,0.13495099,0.383236647,0.962392478,0.0055011,2.34E-06,3.65E-15,2.34E-06
42.78135627,-0.067103421,1.797119424,0.533106621,0.007005401,4.11E-06,1.25E-15,4.11E-06
52.46009202,0.000422084,0.166317263,0.530106021,0.01105021,1.03E-05,4.98E-16,1.03E-05
76.67373475,0.497465493,1.6694979,0.25565113,0.014078816,3.92E-05,1.48E-16,3.92E-05
65.28105621,-0.226345269,0.289473895,0.089617924,0.003460692,3.62E-06,8.59E-16,3.62E-06
73.32986597,0.605193039,1.364396879,0.210042008,0.004456891,1.44E-05,1.21E-15,1.44E-05
14.61892378,-0.120010002,1.573130626,0.874174835,0.005773155,4.30E-07,3.01E-15,4.30E-07
30.36367273,0.054024805,0.636991398,0.550510102,0.009405881,3.34E-06,7.15E-16,3.34E-06
46.47809562,0.340660132,0.754566913,0.457491498,0.007989598,7.82E-06,8.23E-16,7.82E-06
67.5495099,0.63564913,1.314538908,0.611522304,0.018787758,4.91E-05,1.99E-16,4.91E-05
25.54110822,0.27470094,1.119943989,0.546509302,0.009413883,2.84E-06,7.08E-16,2.84E-06
42.5125025,0.394958992,0.161108222,0.456091218,0.017111422,1.41E-05,1.79E-16,1.41E-05
41.35307061,0.262518504,1.124036807,0.932186437,0.01070214,7.72E-06,9.35E-16,7.72E-06
35.53910782,0.236065213,1.456671334,0.236447289,0.004464893,2.54E-06,1.36E-15,2.54E-06
0.655331066,0.63060212,1.839535907,0.943788758,0.013690738,6.75E-09,5.78E-16,6.75E-09
33.70754151,0.300980196,1.410534107,0.674934987,0.019867974,9.68E-06,1.96E-16,9.68E-06
68.8769754,-0.111482296,1.083480696,0.225645129,0.012770554,1.61E-05,1.59E-16,1.61E-05
79.17743549,-0.021854371,1.02394879,0.024804961,0.013054611,2.48E-05,1.67E-17,2.48E-05
7.275855171,0.418627726,1.028413683,0.48889778,0.009157832,3.08E-07,6.69E-16,3.08E-07
71.51510302,-0.150988198,0.554390878,0.333266653,0.000208042,8.84E-13,8.84E-13,3.56E-07
76.80816163,0.09039808,0.170782156,0.214442889,0.013646729,2.69E-05,1.32E-16,2.69E-05
47.939988,0.557681536,1.046273255,0.179235847,0.000644129,1.02E-06,4.96E-14,1.02E-06
12.30006001,0.284620924,0.448721744,0.786357271,0.016475295,1.24E-06,3.33E-16,1.24E-06
39.37027405,-0.188753751,0.175619124,0.022004401,0.006381276,2.65E-06,6.20E-17,2.65E-06
57.78675735,-0.186317263,1.537039408,0.541908382,0.019395879,1.52E-05,1.65E-16,1.52E-05
29.28825765,-0.008453691,1.283284657,0.881576315,0.00060012,2.32E-07,2.81E-13,2.32E-07
55.71994399,0.452042408,0.114970994,0.899579916,0.005209042,8.21E-06,3.81E-15,8.21E-06
34.44688938,0.626947389,0.58824965,0.709941988,0.013674735,1.03E-05,4.36E-16,1.03E-05
42.27725545,0.274178836,0.590110022,0.820964193,0.016643329,1.22E-05,3.40E-16,1.22E-05
0.520904181,0.187857572,0.086321264,0.108621724,0.015971194,3.19E-09,4.89E-17,3.19E-09
24.44888978,-0.015241048,1.691078216,0.99339868,0.010082016,2.24E-06,1.12E-15,2.24E-06
0.319263853,-0.061360272,0.732986597,0.669933987,0.007705541,5.19E-10,1.30E-15,5.19E-10
60.39127826,-0.217295459,1.195103021,0.886177235,0.003332667,3.07E-06,9.16E-15,3.07E-06
7.443888778,0.249117824,1.643824765,0.952590518,0.012562513,3.70E-07,6.93E-16,3.70E-07
16.75295059,0.034880976,0.762752551,0.161632326,0.010882176,1.25E-06,1.57E-16,1.25E-06
23.47429486,0.100666133,1.819815963,0.768153631,0.013062613,2.89E-06,5.17E-16,2.89E-06
18.04680936,0.3920004,0.414862973,0.786757351,0.008125625,1.44E-06,1.37E-15,1.44E-06
81.61392278,0.043060612,0.06660132,0.151630326,0.007297459,1.64E-05,3.27E-16,1.64E-05
16.34966993,0.168191638,0.418955791,0.303060612,0.016195239,1.89E-06,1.33E-16,1.89E-06
71.19583917,0.595621124,1.606617323,0.765353071,0.005917183,1.74E-05,2.51E-15,1.74E-05
54.44288858,-0.01819964,1.605873175,0.728345669,0.006721344,6.75E-06,1.85E-15,6.75E-06
73.90118024,0.131470294,0.148457692,0.475895179,0.01275055,2.42E-05,3.36E-16,2.42E-05
65.18023605,0.325519104,1.420580116,0.310262052,0.009477896,1.69E-05,3.97E-16,1.69E-05
73.41388278,-0.221472294,0.808145629,0.975995199,0.013162633,1.56E-05,6.47E-16,1.56E-05
7.880776155,0.354408882,1.096875375,0.054010802,0.017039408,5.96E-07,2.14E-17,5.96E-07
33.75795159,-0.214858972,1.644196839,0.23944789,0.016555311,4.62E-06,1.00E-16,4.62E-06
38.27805561,0.345359072,0.090042008,0.463492699,0.004084817,2.94E-06,3.19E-15,2.94E-06
47.45269054,0.430288058,0.043532707,0.74454891,0.012462492,1.34E-05,5.50E-16,1.34E-05
47.36867373,0.135473095,0.535043009,0.559311862,0.014194839,1.17E-05,3.19E-16,1.17E-05
13.79555911,0.239893979,1.337607522,0.303660732,0.018263653,1.63E-06,1.05E-16,1.63E-06
37.25305061,0.334220844,0.200176035,0.870974195,0.017483497,1.07E-05,3.27E-16,1.07E-05
50.89737948,0.631124225,0.628061612,0.637927586,0.010074015,1.62E-05,7.22E-16,1.62E-05
62.54210842,0.330218044,1.330910182,0.350870174,0.018811762,2.97E-05,1.14E-16,2.97E-05
6.536507301,0.04915183,0.144364873,0.013402681,0.018331666,3.58E-07,4.58E-18,3.58E-07
70.070014,-0.064492899,0.546577315,0.624724945,0.019903981,2.71E-05,1.81E-16,2.71E-05
46.32686537,0.039057812,0.475139028,0.24304861,0.017407481,1.28E-05,9.21E-17,1.28E-05
10.95579116,0.358585717,1.843256651,0.170834167,0.007777556,5.33E-07,3.24E-16,5.33E-07
12.6025205,0.544280856,1.627825565,0.388277656,0.01914783,1.95E-06,1.22E-16,1.95E-06
41.11782356,-0.078241648,0.780984197,0.617723545,0.007689538,4.09E-06,1.20E-15,4.09E-06
5.99879976,0.297673535,0.95065013,0.679935987,0.009589918,2.01E-07,8.49E-16,2.01E-07
60.86177235,0.323604721,1.590246049,0.955391078,0.01939988,2.89E-05,2.91E-16,2.89E-05
82.31966393,-0.147855571,1.41834767,0.785357071,0.003676735,6.65E-06,6.67E-15,6.65E-06
25.94438888,-0.11705141,0.885909182,0.015203041,0.006561312,1.41E-06,4.05E-17,1.41E-06
65.07941588,-0.043956791,0.834190838,0.386077215,0.00260052,3.72E-06,6.56E-15,3.72E-06
20.80256051,0.496943389,0.549553911,0.734346869,0.01954791,4.74E-06,2.21E-16,4.74E-06
71.02780556,0.543062613,1.311934387,0.480896179,0.008181636,2.18E-05,8.25E-16,2.18E-05
54.30846169,0.218139628,0.970370074,0.939587918,0.013526705,1.54E-05,5.90E-16,1.54E-05
14.954991,0.256079216,1.858511702,0.205441088,0.004060812,4.76E-07,1.43E-15,4.76E-07
56.6105221,0.023742749,0.315891178,0.125225045,0.013758752,1.48E-05,7.60E-17,1.48E-05
52.39287858,0.120158032,0.558111622,0.74334867,0.014262853,1.41E-05,4.20E-16,1.41E-05
22.38207642,0.241460292,0.327425485,0.293058612,0.019515903,4.25E-06,8.84E-17,4.25E-06
20.58411682,-0.004102821,1.785213043,0.884976995,0.007293459,1.23E-06,1.91E-15,1.23E-06
5.141828366,0.597883577,1.597315463,0.054810962,0.006469294,1.46E-07,1.50E-16,1.46E-07
7.595119024,0.305853171,1.454066813,0.936787357,0.019791958,6.12E-07,2.75E-16,6.12E-07
61.08021604,-0.110960192,1.026925385,0.270254051,0.006021204,6.42E-06,8.56E-16,6.42E-06
50.91418284,0.066729346,0.033114623,0.931986397,0.007365473,6.99E-06,1.97E-15,6.99E-06
47.78875775,-0.10869774,1.140408082,0.74734947,0.003288658,2.33E-06,7.93E-15,2.33E-06
49.73794759,0.047411482,1.646429286,0.901180236,0.019231846,1.61E-05,2.80E-16,1.61E-05
47.40228046,-0.137761552,0.6835007,0.25385077,0.013366673,8.03E-06,1.63E-16,8.03E-06
22.53330666,0.021306261,1.722704541,0.693938788,0.011866373,2.33E-06,5.66E-16,2.33E-06
80.77375475,0.397743549,1.119571914,0.122824565,0.008913783,2.54E-05,1.78E-16,2.54E-05
33.58991798,0.13094819,0.863212643,0.341268254,0.004480896,2.13E-06,1.95E-15,2.13E-06
33.15303061,0.385909182,1.686985397,0.789757952,0.01739948,8.97E-06,3.00E-16,8.97E-06
78.33726745,0.406097219,1.637127425,0.203640728,0.007169434,1.98E-05,4.55E-16,1.98E-05
27.43988798,0.334394879,1.618895779,0.087817564,0.006605321,2.45E-06,2.31E-16,2.45E-06
45.23464693,0.54114823,0.923488698,0.925585117,0.005113023,6.10E-06,4.07E-15,6.10E-06
8.25045009,0.335961192,0.07925185,0.549909982,0.00580116,2.35E-07,1.88E-15,2.35E-07
58.72774555,0.560988198,1.013902781,0.224644929,0.014494899,2.67E-05,1.23E-16,2.67E-05
66.18843769,0.447343469,0.372446489,0.652930586,0.000996199,2.43E-06,7.55E-14,2.43E-06
78.42128426,-0.14924785,1.250542108,0.196239248,0.009721944,1.49E-05,2.38E-16,1.49E-05
26.34766953,0.091094219,1.739819964,0.549509902,0.008441688,2.38E-06,8.85E-16,2.38E-06
77.42988598,-0.222864573,1.220776155,0.348269654,0.003372675,4.87E-06,3.52E-15,4.87E-06
12.58571714,0.007905581,1.342072414,0.338267654,0.000728146,5.93E-08,7.33E-14,5.93E-08
13.59391878,-0.039431886,0.225477095,0.197439488,0.014642929,1.02E-06,1.06E-16,1.02E-06
4.268053611,-0.1395019,0.206873375,0.073814763,0.000876175,7.41E-09,1.10E-14,7.41E-09
36.00960192,-0.025161032,1.796375275,0.107621524,0.013746749,6.01E-06,6.54E-17,6.01E-06
64.82736547,0.105539108,0.779123825,0.791758352,0.001004201,1.77E-06,9.02E-14,1.77E-06
56.49289858,0.506689338,1.363280656,0.845969194,0.017379476,2.74E-05,3.22E-16,2.74E-05
42.24364873,0.5139988,0.481836367,0.034006801,0.005669134,5.71E-06,1.21E-16,5.71E-06
82.21884377,0.361544309,0.710662132,0.112622525,0.011026205,3.09E-05,1.06E-16,3.09E-05
7.729545909,0.075431086,0.564436887,0.00160032,0.011686337,3.28E-07,1.35E-18,3.28E-07
36.51370274,0.431506301,1.708565713,0.021004201,0.0005001,4.19E-07,9.64E-15,4.19E-07
10.19963993,-0.086943389,1.797491498,0.778955791,0.017523505,6.52E-07,2.91E-16,6.52E-07
66.70934187,-0.131496299,0.277195439,0.612322464,0.000744149,1.05E-06,1.27E-13,1.05E-06
14.58531706,-0.039083817,0.852794559,0.328265653,0.010806161,8.79E-07,3.23E-16,8.79E-07
7.326265253,0.101014203,0.773542709,0.654530906,0.005629126,1.53E-07,2.37E-15,1.53E-07
80.25285057,0.27069814,1.760656131,0.793558712,0.010138028,2.53E-05,8.87E-16,2.53E-05
34.74934987,-0.173090618,0.335983197,0.593318664,0.010814163,3.51E-06,5.83E-16,3.51E-06
6.032406481,-0.112874575,1.469693939,0.50430086,0.012906581,1.78E-07,3.48E-16,1.78E-07
33.10262052,0.149221844,1.813490698,0.850570114,0.008417684,3.76E-06,1.38E-15,3.76E-06
69.66673335,-0.084680936,1.857767554,0.301860372,0.014378876,1.92E-05,1.68E-16,1.92E-05
6.486097219,0.385735147,1.405697139,0.039007802,0.002932587,8.38E-08,5.21E-16,8.38E-08
21.20584117,0.435509102,1.280308062,0.775955191,0.003544709,9.43E-07,7.09E-15,9.43E-07
17.34106821,0.393740748,0.727033407,0.199639928,8.00E-06,3.58E-10,3.58E-10,2.20E-09
7.611922384,0.399135827,0.08929786,0.917183437,0.014658932,5.07E-07,4.90E-16,5.07E-07
23.08781756,0.393044609,1.499459892,0.00780156,0.015307061,4.10E-06,3.82E-18,4.10E-06
58.25725145,0.511214243,1.818327666,0.470094019,0.009829966,1.72E-05,5.59E-16,1.72E-05
57.53470694,0.395829166,1.396395279,0.452290458,0.001880376,3.20E-06,1.47E-14,3.20E-06
79.54710942,0.43724945,0.006325265,0.649729946,0.009369874,2.69E-05,8.50E-16,2.69E-05
34.90058012,0.141042208,0.201664333,0.653130626,0.016671334,7.77E-06,2.70E-16,7.77E-06
52.20804161,0.045497099,0.560716143,0.947789558,0.016923385,1.56E-05,3.80E-16,1.56E-05
19.79435887,0.355279056,0.16520104,0.539907982,0.003832767,8.25E-07,4.22E-15,8.25E-07
56.98019604,0.628165633,1.223008602,0.415883177,0.000916183,2.15E-06,5.69E-14,2.15E-06
56.56011202,0.080130026,1.53889978,0.204840968,0.00384877,4.69E-06,1.59E-15,4.69E-06
29.35547109,0.016607321,0.120180036,0.142228446,0.015631126,4.90E-06,6.68E-17,4.90E-06
1.193038608,0.254338868,1.253890778,0.771154231,0.016763353,1.63E-08,3.15E-16,1.63E-08
36.6145229,-0.113744749,1.38969794,0.553910782,0.003016603,1.30E-06,6.99E-15,1.30E-06
16.03040608,-0.15829766,0.799959992,0.574514903,0.01985197,1.50E-06,1.67E-16,1.50E-06
43.43668734,0.33770154,0.24184837,0.289257852,0.006345269,5.56E-06,8.25E-16,5.56E-06
26.01160232,-0.11270054,0.497091418,0.293858772,0.000436087,1.77E-13,1.77E-13,1.16E-07
59.70234047,0.325867173,0.496347269,0.688337668,0.008933787,1.36E-05,9.90E-16,1.36E-05
31.94318864,0.55420084,0.020464093,0.585917183,0.002656531,1.77E-06,9.53E-15,1.77E-06
39.4374875,-0.04065013,1.611082216,0.163432687,0.012702541,6.43E-06,1.16E-16,6.43E-06
68.13762753,0.122246449,0.958463693,0.233046609,0.001640328,3.09E-06,9.95E-15,3.09E-06
41.75635127,0.199691938,0.693546709,0.019403881,0.012130426,8.41E-06,1.51E-17,8.41E-06
37.53870774,0.600842168,1.294074815,0.040408082,0.011786357,1.02E-05,3.34E-17,1.02E-05
69.46509302,0.216573315,0.026789358,0.279855971,0.006593319,1.24E-05,7.39E-16,1.24E-05
83.26065213,0.546543309,1.707821564,0.152830566,0.012778556,4.44E-05,1.07E-16,4.44E-05
79.07661532,0.355105021,0.428629726,0.24024805,0.015859172,4.00E-05,1.10E-16,4.00E-05
70.99419884,0.50895179,0.383608722,0.077015403,0.01239848,3.07E-05,5.75E-17,3.07E-05
3.444688938,0.603626725,0.482208442,0.824764953,0.01984797,1.98E-07,2.40E-16,1.98E-07
1.982796559,-0.169609922,0.014882977,0.574714943,0.018643729,2.90E-08,1.90E-16,2.90E-08
26.66693339,0.205783157,0.965905181,0.270454091,0.011162232,3.41E-06,2.49E-16,3.41E-06
66.0540108,0.538537708,0.923860772,0.204240848,0.009129826,2.10E-05,2.81E-16,2.10E-05
37.77395479,0.57195239,0.758287658,0.49869974,0.018735747,1.51E-05,1.63E-16,1.51E-05
36.63132627,0.115807161,1.625965193,0.892778556,0.010486097,5.44E-06,9.32E-16,5.44E-06
14.4004801,0.037143429,0.151062212,0.143028606,0.012134427,1.05E-06,1.12E-16,1.05E-06
29.25465093,0.085177035,1.556015203,0.139227846,0.008141628,2.78E-06,2.41E-16,2.78E-06
68.92738548,0.036969394,1.226357271,0.48969794,0.019287858,2.93E-05,1.51E-16,2.93E-05
56.08961792,-0.118965793,0.871026205,0.061612322,0.019139828,1.58E-05,1.93E-17,1.58E-05
9.359471894,-0.069539908,0.951766353,0.102220444,0.008473695,2.92E-07,1.63E-16,2.92E-07
67.71754351,0.496421284,1.810142028,0.541508302,0.009993999,2.27E-05,6.23E-16,2.27E-05
68.59131826,0.21135227,1.553038608,0.322664533,0.001136227,2.37E-06,2.87E-14,2.37E-06
