dS,R,Seq,cidx,a,da,dai,dap
21.39067814,0.13529906,1.374070814,0.24964993,0.014402881,2.73E-06,1.38E-16,2.73E-06
75.95119024,0.178285657,1.744656931,0.777555511,0.004096819,9.18E-06,5.32E-15,9.18E-06
44.19283857,0.352494499,0.828237648,0.405281056,0.004832967,4.52E-06,1.99E-15,4.52E-06
35.21984397,0.116677335,1.443276655,0.876975395,0.000476095,4.44E-13,4.44E-13,2.88E-07
66.49089818,-0.127667534,0.905257051,0.192438488,0.013274655,1.52E-05,1.25E-16,1.52E-05
11.69513903,-0.055269054,1.727541508,0.138227646,0.011174235,5.85E-07,1.27E-16,5.85E-07
11.07341468,-0.110264053,0.052462492,0.695139028,0.018415683,7.64E-07,2.35E-16,7.64E-07
4.217643529,0.60380076,0.717359472,0.939387878,0.002280456,3.88E-08,2.07E-14,3.88E-08
52.54410882,-0.105217043,0.259707942,0.526705341,0.010334067,8.08E-06,5.66E-16,8.08E-06
68.020004,-0.163866773,1.685497099,0.452890578,0.012986597,1.46E-05,3.08E-16,1.46E-05
29.59071814,0.210134027,1.311562312,0.592518504,0.01279856,4.71E-06,4.15E-16,4.71E-06
38.19403881,-0.071976395,0.761636327,0.404480896,0.015319064,6.82E-06,1.98E-16,6.82E-06
35.95919184,-0.078937788,0.418583717,0.170234047,0.009313863,3.80E-06,2.25E-16,3.80E-06
17.49229846,0.208741748,0.590854171,0.226445289,0.010426085,1.47E-06,2.39E-16,1.47E-06
17.76115223,0.548109622,0.682384477,0.718143629,0.014158832,2.80E-06,4.11E-16,2.80E-06
80.63932787,0.49085217,0.86804961,0.140628126,0.014070814,4.27E-05,8.16E-17,4.27E-05
48.86417283,0.163318664,0.530206041,0.486897379,0.007309462,6.86E-06,1.05E-15,6.86E-06
13.12342468,0.363284657,0.529461892,0.893978796,0.016067213,1.46E-06,3.98E-16,1.46E-06
30.64932987,-0.109567914,1.772562513,0.464292859,0.019415883,5.30E-06,1.41E-16,5.30E-06
55.28305661,0.095097019,0.599783957,0.428285657,0.002296459,2.82E-06,9.33E-15,2.82E-06
42.46209242,0.421064213,1.136315263,0.734746949,0.0090018,7.98E-06,1.04E-15,7.98E-06
73.48109622,0.124334867,0.60759752,0.74314863,0.011790358,2.21E-05,6.14E-16,2.21E-05
25.28905781,0.436553311,1.477135427,0.878775755,0.009045809,3.12E-06,1.23E-15,3.12E-06
50.77975595,0.146611322,1.143384677,0.790558112,0.005889178,5.96E-06,2.62E-15,5.96E-06
69.24664933,0.283576715,0.031254251,0.038607722,0.010030006,1.92E-05,4.41E-17,1.92E-05
18.08041608,0.541496299,0.020836167,0.299459892,0.014374875,2.91E-06,1.66E-16,2.91E-06
30.48129626,0.371638328,1.586897379,0.075615123,0.016023205,7.01E-06,3.38E-17,7.01E-06
39.30306061,0.498161632,0.579319864,0.305661132,0.013334667,1.08E-05,1.97E-16,1.08E-05
83.47909582,0.49990198,1.460020004,0.682736547,0.007517504,2.58E-05,1.39E-15,2.58E-05
55.18223645,0.141564313,1.666893379,0.973794759,0.003464693,4.24E-06,9.31E-15,4.24E-06
47.80556111,0.172542509,0.2225005,0.085217043,0.006813363,6.21E-06,2.11E-16,6.21E-06
26.75095019,-0.184228846,1.170918184,0.519703941,0.003404681,7.28E-07,5.15E-15,7.28E-07
15.74474895,-0.051266253,0.836423285,0.773354671,0.017823565,1.58E-06,2.80E-16,1.58E-06
63.919984,0.632690538,0.248545709,0.607321464,0.001988398,5.50E-06,1.76E-14,5.50E-06
56.86257251,-0.215555111,1.495367073,0.704740948,0.01115023,8.42E-06,6.51E-16,8.42E-06
48.47769554,0.365895179,0.534670934,0.297859572,0.006905381,7.56E-06,7.17E-16,7.56E-06
50.5445089,0.428373675,0.459511902,0.319063813,0.006257251,7.93E-06,9.36E-16,7.93E-06
67.41508302,0.203868774,1.215939188,0.380276055,0.014046809,2.35E-05,2.21E-16,2.35E-05
12.68653731,0.105713143,0.352354471,0.100020004,0.017079416,1.19E-06,3.94E-17,1.19E-06
2.772554511,-0.226519304,0.244080816,0.610522104,0.007361472,2.09E-08,1.29E-15,2.09E-08
52.72894579,0.472752551,1.000508102,0.021404281,0.009333867,1.30E-05,2.82E-17,1.30E-05
38.29485897,-0.192756551,1.595827165,0.353670734,0.019539908,7.05E-06,1.06E-16,7.05E-06
0.100820164,0.21605121,0.978927786,0.469293859,0.017555511,1.70E-10,1.75E-16,1.70E-10
59.83676735,-0.093556711,1.336119224,0.598519704,0.017247449,1.69E-05,2.31E-16,1.69E-05
70.89337868,0.033140628,0.338959792,0.731546309,0.004920984,8.69E-06,3.47E-15,8.69E-06
59.55111022,0.399483897,0.90934987,0.395279056,0.003112623,5.46E-06,4.68E-15,5.46E-06
26.29725945,-0.176919384,1.002740548,0.308261652,0.008865773,1.73E-06,4.50E-16,1.73E-06
31.50630126,0.342226445,0.223244649,0.440888178,0.014438888,6.59E-06,2.43E-16,6.59E-06
29.64112823,0.375641128,1.337979596,0.517703541,0.018967794,7.82E-06,1.65E-16,7.82E-06
75.21184237,0.111630326,0.081856371,0.409881976,0.005109022,1.06E-05,1.80E-15,1.06E-05
56.42568514,0.231714343,1.430626125,0.672334467,0.006697339,8.69E-06,1.72E-15,8.69E-06
9.964392879,0.143304661,1.02990198,0.428085617,0.00270054,1.41E-07,6.74E-15,1.41E-07
58.07241448,0.579609922,0.126505301,0.901380276,0.000932186,2.11E-06,1.19E-13,2.11E-06
81.3954791,0.589355871,1.622244449,0.296859372,0.003924785,1.51E-05,2.21E-15,1.51E-05
83.46229246,0.069687938,1.166453291,0.592718544,0.012746549,2.91E-05,4.19E-16,2.91E-05
34.07721544,-0.211378276,0.167433487,0.378675735,0.004164833,1.32E-06,2.51E-15,1.32E-06
80.94178836,-0.130974195,0.585273055,0.616523305,0.018803761,3.00E-05,2.00E-16,3.00E-05
19.62632527,0.540974195,0.440908182,0.411482296,0.008109622,1.99E-06,7.18E-16,1.99E-06
71.54870974,-0.072846569,1.013158632,0.634726945,0.015979196,2.27E-05,2.85E-16,2.27E-05
11.94718944,0.155487097,1.727169434,0.728745749,0.00890178,6.02E-07,1.06E-15,6.02E-07
2.453290658,0.000944189,0.932790558,0.811562312,0.014266853,4.49E-08,4.58E-16,4.49E-08
21.105021,0.314728946,1.687357471,0.729145829,0.013002601,2.78E-06,4.95E-16,2.78E-06
38.64772955,0.521308262,1.016135227,0.302060412,0.017175435,1.36E-05,1.18E-16,1.36E-05
14.73654731,0.529139828,0.948045609,0.086817363,0.012210442,1.68E-06,6.69E-17,1.68E-06
69.48189638,0.257123425,1.787445489,0.686137227,0.015907181,2.90E-05,3.11E-16,2.90E-05
82.99179836,0.172368474,1.837303461,0.121024205,0.013602721,3.28E-05,7.51E-17,3.28E-05
14.50130026,-0.144374875,0.915675135,0.269053811,0.001036207,8.28E-08,2.88E-14,8.28E-08
14.65253051,-0.158471694,1.144872975,0.187437487,0.009057812,6.15E-07,2.62E-16,6.15E-07
80.43768754,-0.200066013,0.075531106,0.858571714,0.014162833,2.05E-05,4.91E-16,2.05E-05
43.16783357,-0.006191238,0.676803361,0.340868174,0.005129026,3.49E-06,1.49E-15,3.49E-06
39.89117824,0.594576915,0.047253451,0.114822965,0.01295059,1.23E-05,7.86E-17,1.23E-05
83.98319664,0.087613523,0.805913183,0.818763753,0.003108622,8.05E-06,9.73E-15,8.05E-06
51.06541308,0.318905781,1.595083017,0.898379676,0.003516703,4.27E-06,8.34E-15,4.27E-06
41.92438488,0.403312663,1.022088418,0.209041808,0.008941788,7.61E-06,3.00E-16,7.61E-06
6.922984597,0.374596919,0.608341668,0.983996799,0.003240648,1.03E-07,1.08E-14,1.03E-07
74.89257852,-0.13045209,1.69479896,0.774354871,0.000524105,9.44E-07,3.24E-13,9.44E-07
23.67593519,-0.173612723,0.106785357,0.686937387,0.011230246,1.78E-06,6.25E-16,1.78E-06
27.69193839,0.539059812,0.635503101,0.736747349,0.014082817,6.26E-06,4.27E-16,6.26E-06
62.40768154,-0.164040808,0.944324865,0.580316063,0.00784957,7.83E-06,1.08E-15,7.83E-06
59.09741948,0.165059012,1.435091018,0.912782557,0.011530306,1.49E-05,7.88E-16,1.49E-05
73.78355671,0.103624725,0.100088018,0.857771554,0.005189038,1.03E-05,3.66E-15,1.03E-05
77.4634927,0.292104421,0.064368874,0.331866373,0.009989998,2.38E-05,3.82E-16,2.38E-05
43.23504701,0.519741948,1.270634127,0.703940788,0.004180836,4.53E-06,4.62E-15,4.53E-06
53.90518104,0.506167233,1.396023205,0.056011202,0.004752951,7.55E-06,2.85E-16,7.55E-06
51.33426685,-0.206853371,0.4290018,0.046409282,0.013810762,8.60E-06,2.79E-17,8.60E-06
11.879976,0.615809162,1.749121824,0.986797359,0.017979596,1.82E-06,3.51E-16,1.82E-06
55.08141628,-0.105043009,0.229941988,0.74774955,0.010342068,8.83E-06,8.03E-16,8.83E-06
19.47509502,0.404356871,0.802564513,0.226245249,0.002456491,5.56E-07,4.31E-15,5.56E-07
60.40808162,0.117025405,0.771310262,0.980796159,0.008957792,1.19E-05,1.40E-15,1.19E-05
51.97279456,0.060986197,0.696895379,0.717143429,0.010474095,1.00E-05,7.51E-16,1.00E-05
23.79355871,0.149569914,0.00930186,0.49329866,0.010718144,2.55E-06,4.93E-16,2.55E-06
65.0290058,0.247203441,0.606109222,0.315463093,0.002024405,3.77E-06,8.84E-15,3.77E-06
70.28845769,0.076475295,0.572994599,0.855371074,0.004220844,7.63E-06,5.51E-15,7.63E-06
32.0440088,0.534186837,0.17189838,0.24204841,0.011422284,6.72E-06,2.13E-16,6.72E-06
33.42188438,0.429417884,0.542484497,0.196639328,0.00075215,5.18E-07,3.99E-14,5.18E-07
75.91758352,0.422456491,1.340584117,0.907181436,0.018979796,4.68E-05,2.89E-16,4.68E-05
78.9589918,0.085003001,1.487181436,0.277055411,0.007421484,1.61E-05,5.78E-16,1.61E-05
30.31326265,0.193078616,0.336727345,0.792958592,0.004428886,1.82E-06,4.64E-15,1.82E-06
75.06061212,0.60884777,0.440536107,0.354270854,0.005361072,1.79E-05,1.42E-15,1.79E-05
82.40368074,0.375467093,1.44364873,0.018603721,0.005381076,1.62E-05,7.38E-17,1.62E-05
1.478695739,-0.20720144,1.390814163,0.229445889,0.018611722,1.58E-08,7.61E-17,1.58E-08
24.0120024,0.618941788,1.495739148,0.047609522,0.003556711,1.50E-06,4.32E-16,1.50E-06
7.931186237,-0.186665333,1.287377475,0.296259252,0.000204041,8.17E-13,8.17E-13,5.62E-09
15.62712543,0.271220244,0.313286657,0.722344469,0.002088418,2.82E-07,1.90E-14,2.82E-07
10.33406681,0.503208642,1.093526705,0.910982196,0.006441288,4.67E-07,2.52E-15,4.67E-07
63.36547309,0.026353271,0.173386677,0.029405881,0.01735147,2.26E-05,1.12E-17,2.26E-05
67.01180236,0.551764353,0.607225445,0.903380676,0.010994199,2.60E-05,8.58E-16,2.60E-05
36.88337668,0.27504901,1.759539908,0.142028406,0.018003601,1.02E-05,5.03E-17,1.02E-05
25.07061412,-0.082766553,1.188777756,0.185237047,0.010646129,2.19E-06,1.88E-16,2.19E-06
7.679135827,0.610414083,0.783588718,0.939187838,0.014530906,6.61E-07,5.11E-16,6.61E-07
19.86157231,0.287579516,1.707077415,0.103020604,0.00624925,1.23E-06,3.03E-16,1.23E-06
15.10622124,0.629383877,1.235287057,0.650330066,0.000116023,5.55E-12,5.55E-12,2.72E-08
76.0520104,0.223534707,1.633778756,0.095019004,0.001316263,3.32E-06,6.30E-15,3.32E-06
11.98079616,0.135125025,0.593458692,0.800360072,0.006445289,4.42E-07,2.21E-15,4.42E-07
34.24524905,0.494158832,0.182688538,0.131426285,0.015723145,9.73E-06,6.10E-17,9.73E-06
51.77115423,-0.12175035,0.40370074,0.022404481,0.01359872,9.87E-06,1.39E-17,9.87E-06
32.16163233,0.199169834,0.352726545,0.067813563,0.015623125,6.55E-06,3.19E-17,6.55E-06
39.06781356,-0.11235247,1.56754951,0.468493699,0.018211642,7.80E-06,1.62E-16,7.80E-06
63.31506301,-0.050222044,0.321844369,0.145229046,0.014610922,1.73E-05,7.81E-17,1.73E-05
39.57191438,0.574040808,1.652382476,0.112422484,0.011670334,1.07E-05,9.48E-17,1.07E-05
17.97959592,0.035403081,1.169057812,0.443288658,0.006077215,8.33E-07,1.38E-15,8.33E-07
58.00520104,0.01330066,1.640476095,0.787557512,0.002608522,3.29E-06,1.33E-14,3.29E-06
64.40728146,0.086743349,1.4309982,0.440688138,0.008245649,1.21E-05,7.44E-16,1.21E-05
81.96679336,0.52304861,0.611318264,0.780356071,0.007193439,2.46E-05,1.73E-15,2.46E-05
68.64172835,0.390608122,1.254262853,0.487297459,0.013622725,2.77E-05,3.02E-16,2.77E-05
60.64332867,-0.182314463,0.704708942,0.432086417,0.002884577,2.85E-06,5.96E-15,2.85E-06
71.06141228,-0.229825965,1.34839768,0.728145629,0.008653731,9.84E-06,1.12E-15,9.84E-06
32.24564913,-0.056139228,0.74414883,0.037207441,0.009073815,3.15E-06,5.19E-17,3.15E-06
31.06941388,0.565687137,1.407185437,0.147829566,0.004768954,2.94E-06,7.46E-16,2.94E-06
59.14782957,-0.018025605,1.137059412,0.918183637,0.004812963,5.77E-06,4.55E-15,5.77E-06
30.76695339,0.145045009,0.088553711,0.951990398,0.006725345,2.66E-06,2.42E-15,2.66E-06
80.5385077,-0.186839368,1.115107021,0.847369474,0.001588318,2.76E-06,3.86E-14,2.76E-06
29.17063413,0.253990798,0.691686337,0.951190238,0.019115823,6.88E-06,2.99E-16,6.88E-06
0.016803361,-0.181270254,1.49759952,0.935787157,0.011074215,2.54E-12,8.76E-16,2.54E-12
78.94218844,-0.206157231,0.483696739,0.632326465,0.016159232,2.21E-05,2.78E-16,2.21E-05
54.89657932,-0.160212042,0.969253851,0.018403681,0.012682537,9.69E-06,1.31E-17,9.69E-06
8.687337467,0.56760152,0.662292458,0.571714343,0.00834967,4.68E-07,9.42E-16,4.68E-07
66.96139228,-0.003928786,0.211710342,0.177035407,0.002268454,3.71E-06,3.95E-15,3.71E-06
58.62692539,0.376511302,1.492762553,0.142628526,0.004580916,7.42E-06,7.80E-16,7.42E-06
39.67273455,-0.040824165,0.253010602,0.422284457,0.002184437,1.27E-06,1.02E-14,1.27E-06
62.81096219,0.091964393,1.630058012,0.206041208,0.011342268,1.56E-05,1.84E-16,1.56E-05
9.611522304,0.465617123,0.218779756,0.933386677,0.000676135,4.84E-08,2.34E-13,4.84E-08
59.61832366,-0.023420684,0.385097019,0.035807161,0.017455491,1.91E-05,1.35E-17,1.91E-05
58.55971194,0.374944989,0.914558912,0.221044209,0.005733147,9.10E-06,7.72E-16,9.10E-06
8.149629926,0.083610722,1.24310062,0.514302861,0.012366473,3.83E-07,3.86E-16,3.83E-07
71.90158032,0.47310062,0.43569914,0.710542108,0.013570714,3.27E-05,4.43E-16,3.27E-05
46.02440488,0.454826965,1.02060012,0.428485697,0.019111822,1.93E-05,1.35E-16,1.93E-05
58.86217243,0.60414883,0.539507902,0.815963193,0.002768554,6.14E-06,1.22E-14,6.14E-06
42.4284857,0.304982997,0.593830766,0.969193839,0.012434487,9.64E-06,7.20E-16,9.64E-06
71.81756351,0.468923785,0.53095019,0.728945789,0.007981596,1.99E-05,1.31E-15,1.99E-05
34.71574315,-0.153424685,1.385605121,0.125625125,0.016179236,5.25E-06,5.51E-17,5.25E-06
11.09021804,0.299761952,0.540996199,0.232446489,0.011458292,7.41E-07,2.03E-16,7.41E-07
29.57391478,0.036621324,1.381884377,0.5075015,0.003304661,1.19E-06,5.34E-15,1.19E-06
31.23744749,0.377903581,1.855535107,0.817563513,0.009233847,4.43E-06,1.10E-15,4.43E-06
14.45089018,-0.114788958,0.679779956,0.645329066,0.005613123,4.13E-07,2.35E-15,4.13E-07
1.797959592,0.153746749,0.000372074,0.74974995,0.014470894,2.82E-08,4.11E-16,2.82E-08
63.58391678,0.379295859,0.906745349,0.778555711,0.014306861,2.48E-05,4.37E-16,2.48E-05
23.9279856,0.4824985,0.628805761,0.213242649,0.012318464,3.94E-06,1.61E-16,3.94E-06
39.50470094,0.392174435,1.798235647,0.464492899,0.002372474,1.97E-06,9.48E-15,1.97E-06
72.80896179,0.0179996,0.937627526,0.281656331,0.006117223,1.11E-05,8.64E-16,1.11E-05
22.0460092,0.401746349,0.841260252,0.399079816,0.004776955,1.29E-06,2.01E-15,1.29E-06
23.18863773,0.199343869,0.434210842,0.74514903,0.008153631,1.96E-06,1.29E-15,1.96E-06
32.69933987,0.431680336,1.310446089,0.159231846,0.019235847,1.00E-05,4.94E-17,1.00E-05
64.50810162,0.41914983,0.483324665,0.667933587,0.008885777,1.71E-05,9.71E-16,1.71E-05
13.84596919,0.011386277,1.710054011,0.047209442,0.017095419,1.32E-06,1.85E-17,1.32E-06
30.01080216,-0.139675935,1.191382276,0.669733947,0.00720144,1.94E-06,1.48E-15,1.94E-06
0.168033607,-0.066581316,1.228961792,0.300060012,0.010234047,2.04E-10,3.29E-16,2.04E-10
53.5355071,0.349709942,0.011534307,0.094418884,0.019343869,2.32E-05,2.90E-17,2.32E-05
6.822164433,0.020088018,1.693682737,0.920784157,0.005397079,1.23E-07,3.63E-15,1.23E-07
16.14802961,0.086221244,0.694662933,0.074614923,0.010654131,1.19E-06,7.55E-17,1.19E-06
65.65073015,-0.010890178,1.85665133,0.414282857,0.017091418,2.30E-05,1.63E-16,2.30E-05
66.74294859,0.026527305,0.816703341,0.641728346,0.017639528,2.53E-05,2.37E-16,2.53E-05
83.04220844,-0.072324465,1.85069814,0.347469494,0.01505101,2.83E-05,1.76E-16,2.83E-05
62.79415883,-0.22095019,0.884792959,0.825165033,0.013058612,1.16E-05,5.56E-16,1.16E-05
12.35047009,-0.151684337,0.957347469,0.517503501,0.000244049,9.98E-13,9.98E-13,1.59E-08
39.95839168,0.477103421,1.195475095,0.432686537,0.010526105,8.75E-06,4.48E-16,8.75E-06
69.22984597,0.42785157,1.609965993,0.087017403,0.017975595,3.77E-05,3.09E-17,3.77E-05
73.69953991,0.012430486,1.04924985,0.120224045,0.01225045,2.15E-05,9.20E-17,2.15E-05
80.32006401,0.321516303,1.31305061,0.852970594,0.017487497,4.38E-05,3.20E-16,4.38E-05
24.5665133,0.101536307,1.858139628,0.264052811,0.017727546,4.18E-06,9.65E-17,4.18E-06
11.44308862,0.353886777,0.676431286,0.190838168,0.014806961,1.04E-06,9.99E-17,1.04E-06
62.71014203,0.402790558,0.19719944,0.061412282,0.015023005,2.59E-05,3.12E-17,2.59E-05
59.39987998,0.232236447,0.110506101,0.26145229,0.019971994,2.63E-05,7.53E-17,2.63E-05
11.27505501,0.029659932,1.808281656,0.779755951,0.007145429,4.06E-07,1.75E-15,4.06E-07
32.66573315,0.278529706,1.581688338,0.308061612,0.005973195,2.94E-06,9.91E-16,2.94E-06
21.44108822,-0.179007802,0.627689538,0.423484697,0.002836567,4.11E-07,6.04E-15,4.11E-07
9.426685337,-0.074238848,1.446997399,0.224844969,0.01959992,6.39E-07,6.72E-17,6.39E-07
62.08841768,0.046715343,0.405561112,0.372674535,0.009757952,1.29E-05,4.49E-16,1.29E-05
4.839367874,-0.067625525,1.079015803,0.951790358,0.013926785,1.37E-07,5.63E-16,1.37E-07
46.39407882,-0.169435887,1.145989198,0.953390678,0.004208842,2.51E-06,6.18E-15,2.51E-06
35.62312462,0.009645929,0.561832366,0.827965593,0.015863173,7.08E-06,3.78E-16,7.08E-06
43.55431086,0.377207441,0.541368274,0.651730346,0.000736147,7.87E-07,1.38E-13,7.87E-07
29.10342068,0.132688538,1.450346069,0.672134427,0.000216043,1.65E-12,1.65E-12,9.84E-08
50.32606521,0.251206241,1.478995799,0.443488698,0.002032406,2.36E-06,1.23E-14,2.36E-06
45.43628726,0.471186237,1.094642929,0.807761552,0.010434087,1.09E-05,8.52E-16,1.09E-05
72.67453491,0.244418884,1.437323465,0.086417283,6.00E-05,2.76E-12,2.76E-12,1.78E-07
73.01060212,0.29314863,1.076039208,0.49469894,0.010626125,2.26E-05,5.03E-16,2.26E-05
76.64012803,0.502686537,0.253754751,0.399679936,0.006157231,1.83E-05,1.21E-15,1.83E-05
77.09381876,0.224404881,1.126641328,0.639927986,0.0120024,2.64E-05,5.10E-16,2.64E-05
19.67673535,-0.019939988,1.313794759,0.50170034,0.012194439,1.77E-06,3.87E-16,1.77E-06
16.01360272,0.382080416,1.518807762,0.219443889,0.010530106,1.46E-06,2.27E-16,1.46E-06
66.25565113,0.190990198,1.801584317,0.616323265,0.015827165,2.52E-05,2.83E-16,2.52E-05
18.81976395,-0.193626725,1.745773155,0.706141228,0.006453291,6.76E-07,1.95E-15,6.76E-07
25.99479896,-0.057009402,0.996415283,0.071414283,0.019003801,4.19E-06,2.27E-17,4.19E-06
56.47609522,-0.091120224,1.50690138,0.74714943,0.003268654,3.26E-06,8.03E-15,3.26E-06
49.88917784,0.12189838,1.486437287,0.713742749,0.006133227,5.89E-06,2.18E-15,5.89E-06
51.18303661,0.268435687,1.636755351,0.078615723,0.006185237,6.93E-06,2.36E-16,6.93E-06
1.99959992,0.55924785,0.680524105,0.410882176,0.013326665,4.69E-08,2.66E-16,4.69E-08
46.57891578,0.045671134,1.590618124,0.149229846,0.010762152,8.31E-06,1.48E-16,8.31E-06
0.487297459,0.077171434,0.156643329,0.479495899,0.019243849,3.11E-09,1.49E-16,3.11E-09
41.25225045,0.122420484,1.457787558,0.75635127,0.003396679,2.40E-06,7.53E-15,2.40E-06
20.080016,0.133384677,0.688337668,0.083016603,0.014774955,2.48E-06,4.37E-17,2.48E-06
36.48009602,0.069339868,0.075159032,0.517903581,0.018167634,8.71E-06,1.80E-16,8.71E-06
81.44588918,0.190120024,0.180828166,0.678535707,0.014014803,3.29E-05,3.97E-16,3.29E-05
19.30706141,0.168365673,0.579691938,0.023004601,0.017927586,2.83E-06,8.22E-18,2.83E-06
79.36227245,0.158619724,1.674706941,0.843368674,0.018695739,4.01E-05,2.77E-16,4.01E-05
35.40468094,-0.220428086,0.876607321,0.360072014,0.017795559,5.35E-06,1.31E-16,5.35E-06
77.91718344,0.521656331,0.968881776,0.828765753,0.000896179,3.25E-06,1.18E-13,3.25E-06
66.69253851,0.613720744,1.019855971,0.578315663,0.018039608,4.46E-05,2.04E-16,4.46E-05
49.989998,-0.002884577,1.201056211,0.878575715,0.005081016,4.57E-06,3.91E-15,4.57E-06
8.116023205,-0.185447089,1.232682537,0.714342869,0.019103821,3.94E-07,2.25E-16,3.94E-07
53.80436087,-0.141590318,0.477371474,0.902180436,0.002424485,2.08E-06,1.76E-14,2.08E-06
2.520504101,-0.207723545,0.885537107,0.347669534,0.001380276,3.82E-09,2.10E-14,3.82E-09
63.98719744,0.595795159,0.240360072,0.723344669,0.016511302,3.70E-05,3.05E-16,3.70E-05
73.93478696,-0.113396679,0.637363473,0.00980196,0.014882977,2.11E-05,5.08E-18,2.11E-05
4.133626725,0.363632727,1.275471094,0.556911382,0.016731346,1.79E-07,2.28E-16,1.79E-07
17.27385477,-0.138283657,1.645685137,0.645129026,0.005565113,5.49E-07,2.39E-15,5.49E-07
41.18503701,-0.204416883,0.75679936,0.182036407,0.019155831,7.78E-06,5.70E-17,7.78E-06
57.92118424,-0.180922184,0.769077816,0.360472094,0.003804761,3.39E-06,2.86E-15,3.39E-06
60.62652531,0.633386677,1.414254851,0.791958392,0.012270454,2.70E-05,6.04E-16,2.70E-05
36.58091618,-0.220254051,1.272122424,0.232246449,0.006737347,2.31E-06,5.88E-16,2.31E-06
41.00020004,0.195863173,0.286869374,0.229045809,0.008973795,6.13E-06,3.27E-16,6.13E-06
45.20104021,0.40105021,1.855907181,0.864572915,0.012782557,1.21E-05,6.08E-16,1.21E-05
15.1230246,0.255209042,0.567041408,0.313862773,0.016143229,1.74E-06,1.38E-16,1.74E-06
62.25645129,0.203694739,0.73745149,0.417683537,0.0164993,2.35E-05,1.76E-16,2.35E-05
9.779555911,0.294366873,0.249289858,0.729545909,0.004712943,2.56E-07,3.77E-15,2.56E-07
53.065013,-0.062056411,0.083344669,0.804760952,0.006093219,5.43E-06,2.49E-15,5.43E-06
22.9029806,-0.196237247,1.445881176,0.5045009,0.012610522,1.80E-06,3.64E-16,1.80E-06
38.32846569,-0.156035207,1.683636727,0.799759952,0.015535107,6.05E-06,3.81E-16,6.05E-06
66.08761752,0.318557712,0.354958992,0.483096619,0.00930186,1.69E-05,6.41E-16,1.69E-05
74.80856171,0.501816363,0.587877576,0.73834767,0.000616123,2.08E-06,2.23E-13,2.08E-06
69.4314863,-0.223212643,1.016879376,0.484896979,0.018403681,1.92E-05,1.64E-16,1.92E-05
6.25085017,0.219705941,1.256867373,0.961392278,0.014422885,2.97E-07,5.31E-16,2.97E-07
23.27265453,0.46004801,1.353978796,0.768753751,0.014894979,4.35E-06,3.98E-16,4.35E-06
75.0270054,-0.138457692,0.431606321,0.414482897,0.018343669,2.52E-05,1.41E-16,2.52E-05
9.695539108,-0.024812963,1.751354271,0.278455691,0.017687538,6.68E-07,1.02E-16,6.68E-07
46.88137628,0.596317263,0.246685337,0.097419484,0.019411882,2.42E-05,2.97E-17,2.42E-05
53.09861972,-0.031426285,1.213334667,0.74374875,0.007541508,7.00E-06,1.50E-15,7.00E-06
74.48929786,0.181592318,0.211338268,0.48869774,0.016283257,3.19E-05,2.12E-16,3.19E-05
77.88357672,0.083436687,0.378027606,0.795359072,0.00010002,9.13E-12,9.13E-12,2.89E-07
44.81456291,0.208219644,0.283892779,0.403680736,0.003896779,3.37E-06,3.05E-15,3.37E-06
75.9679936,-0.146463293,0.436815363,0.447689538,0.006513303,9.75E-06,1.21E-15,9.75E-06
14.0980196,0.583264653,1.525505101,0.933186637,0.019531906,2.58E-06,2.81E-16,2.58E-06
81.31146229,-0.086073215,0.036091218,0.698139628,0.014502901,2.57E-05,3.81E-16,2.57E-05
43.36947389,0.072472494,0.349377876,0.948189638,0.006773355,4.82E-06,2.37E-15,4.82E-06
61.29865973,-0.129407882,0.477743549,0.890578116,0.016387277,1.58E-05,3.81E-16,1.58E-05
33.5395079,0.5810022,1.809769954,0.572714543,0.018683737,1.23E-05,1.88E-16,1.23E-05
71.85117023,0.25225045,1.316771354,0.438287658,0.001336267,3.10E-06,2.82E-14,3.10E-06
64.65933187,0.22109822,0.892606521,0.335867173,0.003160632,5.53E-06,3.86E-15,5.53E-06
40.24404881,0.546717343,1.604012803,0.899179836,0.01915183,1.68E-05,2.81E-16,1.68E-05
74.52290458,0.052110422,0.15924785,0.389677936,0.012718544,2.33E-05,2.77E-16,2.33E-05
69.19623925,0.56359872,1.507645529,0.25945189,0.01315063,3.31E-05,1.72E-16,3.31E-05
5.847569514,-0.164562913,0.401840368,0.825365073,0.013154631,1.57E-07,5.48E-16,1.57E-07
29.23784757,-0.13080016,1.403836767,0.214042809,0.014038808,3.47E-06,1.25E-16,3.47E-06
24.98659732,0.262170434,1.51955191,0.476295259,0.008509702,2.45E-06,7.55E-16,2.45E-06
65.12982597,0.139823965,1.143012603,0.74294859,0.011354271,1.73E-05,6.62E-16,1.73E-05
19.92878576,0.252772555,1.814606921,0.591318264,0.000968194,2.14E-07,7.24E-14,2.14E-07
10.16603321,0.285491098,1.300028006,0.807361472,0.00690138,3.89E-07,1.95E-15,3.89E-07
44.41128226,-0.163344669,1.205521104,0.174434887,0.017071414,8.57E-06,6.87E-17,8.57E-06
29.75875175,0.483890778,0.275707141,0.137827566,0.010386077,5.05E-06,1.47E-16,5.05E-06
7.796759352,0.028963793,1.548573715,0.542308462,0.016155231,4.37E-07,2.39E-16,4.37E-07
30.63252651,0.065859172,0.612434487,0.839167834,0.008325665,3.05E-06,1.39E-15,3.05E-06
